,left.ang.y,left.ang.z,left.acc.x,left.acc.y,left.acc.z,left.forces.0,left.forces.1,left.forces.2,left.forces.3,left.forces.4,left.forces.5,left.forces.6,left.forces.7,left.forces.8,left.forces.12,left.forces.13,left.forces.14,left.forces.17,left.forces.18,left.forces.21,left.forces.22,left.totalForce,right.ang.y,right.ang.z,right.acc.x,right.acc.y,right.acc.z,right.forces.0,right.forces.1,right.forces.2,right.forces.3,right.forces.4,right.forces.5,right.forces.6,right.forces.7,right.forces.8,right.forces.12,right.forces.13,right.forces.14,right.forces.17,right.forces.18,right.forces.21,right.forces.22,right.totalForce
10,0.0,0.0,15.4,5.0,1020.0,0.7339428,1.4228159,2.8998287,3.834313,5.9349394,7.3852043,4.95273,5.635671,0.61881757,3.5162926,4.0381336,2.0058224,18.627,11.502768,8.068382,6.395212,87.57187,0.0,0.0,-19.0,21.5,1020.0,4.9414277,5.2588453,19.052696,12.209006,3.9761772,12.058773,9.044889,8.173625,5.327815,12.453562,12.925235,11.208643,33.870842,19.98118,20.020535,18.120232,208.62347
11,-1.0,0.0,17.4,5.0,1023.0,0.399743,1.4111049,2.8998287,3.67591,5.849991,7.686548,5.3693614,5.5332437,0.81478083,2.9894924,4.2735367,2.1606967,10.900143,8.494567,4.6822953,3.367342,70.50858,-1.0,0.0,-18.0,23.5,1022.0,4.9110303,5.657289,19.675297,12.701578,4.3329597,12.39958,8.952489,8.822131,5.6295424,13.126836,13.386265,12.513684,35.93103,20.2294,20.263853,17.71075,216.24373
12,-4.0,0.0,17.4,7.0,1039.0,0.399743,1.4678346,3.9036653,4.7143884,6.8059382,9.467701,7.2028112,7.0536923,0.71550095,2.5360622,3.8006952,2.0058224,2.6174414,4.982323,1.7075212,1.0098207,60.390953,-2.0,0.0,-20.0,23.5,1018.0,5.0518126,5.9173584,20.183817,15.181528,4.6212745,13.321072,9.422087,10.1842,6.065173,13.55904,14.244845,13.9271345,37.13912,19.98118,21.258255,19.063246,229.12114
13,-2.0,1.0,38.4,2.0,1131.0,0.80139965,2.0100853,4.383518,6.2304053,6.5406566,10.444841,8.337931,7.9645166,0.61881757,1.5263038,2.3188443,0.9873286,-0.214333,2.2527668,1.1051883,1.0098207,56.318085,-3.0,0.0,-16.0,24.5,1018.0,5.20736,5.9173584,20.183817,14.304566,5.209476,13.437566,9.7129,9.9844265,6.451353,14.451641,14.838573,14.729973,38.355183,20.852352,24.196394,21.27904,239.11198
14,17.0,7.0,37.4,24.0,1506.0,1.2094904,1.5498159,4.8493066,5.3562155,5.185519,6.4703407,6.934941,5.895278,0.3890055,1.2187611,0.50234115,1.155452,-1.259377,1.6429563,0.97711205,0.89564586,42.972805,-4.0,0.0,-13.0,26.5,1022.0,5.187723,5.708606,20.674437,15.282218,4.83981,13.08896,10.21239,11.104106,7.5417814,15.867069,15.450013,16.663431,39.23043,21.604475,26.253248,21.394648,250.10336
15,6.0,19.0,182.4,-33.0,1549.0,0.20215318,1.5498159,4.618141,4.3932986,3.7984998,3.247595,2.276305,2.2604196,0.302065,0.85519475,0.20894347,1.3741843,-1.1122148,0.9721238,1.1051883,0.67060435,26.722317,-3.0,0.0,-11.0,26.5,1026.0,5.261771,5.9704313,21.151867,15.795602,4.9867973,13.437566,10.21239,11.000217,7.470974,15.7696705,15.65785,18.062641,39.406277,21.982481,27.665878,22.21803,256.05045
16,29.0,27.0,116.4,-50.0,1417.0,-0.12105367,1.4015145,3.156458,3.518355,3.4425154,2.32476,1.5449959,1.1016273,0.47883815,0.85519475,0.10972824,0.9873286,-1.9840063,1.2482224,1.8209734,0.89564586,20.781097,-1.0,0.0,-10.0,26.5,1024.0,5.379491,6.408145,20.99391,16.218363,5.4350705,14.380116,11.156194,10.588842,7.5417814,15.964918,16.401482,18.978691,39.406277,21.85633,27.028763,22.21803,259.95642
17,24.0,37.0,684.4,860.0,1143.0,-0.12105367,1.392743,1.5571373,2.0991518,3.583285,2.4419482,1.0709035,0.85157853,0.34516808,0.85519475,0.009782744,0.9873286,-1.5514921,0.6851398,1.4738523,0.9525972,16.633266,0.0,0.0,-8.0,27.5,1023.0,5.366593,6.1863384,20.99391,16.218363,5.7409024,14.738479,10.624946,11.4182625,8.121298,16.461035,16.186419,19.243757,39.23043,22.108784,25.499924,21.980204,260.11963
18,-11.0,37.0,433.4,924.0,497.0,-0.12105367,1.4123539,1.5571373,2.2390532,3.3039527,2.6747057,0.9889792,0.8019734,0.2597078,0.7354111,0.10972824,0.7565612,-1.5514921,0.8300213,1.4738523,0.89564586,16.366535,0.0,0.0,-9.0,27.5,1023.0,5.353236,6.810922,21.23047,15.282218,6.1321545,14.499271,11.593066,10.691058,8.41985,16.461035,16.948376,20.725754,39.054867,22.488628,25.204565,21.27904,262.17453
19,-38.0,21.0,362.4,975.0,669.0,-0.057094596,1.4252973,2.10638,2.0303466,3.1676314,2.6747057,0.9061793,0.90133876,0.3890055,0.616364,-0.29457092,0.81503147,-1.696427,0.6851398,1.9322779,1.3587639,16.96037,0.0,0.0,-8.0,26.5,1022.0,5.353236,6.578458,21.465021,16.433804,5.8961544,14.97889,11.815286,13.0445795,8.269836,16.360884,18.433607,21.965733,38.87957,20.852352,24.196394,19.928507,264.4523
20,-69.0,-41.0,107.4,575.0,986.0,-0.12105367,1.4123539,1.5571373,1.962352,3.2355096,2.905368,0.8224875,0.85157853,0.3890055,0.616364,-0.19235316,0.6379173,-1.1122148,0.5374208,1.7075212,1.0098207,16.219215,0.0,0.0,-8.0,26.5,1022.0,5.4381127,7.29473,21.852877,16.433804,6.534341,15.585232,11.156194,12.165737,8.956601,15.7696705,19.64036,23.227493,38.355183,21.604475,22.28961,19.277086,265.5815
21,-58.0,-41.0,-43.6,80.0,1356.0,-0.12105367,1.4123539,1.5571373,1.828939,2.8368583,3.0199368,0.8224875,0.6542564,0.21810819,0.55712366,-0.29457092,0.7565612,-1.4058058,0.6851398,1.5918413,1.2413958,15.36071,0.0,0.0,-9.0,25.5,1020.0,5.391959,7.804355,21.775524,18.496944,5.7409024,16.9464,12.611747,14.645573,8.344659,15.576214,21.034729,24.796505,38.18085,21.73033,21.385067,18.431156,272.8929
22,-63.0,-7.0,-71.6,-11.0,1667.0,-0.18463928,1.4123539,1.8338296,1.5122175,2.7086477,2.4419482,0.9061793,0.8019734,0.43356588,0.55712366,-0.090906516,0.7565612,-1.696427,0.38680553,1.5918413,0.89564586,14.266722,0.0,0.0,-7.0,24.5,1021.0,5.4796553,8.548332,22.780336,19.360588,5.818326,18.475466,13.554581,15.717689,8.956601,16.063221,21.959625,26.540098,38.00674,20.60276,21.258255,18.535545,281.6578
23,-31.0,-21.0,-83.6,-434.0,1593.0,-0.12105367,1.4123539,1.5571373,1.828939,2.5828276,2.6747057,0.9061793,0.9512385,0.3890055,0.55712366,-0.090906516,0.6379173,-1.696427,0.38680553,2.2540789,0.89564586,15.125571,1.0,0.0,-7.0,18.5,1024.0,5.574408,11.341644,25.057178,27.199163,7.1174088,23.368244,16.291346,24.619402,10.763879,17.279406,29.647058,35.232662,38.18085,21.102497,21.769049,17.508127,332.05234
24,-22.0,-36.0,89.4,-1233.0,892.0,-0.18463928,1.392743,1.5571373,1.962352,2.7086477,2.7902942,0.9889792,0.8019734,0.2597078,0.4980761,0.10972824,0.69753146,-1.696427,0.23323463,1.8209734,0.78256816,14.722879,2.0,0.0,-10.0,16.5,1029.0,5.775376,12.944259,27.001451,32.27124,8.359752,26.166193,20.125916,29.1196,11.556757,17.913874,33.345623,39.43291,37.312283,21.73033,21.512465,17.71075,362.27878
25,-22.0,-14.0,98.4,-1078.0,828.0,-0.057094596,1.4252973,1.2762367,1.6358266,2.90185,2.5585935,0.8224875,0.9512385,0.302065,0.4980761,0.20894347,0.57769346,-1.696427,0.23323463,1.8209734,0.78256816,14.241562,5.0,0.0,-11.0,9.5,1029.0,5.939984,15.599348,29.478598,37.134567,9.411129,28.824894,24.036646,33.91737,13.141383,17.279406,36.006355,43.724255,36.447994,22.615566,22.553724,18.223503,394.33472
26,111.0,-47.0,124.4,-627.0,913.0,-0.057094596,1.4252973,1.2762367,1.2236229,2.5208235,2.7902942,0.9061793,0.9512385,0.34516808,0.6757941,0.009782744,0.57769346,0.090431996,1.3823326,4.52957,2.5867999,21.23417,22.0,3.0,6.0,-15.5,1158.0,6.885003,20.435055,39.916954,48.82934,12.159809,36.223457,35.071712,45.068954,16.559145,16.063221,38.42157,44.9891,37.48562,28.583616,26.100842,24.072575,476.866
27,-1.0,-52.0,-94.6,85.0,1182.0,-0.12105367,1.4403816,1.5571373,0.75396794,2.4594285,2.6747057,0.65236235,0.6054429,0.34516808,1.1577411,0.009782744,0.57769346,8.932455,5.9274883,16.125679,14.431792,57.530174,8.0,0.0,-39.0,-48.5,1214.0,7.2644706,21.793062,48.327976,54.795414,14.023646,37.203747,42.928787,49.92264,16.559145,14.912846,33.345623,44.140865,41.18249,34.56743,27.990194,29.600922,518.55927
28,60.0,27.0,-1.6,99.0,1503.0,-0.18463928,1.4252973,1.2762367,0.83466864,2.6454368,2.6747057,0.65236235,0.6054429,0.5248113,2.280103,1.1638281,1.155452,28.031736,11.954175,22.755749,21.048548,98.84391,-30.0,-4.0,-32.0,-145.5,1244.0,6.640157,22.17231,64.62715,61.366177,10.321296,37.005688,55.057045,51.569977,10.591944,9.733033,25.965559,40.177074,35.58693,35.426517,23.915365,30.723484,520.8797
29,13.0,0.0,20.4,24.0,1030.0,0.07187854,1.4123539,2.3748534,1.3353382,4.7057757,4.3585997,1.0709035,1.5560683,2.05804,5.651523,3.3997602,1.6934193,38.72679,19.167053,27.938107,23.391394,138.91185,-48.0,-16.0,-135.0,-213.5,1369.0,6.1383886,17.868101,58.587803,60.767845,8.359752,27.241652,42.14641,43.126495,8.956601,7.2094426,17.395525,29.828178,23.73169,25.45824,15.6024685,19.928507,412.34714
30,9.0,0.0,19.4,1.0,1037.0,0.13686086,1.392743,3.156458,2.3817844,6.2787347,6.5728865,1.5449959,1.0513968,2.8352714,6.972685,3.5609717,1.5879712,42.049282,21.405642,34.974106,29.163193,165.06499,-78.0,-55.0,-109.0,-641.5,2015.0,5.7351747,10.755288,26.610163,34.54797,6.2116866,9.63676,11.264445,9.786365,6.065173,5.4808807,6.0575185,8.632694,7.6109324,7.4227285,5.109234,5.4427786,166.36978
31,-1.0,0.0,20.4,5.0,1021.0,0.59960914,1.4123539,2.639315,2.2390532,7.3461127,7.1833773,2.276305,1.4549116,3.8875318,9.018281,4.5071473,2.0575051,44.033443,21.677078,35.179283,29.503061,175.01439,-36.0,-77.0,-319.0,-770.5,1906.0,5.4796553,5.864642,22.625238,16.872883,4.4047523,6.941462,6.160392,4.303055,4.355751,3.3168445,3.6396914,5.3174686,4.281973,5.515101,2.6527193,2.456191,104.18781
32,-2.0,0.0,19.4,4.0,1021.0,0.4661301,1.3784794,3.156458,2.0991518,7.620778,7.1833773,2.0638638,1.3537867,3.3860435,9.686583,4.4294615,1.7458507,43.634533,21.950169,33.767063,28.166964,172.08868,27.0,77.0,-552.0,353.5,360.0,-0.12755027,0.7588746,1.1323595,1.5977693,0.5584241,1.7250491,0.31588864,1.1894958,1.2993598,0.42223722,-1.1658283,-2.2802184,-0.9416559,-0.89137685,1.7773298,1.0188584,6.3890166
33,-3.0,0.0,23.4,3.0,1015.0,0.5327565,1.3812605,3.156458,2.3817844,7.712984,7.7866483,1.5449959,1.3537867,3.7424543,10.201391,4.5071473,1.6407993,41.65537,18.658875,23.348576,20.193968,149.79926,49.0,65.0,-315.0,541.5,503.0,-0.12755027,0.8030891,2.1238034,1.3595916,0.7340273,1.7250491,0.31588864,1.3212813,1.35034,0.42223722,-1.2835648,-1.7871027,-0.83955836,-1.1268923,1.7411377,1.063208,7.7949853
34,-1.0,0.0,25.4,2.0,1012.0,0.5327565,1.3776256,3.4092658,2.3817844,8.651941,8.680824,1.9917939,1.5054903,4.1077757,10.463381,4.9699283,1.6934193,40.283398,18.912048,19.641136,15.8057995,144.40837,75.0,55.0,-57.0,217.5,1032.0,-1.0407807,0.7143662,0.79254365,2.8001044,0.37896746,1.6343597,0.49032196,1.1894958,1.2993598,0.62970644,-1.1658283,-2.2802184,-0.78762144,-0.6632031,1.8349423,1.3765858,7.2031007
35,0.0,0.0,23.4,-13.0,1020.0,1.6217637,1.7485946,5.5226474,4.79471,15.437547,17.193174,12.359911,7.529808,5.9777923,13.071357,9.850383,3.2053804,27.27535,13.101769,10.141022,8.702203,157.53342,78.0,45.0,-63.0,164.5,1380.0,-0.66299367,0.8470152,0.79254365,1.1148473,0.28772232,1.8158207,0.31588864,1.2403457,1.4011596,0.42223722,-1.4025058,-2.1129887,-0.73508847,-1.1268923,1.8152616,1.2416102,5.2539835
36,0.0,1.0,22.4,-15.0,1019.0,1.9671865,2.0520737,4.8493066,4.6340737,18.002369,18.975023,15.1424675,9.595539,5.81482,12.679561,11.199811,3.4775834,20.872149,10.729819,7.901354,7.146698,155.03983,89.0,0.0,43.0,-190.5,2251.0,-0.30195028,1.1048313,0.79254365,2.697799,0.37896746,1.9976285,0.13616565,1.1178664,0.8845624,0.42223722,-0.9338939,-1.9486303,-0.51892686,0.37403148,1.9881066,1.0188584,9.210196
37,-6.0,1.0,26.4,-25.0,1026.0,2.451924,3.4678288,7.9405265,7.0879908,22.657145,25.555008,26.041737,15.470823,6.897109,10.463381,12.907255,4.9662404,6.999939,5.8634973,3.8983,2.8435395,165.51225,69.0,-5.0,273.0,-625.5,2578.0,0.042851478,1.0625168,0.79254365,1.714465,0.6466931,1.9976285,0.49032196,1.0732001,1.196879,0.6986356,-0.8196591,-2.1129887,-0.6282208,-1.1268923,1.9644371,0.9746005,7.9670134
38,-11.0,2.0,43.4,-30.0,1026.0,2.8672962,4.714773,11.60098,6.0725384,26.772484,31.238058,33.76553,19.060057,6.7270575,7.9729533,11.373829,4.5862536,2.2935212,2.808263,2.1487548,1.1831039,175.18544,55.0,17.0,44.0,-1493.5,2229.0,-0.30195028,1.019948,1.4674709,2.697799,0.5584241,2.3624263,0.13616565,1.3495052,1.2993598,0.56066465,-0.265083,-2.1129887,-0.23486347,-1.6207182,2.2018707,1.1076535,10.225684
39,-19.0,7.0,48.4,-76.0,1268.0,3.2817667,5.3925147,14.084966,7.926319,31.776236,44.802795,50.428288,30.498137,5.9777923,2.9894924,3.2373416,1.2655207,-0.66641605,0.9721238,0.8462926,0.78256816,203.59573,46.0,16.0,388.0,-2430.5,1349.0,-0.12755027,1.3537153,2.1238034,2.3828495,0.82045513,2.6371927,0.31588864,1.1650007,1.2482094,0.97325766,-0.265083,-1.7871027,-0.46336022,-0.22812961,2.037393,1.1076535,13.294194
40,-8.0,14.0,104.4,-118.0,1362.0,4.0380707,6.661818,16.10929,10.067027,28.653612,46.77105,50.95841,32.07343,4.2563295,2.0264573,1.6184045,1.5879712,-1.4058058,1.111505,0.43644366,0.8389688,205.803,-92.0,13.0,516.0,-922.5,1219.0,-0.12755027,1.2303094,1.1323595,2.3828495,0.82045513,2.820987,0.49032196,1.2936805,1.093639,0.62970644,0.05502413,-2.1129887,2.57755,3.901815,6.5961595,8.577624,31.361942
41,-64.0,45.0,407.4,-726.0,2550.0,4.243495,6.4993496,19.574764,8.894834,9.717212,7.485832,5.6101804,4.4456086,2.5693822,1.2799463,1.5285937,1.0438025,-2.1266322,0.38680553,-0.0015260516,0.28775293,71.43939,-74.0,-13.0,104.0,230.5,879.0,-0.30195028,1.3128002,1.1323595,2.697799,0.7340273,2.7290256,0.31588864,1.010809,1.1453588,1.2462051,-0.15736245,-1.4723756,7.4843955,5.338636,23.775978,20.70824,67.69983
42,-136.0,56.0,116.4,-826.0,2843.0,1.0047917,1.9692086,11.181367,4.7143884,5.6813254,3.585519,2.0638638,1.859103,1.7532755,0.616364,0.59876835,0.6379173,-2.1266322,0.8300213,-0.15423518,0.55977166,34.77482,-73.0,0.0,-42.0,17.5,1474.0,1.5402787,1.3128002,2.4451344,2.489197,1.562117,2.5454843,0.49032196,0.93617064,2.4969559,8.166866,3.0835648,1.9453934,33.870842,18.01643,39.13475,31.553347,151.58965
43,37.0,36.0,417.4,847.0,394.0,-0.057094596,1.392743,1.2762367,1.3353382,4.092844,2.32476,1.0709035,0.7525398,0.43356588,0.4980761,-0.090906516,0.45531428,-1.696427,-0.24581313,1.1051883,0.8389688,13.486239,-17.0,2.0,-5.0,130.5,1076.0,2.8026059,1.8299646,3.0744002,4.443352,2.5476055,3.8420837,0.8240151,1.1894958,3.3504887,11.2464905,4.9877977,4.112421,35.41502,19.609892,38.90339,32.407665,170.58669
44,-26.0,-20.0,315.4,698.0,527.0,-0.12105367,1.4123539,0.9910614,1.2236229,3.944631,2.2070196,0.8224875,0.90133876,0.5248113,0.4980761,0.009782744,0.57769346,-2.2684703,-0.41181028,1.1051883,1.2999499,12.716682,1.0,0.0,-11.0,34.5,1022.0,4.6216373,2.5858157,10.64178,5.299041,4.6938777,5.851352,3.6720717,2.214192,5.752408,13.8227825,7.680288,5.548028,35.41502,21.102497,33.95804,27.483536,190.34236
45,-58.0,-31.0,159.4,328.0,1501.0,-0.18463928,1.4403816,0.70154405,1.1173024,3.6544864,2.32476,0.9061793,0.8019734,0.5714746,0.4980761,-0.39757362,0.51683444,-2.4095109,-0.41181028,1.7075212,1.1831039,12.020104,0.0,0.0,-14.0,33.5,1021.0,4.662667,2.6977007,12.164201,5.939199,4.83981,6.145893,4.477801,2.5338085,5.752408,12.871791,7.609057,6.3044367,35.58693,21.73033,28.818317,24.589777,186.72412
46,-85.0,-12.0,191.4,-96.0,2009.0,-0.12105367,1.457644,0.9910614,1.2788298,3.4425154,2.5585935,0.65236235,1.1016273,0.43356588,0.55712366,-0.29457092,0.7565612,-2.5497446,-0.41181028,0.43644366,0.8389688,11.1281185,-2.0,0.0,-9.0,31.5,1021.0,5.261771,4.698763,19.588455,12.049146,6.1321545,11.2735,8.414066,8.728135,7.400526,14.360621,13.954455,12.305661,35.75893,22.615566,18.949303,20.259993,221.75105
47,-115.0,-39.0,216.4,-409.0,2922.0,-0.12105367,1.4403816,1.2762367,1.5122175,3.583285,2.5585935,0.8224875,0.9512385,0.81478083,0.55712366,-0.090906516,0.57769346,-2.5497446,-0.24581313,0.8462926,0.78256816,12.715383,-1.0,0.0,-8.0,25.5,1026.0,5.593382,8.069046,22.316065,19.235086,8.267498,17.70504,12.381322,16.949566,10.937358,17.279406,22.365147,20.999296,34.21364,20.353716,18.949303,16.515171,272.13004
48,-4.0,-78.0,132.4,-210.0,992.0,-0.18463928,1.4403816,0.70154405,0.9224133,3.2355096,2.4419482,0.65236235,0.6542564,0.43356588,0.9756937,0.4052367,0.9873286,16.023664,7.2838454,27.603151,24.649616,88.225876,1.0,0.0,-9.0,20.5,1031.0,5.7102885,9.569035,23.32799,22.443956,8.924891,19.919676,14.037676,19.821,11.919296,17.071907,26.118046,27.72127,32.500458,18.503885,18.716156,15.934687,292.2402
49,29.0,0.0,-12.6,-19.0,1195.0,0.13686086,1.457644,1.2762367,0.96878976,6.6287165,4.0298014,0.9889792,1.2527686,3.5275164,6.972685,3.155655,1.6934193,40.87016,22.64008,35.593166,28.4952,159.68767,-91.0,-81.0,-340.0,-818.5,2376.0,5.775376,11.256607,30.19459,37.749554,6.2116866,13.20487,13.916221,8.173625,6.917366,5.2838597,7.75164,10.371831,12.81485,8.869901,6.1056323,5.5050793,190.10268
50,-1.0,0.0,19.4,16.0,1021.0,0.4661301,1.3812605,2.8998287,1.5734816,9.619078,9.075017,3.3309069,1.3032593,4.5575056,10.90709,6.0354795,1.6407993,40.674374,21.813416,27.436802,21.550488,164.26492,-10.0,-87.0,-532.0,-740.5,2158.0,5.261771,5.020258,22.702732,13.568056,3.8341832,6.741158,6.160392,2.8316383,3.8177493,2.6559687,2.75517,5.201768,3.8793447,5.7994723,2.6930692,1.9288151,94.85155
51,-4.0,0.0,21.4,13.0,1018.0,1.1411294,1.3815645,3.4092658,1.6358266,10.611159,9.956913,3.9435077,1.1519411,5.019244,12.104393,6.1869698,1.7458507,36.6027,19.167053,19.641136,15.208268,148.9069,-93.0,-90.0,-247.0,756.5,2817.0,1.6706603,1.5153195,9.378395,2.2751029,1.3215566,3.0976803,2.3513296,1.010809,1.8528578,1.1099342,-0.05066585,0.56552875,0.2530186,2.849169,1.7960656,1.3765858,32.37335
52,-4.0,0.0,23.4,13.0,1014.0,1.6217637,1.3786651,4.14538,2.3817844,11.014359,11.224221,4.3018384,1.2527686,5.81482,12.104393,6.641602,1.7981118,32.204727,15.773119,14.907439,12.490665,139.05565,5.0,-13.0,-902.0,2076.5,184.0,0.37190607,1.1468977,3.382443,2.8001044,0.6466931,2.2710683,1.4353764,1.1650007,1.55275,0.62970644,-0.8196591,-1.0204903,-0.68195605,0.9198679,1.7236276,0.79839325,16.321728
53,-3.0,1.0,25.4,8.0,1013.0,1.4839959,1.486036,3.6583142,2.9760187,13.184621,13.27594,5.9769464,1.5054903,6.142047,13.369713,7.7870827,1.9540591,26.708466,14.231881,11.650602,10.248678,135.6399,-24.0,65.0,-529.0,666.5,266.0,-1.2361121,0.93402463,1.1323595,4.360721,0.6466931,1.9976285,0.6596404,1.0517898,1.4011596,0.62970644,-1.1658283,-1.7871027,-0.6282208,0.17979957,1.7411377,1.1076535,11.02505
54,-1.0,1.0,25.4,4.0,1016.0,2.0363882,1.5057857,4.14538,2.3100815,13.820078,14.859865,8.26378,2.2604196,6.390835,13.470039,8.48692,2.263766,22.75006,12.5166855,10.630324,8.861718,134.57213,58.0,68.0,-198.0,439.5,834.0,-1.0407807,0.89065856,1.7979337,2.489197,0.19542743,1.9066789,0.49032196,1.0309931,1.0417095,0.42223722,-1.2835648,-2.1129887,-0.83955836,-1.8794217,1.8349423,1.3765858,6.3203716
55,0.0,1.0,24.4,-2.0,1019.0,2.2441175,1.8534789,4.618141,4.313142,16.985676,16.474554,12.263229,5.080868,6.224655,13.5708065,10.515996,2.9390907,17.881174,10.483329,8.494752,7.0707703,141.01378,92.0,20.0,-8.0,259.5,1708.0,-1.0407807,0.89065856,1.1323595,3.0993407,0.19542743,1.7250491,0.13616565,1.4999847,0.9371814,0.35284844,-0.70655483,-2.4503603,-0.73508847,-1.3699411,1.9881066,1.2416102,6.8960066
