,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
356,-9.0,6.0,0.0,-20.0,0.0,994.0,1.126132,9.717749,6.2483344,5.151712,6.4914804,19.026602,11.291253,28.06713,1.4446349,1.303593,2.356558,6.654394,4.3162,5.215601,0.60299176,1.338863,-125.0,-75.0,0.0,84.0,208.0,1638.0,0.3601966,0.105209164,0.357291,-0.5401485,0.1957,0.5158918,1.5759332,0.60136867,0.093339,1.9862257,0.8834384,-1.2815226,5.183616,6.744655,31.679623,28.597698
357,-14.0,4.0,1.0,37.0,87.0,1181.0,1.1792592,10.458202,7.540061,5.569778,7.0913815,20.392502,13.777367,31.184242,0.5768802,0.9886689,2.8147283,7.0944777,1.6926762,4.5259223,0.5126266,-4.8419714,-8.0,-11.0,2.0,-74.0,144.0,1298.0,0.34145305,0.6991931,0.7057816,-0.25842527,0.92852855,0.5225674,1.643678,2.051567,0.17470986,2.719542,2.0073638,-0.5865845,6.781293,7.558866,29.613148,26.94828
358,-14.0,4.0,1.0,37.0,87.0,1181.0,1.1792592,10.458202,7.540061,5.569778,7.0913815,20.392502,13.777367,31.184242,0.5768802,0.9886689,2.8147283,7.0944777,1.6926762,4.5259223,0.5126266,-4.8419714,-8.0,-11.0,2.0,-74.0,144.0,1298.0,0.34145305,0.6991931,0.7057816,-0.25842527,0.92852855,0.5225674,1.643678,2.051567,0.17470986,2.719542,2.0073638,-0.5865845,6.781293,7.558866,29.613148,26.94828
359,-46.0,0.0,0.0,44.0,65.0,1318.0,1.4989218,10.61293,8.244518,5.741541,6.752494,20.117937,17.447609,32.95019,0.52536976,0.28375337,2.7227187,3.2867837,0.773139,4.6826363,0.47732615,-5.0406494,-5.0,-10.0,0.0,-26.0,88.0,1022.0,0.37841758,2.651786,1.0444175,1.2615825,1.703833,0.58243275,0.79358256,4.2376585,0.7126871,3.5445817,3.4519613,-1.1636405,10.622745,8.816119,35.461533,42.40906
360,-55.0,8.0,4.0,38.0,92.0,1185.0,1.3388823,10.717352,9.337113,6.130486,5.7018123,17.678505,20.367392,31.879478,0.2664092,-0.026980275,1.4604013,0.51386225,0.9282269,4.709278,0.47967392,-4.6458273,-6.0,-2.0,1.0,12.0,77.0,1068.0,0.66174364,2.3214455,1.3734899,3.2330937,1.8609964,1.0296167,0.6387523,5.547747,1.066839,3.472303,4.365088,-0.5865845,12.212338,8.917172,32.97489,39.4395
361,-87.0,15.0,6.0,29.0,10.0,1235.0,1.4989218,10.61293,9.195961,7.441476,3.967577,12.008142,16.812681,23.813223,0.057214152,0.05051197,1.0269173,-0.23593003,0.9282269,4.6036124,0.5425151,-4.8419714,-4.0,-1.0,0.0,-23.0,77.0,998.0,0.6323313,4.295666,1.3734899,3.3971725,2.4944968,1.3636901,0.77775353,6.634649,0.7126871,3.616377,4.9687757,0.5074703,11.349883,8.766024,31.257204,39.4395
362,-87.0,15.0,6.0,29.0,10.0,1235.0,1.4989218,10.61293,9.195961,7.441476,3.967577,12.008142,16.812681,23.813223,0.057214152,0.05051197,1.0269173,-0.23593003,0.9282269,4.6036124,0.5425151,-4.8419714,-4.0,-1.0,0.0,-23.0,77.0,998.0,0.6323313,4.295666,1.3734899,3.3971725,2.4944968,1.3636901,0.77775353,6.634649,0.7126871,3.616377,4.9687757,0.5074703,11.349883,8.766024,31.257204,39.4395
363,-186.0,49.0,49.0,80.0,-268.0,1415.0,0.54355526,8.556325,4.759166,5.684696,1.4163632,1.5763261,0.96325785,5.338704,0.0045867125,0.5179829,0.94168395,-0.7442656,0.773139,4.3744526,0.5126266,-4.0722914,-2.0,0.0,0.0,-11.0,53.0,986.0,0.460754,3.4338086,1.8497928,4.5298285,2.8148623,2.36799,1.6072463,7.7764673,0.92790836,3.5445817,4.9687757,1.4270948,13.062353,8.617436,30.839388,39.4395
364,-186.0,49.0,49.0,80.0,-268.0,1415.0,0.54355526,8.556325,4.759166,5.684696,1.4163632,1.5763261,0.96325785,5.338704,0.0045867125,0.5179829,0.94168395,-0.7442656,0.773139,4.3744526,0.5126266,-4.0722914,-2.0,0.0,0.0,-11.0,53.0,986.0,0.460754,3.4338086,1.8497928,4.5298285,2.8148623,2.36799,1.6072463,7.7764673,0.92790836,3.5445817,4.9687757,1.4270948,13.062353,8.617436,30.839388,39.4395
365,-183.0,32.0,60.0,160.0,-312.0,1381.0,0.54355526,8.028753,3.1343853,3.1421318,1.2922481,1.8518664,0.582324,2.5011718,0.0045867125,0.5962458,0.77283007,-0.81542087,-0.17402832,4.5259223,0.56063664,-4.6458273,-2.0,-1.0,0.0,-12.0,77.0,976.0,0.7906514,3.8746789,2.0040865,5.0970764,4.030529,3.1341429,2.1496744,11.875576,1.5908022,4.378465,5.5321784,1.5256633,14.174818,9.174901,29.613148,36.806625
366,-183.0,32.0,60.0,160.0,-312.0,1381.0,0.54355526,8.028753,3.1343853,3.1421318,1.2922481,1.8518664,0.582324,2.5011718,0.0045867125,0.5962458,0.77283007,-0.81542087,-0.17402832,4.5259223,0.56063664,-4.6458273,-2.0,-1.0,0.0,-12.0,77.0,976.0,0.7906514,3.8746789,2.0040865,5.0970764,4.030529,3.1341429,2.1496744,11.875576,1.5908022,4.378465,5.5321784,1.5256633,14.174818,9.174901,29.613148,36.806625
367,-197.0,53.0,66.0,-3.0,-105.0,1259.0,0.120705344,7.6826897,1.5163064,0.8445613,0.24817069,2.041955,0.8804989,1.0442026,0.057214152,0.5179829,0.8569819,-0.7442656,-0.33480617,4.5775685,0.5425151,-4.2610183,-3.0,1.0,0.0,-19.0,61.0,1023.0,1.1837759,6.875063,2.3061712,6.32589,6.8219504,4.0843387,4.781363,15.457841,2.5276809,5.231773,6.3839517,4.1084943,15.262799,8.766024,20.989855,28.045282
368,-90.0,44.0,53.0,156.0,627.0,338.0,0.120705344,7.6826897,0.30126038,0.021982228,-0.068987995,2.041955,1.185224,0.24038002,-0.15417625,0.5179829,0.8569819,-0.81542087,-0.65900284,4.6561456,0.56063664,-3.5204542,-4.0,2.0,0.0,-19.0,74.0,1014.0,1.2731947,6.5682755,2.8852808,6.194388,7.199683,5.6074104,7.8468122,15.240021,2.8559074,4.907971,6.447007,4.818801,14.449106,8.186617,16.23278,22.17388
369,40.0,18.0,17.0,67.0,449.0,728.0,0.120705344,7.6451707,0.30126038,0.16489597,0.0119933365,2.231025,0.99729306,0.085818045,-0.15417625,0.36172977,0.68924713,-0.6727122,-0.49645904,4.6561456,0.50095886,-4.452187,-3.0,3.0,0.0,-11.0,50.0,1007.0,1.4133407,7.3610115,3.1628404,6.977086,7.6700873,5.798733,9.120657,15.131667,2.8559074,5.2960486,6.1286583,4.4286222,14.174818,7.821782,11.8204975,18.886023
370,70.0,0.0,-8.0,154.0,457.0,447.0,0.06782629,7.6451707,-0.6904676,0.16489597,0.0119933365,2.3382626,1.5388416,0.0075391065,-0.15417625,0.28375337,0.68924713,-0.8861611,-0.49645904,4.6561456,0.56063664,-4.6458273,-3.0,3.0,0.0,-18.0,48.0,1001.0,1.0977412,8.167073,3.5649202,6.730089,7.831121,5.702774,8.651948,16.008791,3.44583,5.42421,6.1286583,5.1989026,14.174818,7.430741,11.196467,15.636626
371,188.0,-38.0,-49.0,132.0,429.0,763.0,0.17357379,7.6078353,-0.86290383,0.16489597,-0.068987995,2.180607,1.606417,0.0075391065,-0.20741008,0.28375337,0.8569819,-0.7442656,-0.014109717,4.7901154,0.5425151,-4.452187,0.0,2.0,0.0,-4.0,30.0,997.0,0.9753777,8.664348,3.5649202,6.9298997,8.930385,5.324964,9.357147,14.916082,3.0713189,4.9730954,6.3839517,5.7162232,12.638972,7.6892004,10.69006,14.191574
372,188.0,-38.0,-49.0,132.0,429.0,763.0,0.17357379,7.6078353,-0.86290383,0.16489597,-0.068987995,2.180607,1.606417,0.0075391065,-0.20741008,0.28375337,0.8569819,-0.7442656,-0.014109717,4.7901154,0.5425151,-4.452187,0.0,2.0,0.0,-4.0,30.0,997.0,0.9753777,8.664348,3.5649202,6.9298997,8.930385,5.324964,9.357147,14.916082,3.0713189,4.9730954,6.3839517,5.7162232,12.638972,7.6892004,10.69006,14.191574
373,205.0,-55.0,-32.0,185.0,201.0,938.0,0.120705344,7.6451707,-0.52011687,0.16489597,-0.1511256,2.3382626,1.606417,-0.15102772,-0.20741008,0.28375337,0.68924713,-0.8861611,-0.49645904,4.6561456,0.5126266,-4.452187,0.0,0.0,0.0,-15.0,32.0,993.0,1.0560416,8.335977,4.6764293,7.0686383,9.377609,6.0901194,10.68014,15.348746,3.231954,5.102773,5.7348638,5.78887,14.993086,7.6892004,9.712999,13.341336
374,194.0,-68.0,15.0,119.0,-45.0,1535.0,0.17357379,7.6826897,0.77070457,0.71317977,-0.1511256,2.041955,1.5388416,-0.23131979,-0.20741008,0.28375337,0.94168395,-0.6727122,-0.49645904,4.736071,0.56063664,-3.8859751,-1.0,0.0,0.0,-20.0,73.0,1002.0,1.1403259,8.251942,4.559496,7.0686383,9.838378,7.305135,11.909841,17.598791,3.124921,5.0380254,5.801515,6.3604827,13.34275,7.3047876,8.156134,12.223853
375,194.0,-68.0,15.0,119.0,-45.0,1535.0,0.17357379,7.6826897,0.77070457,0.71317977,-0.1511256,2.041955,1.5388416,-0.23131979,-0.20741008,0.28375337,0.94168395,-0.6727122,-0.49645904,4.736071,0.56063664,-3.8859751,-1.0,0.0,0.0,-20.0,73.0,1002.0,1.1403259,8.251942,4.559496,7.0686383,9.838378,7.305135,11.909841,17.598791,3.124921,5.0380254,5.801515,6.3604827,13.34275,7.3047876,8.156134,12.223853
376,108.0,-69.0,-12.0,-215.0,-377.0,1594.0,0.06782629,7.6078353,1.5163064,2.041911,0.0119933365,2.180607,1.7491657,0.0075391065,-0.20741008,0.5962458,1.0269173,-0.60077715,-1.1521415,4.6298046,0.5126266,-3.8859751,-1.0,1.0,0.0,-15.0,50.0,990.0,1.3191259,8.251942,4.9056983,7.3663487,9.745146,7.0974083,10.558456,17.831526,3.1784604,4.77709,6.5097847,6.9184165,13.062353,7.1401644,7.382729,10.414621
377,91.0,-71.0,-4.0,-186.0,-465.0,1409.0,0.120705344,7.6451707,1.5163064,2.2576575,0.0119933365,2.180607,1.7491657,0.24038002,-0.15417625,0.20588659,0.77283007,-0.6727122,-0.98682785,4.6036124,0.60299176,-3.7020395,-2.0,2.0,0.0,-15.0,43.0,1003.0,1.5105739,8.744635,5.238539,7.0686383,10.121298,8.481753,11.909841,17.482944,3.231954,4.907971,6.3206034,6.219045,12.069427,6.979251,5.193946,8.585632
378,94.0,-45.0,-2.0,-386.0,-569.0,1248.0,0.17357379,7.720392,2.4879444,2.5676877,0.09183539,2.283571,1.606417,0.3923022,-0.04818365,0.36172977,0.94168395,-0.8861611,-1.1521415,4.6298046,0.56063664,-4.452187,-3.0,3.0,0.0,-5.0,32.0,1015.0,1.3191259,7.638769,5.129029,7.4068103,10.603485,8.701531,13.914856,17.714985,3.124921,5.3601904,6.5097847,7.671886,10.91444,6.3348517,4.090734,7.4114995
379,94.0,-45.0,-2.0,-386.0,-569.0,1248.0,0.17357379,7.720392,2.4879444,2.5676877,0.09183539,2.283571,1.606417,0.3923022,-0.04818365,0.36172977,0.94168395,-0.8861611,-1.1521415,4.6298046,0.56063664,-4.452187,-3.0,3.0,0.0,-5.0,32.0,1015.0,1.3191259,7.638769,5.129029,7.4068103,10.603485,8.701531,13.914856,17.714985,3.124921,5.3601904,6.5097847,7.671886,10.91444,6.3348517,4.090734,7.4114995
380,34.0,-17.0,-17.0,-456.0,-935.0,918.0,0.06782629,7.6826897,2.3540359,3.1421318,0.17055535,1.9218519,1.5388416,-0.15102772,-0.15417625,0.4398086,0.8569819,-0.7442656,-1.1521415,4.6036124,0.56063664,-4.2610183,-4.0,5.0,0.0,-19.0,33.0,1008.0,1.6617854,9.213227,6.261205,7.6832566,11.4022255,9.258309,15.183482,18.776382,2.7473361,5.0380254,7.427442,7.944056,10.036377,6.2274737,2.1182837,5.837636
381,1.0,-7.0,-43.0,-339.0,-837.0,867.0,0.22643399,7.6078353,2.218534,1.7040372,0.17055535,1.8198493,1.5388416,-0.07140873,-0.15417625,0.28375337,0.68924713,-0.7442656,-0.82245374,4.6036124,0.60299176,-4.2610183,-8.0,8.0,0.0,-18.0,11.0,1008.0,1.6617854,9.66326,6.728466,7.6832566,11.918075,10.169704,19.406555,19.136475,3.3923414,5.102773,7.8479285,6.501065,5.9034724,5.431448,1.0502335,1.9512078
382,-60.0,31.0,-67.0,-170.0,-889.0,867.0,0.22643399,7.6826897,1.5163064,0.5795534,0.17055535,2.283571,1.8243823,0.085818045,-0.3143821,-0.104331695,1.1989037,-0.8861611,1.5412031,4.5775685,2.9628963,-2.148838,-7.0,7.0,0.0,-35.0,50.0,1009.0,1.7135534,10.881552,7.5904975,7.3663487,11.918075,12.181439,22.362324,20.112398,3.231954,4.3110175,7.4876156,6.0051255,4.2027426,5.493705,1.2087778,0.013726914
383,-66.0,75.0,-58.0,70.0,336.0,687.0,0.120705344,7.6451707,-0.18556799,0.3054422,0.0119933365,2.0860891,1.7491657,-0.07140873,-0.20741008,0.6745909,0.8569819,-0.7442656,3.8909101,5.457773,16.335814,14.999956,-21.0,13.0,0.0,-38.0,-5.0,1049.0,1.7659773,11.022722,7.6720757,7.2423325,12.022748,13.655321,25.467855,21.492928,3.4993603,3.472303,6.758397,3.273381,3.137142,5.431448,0.89961034,-1.1991181
384,-168.0,70.0,0.0,-301.0,212.0,1695.0,0.22643399,7.6451707,-0.52011687,-0.12332893,-0.068987995,1.999882,1.8243823,-0.15102772,-0.15417625,1.934758,0.94168395,-0.7442656,6.7949877,6.581485,21.76476,16.197857,-30.0,3.0,-2.0,-64.0,105.0,1064.0,1.4133407,10.243347,9.103399,6.676996,12.127918,17.901283,29.585606,24.678919,3.2854207,2.7975085,4.2863364,1.2278339,4.2027426,5.248879,1.2496457,-0.6843516
385,-168.0,70.0,0.0,-301.0,212.0,1695.0,0.22643399,7.6451707,-0.52011687,-0.12332893,-0.068987995,1.999882,1.8243823,-0.15102772,-0.15417625,1.934758,0.94168395,-0.7442656,6.7949877,6.581485,21.76476,16.197857,-30.0,3.0,-2.0,-64.0,105.0,1064.0,1.4133407,10.243347,9.103399,6.676996,12.127918,17.901283,29.585606,24.678919,3.2854207,2.7975085,4.2863364,1.2278339,4.2027426,5.248879,1.2496457,-0.6843516
386,-47.0,27.0,-3.0,121.0,232.0,1315.0,0.17357379,7.6451707,-0.52011687,-0.2710671,0.32469904,2.180607,1.8243823,-0.31228644,-0.15417625,4.1390367,1.4604013,-0.8861611,8.399451,8.839877,16.11613,10.998673,-42.0,-5.0,-3.0,-95.0,91.0,1248.0,1.4133407,11.093333,9.103399,6.2611485,10.216674,22.546047,34.137188,26.232346,2.6379805,1.63994,1.2359376,-0.25008798,4.479122,5.6203675,1.2496457,-1.4190081
387,-7.0,2.0,-1.0,33.0,65.0,1017.0,0.17357379,7.6451707,-0.52011687,-0.2710671,0.899972,1.8858619,1.9021897,0.3923022,0.0045867125,4.3741355,3.5549884,-0.23593003,10.77508,11.029046,21.909538,10.78257,-98.0,-8.0,-8.0,-39.0,-20.0,1177.0,1.6617854,10.314759,9.103399,7.8007717,3.6902847,18.567184,29.17812,19.499754,1.4641584,1.9009178,1.0024711,0.187465,0.99627537,5.0149636,1.8729076,-1.4119859
388,-7.0,2.0,-1.0,33.0,65.0,1017.0,0.17357379,7.6451707,-0.52011687,-0.2710671,0.899972,1.8858619,1.9021897,0.3923022,0.0045867125,4.3741355,3.5549884,-0.23593003,10.77508,11.029046,21.909538,10.78257,-98.0,-8.0,-8.0,-39.0,-20.0,1177.0,1.6617854,10.314759,9.103399,7.8007717,3.6902847,18.567184,29.17812,19.499754,1.4641584,1.9009178,1.0024711,0.187465,0.99627537,5.0149636,1.8729076,-1.4119859
389,-4.0,0.0,0.0,4.0,113.0,1013.0,0.06782629,7.720392,-0.021318132,0.021982228,0.6916667,1.789794,1.5388416,0.9742663,0.2664092,5.1568727,4.3895907,-0.45582625,12.226106,11.67285,24.6822,11.071407,-181.0,-43.0,-17.0,-85.0,-90.0,1384.0,2.805728,10.09992,9.313818,8.610845,1.8085543,7.514838,9.357147,11.132085,0.9978104,1.5512025,1.6851672,0.5074703,1.4907979,4.986467,1.6851728,-1.4190458
390,-4.0,0.0,0.0,4.0,113.0,1013.0,0.06782629,7.720392,-0.021318132,0.021982228,0.6916667,1.789794,1.5388416,0.9742663,0.2664092,5.1568727,4.3895907,-0.45582625,12.226106,11.67285,24.6822,11.071407,-181.0,-43.0,-17.0,-85.0,-90.0,1384.0,2.805728,10.09992,9.313818,8.610845,1.8085543,7.514838,9.357147,11.132085,0.9978104,1.5512025,1.6851672,0.5074703,1.4907979,4.986467,1.6851728,-1.4190458
391,-3.0,0.0,0.0,20.0,106.0,982.0,0.5964246,7.8346148,1.0743431,1.2255515,1.7136003,1.6180491,0.60880494,2.1465821,0.2664092,5.704747,5.125158,-0.52847654,13.55422,12.145743,26.020748,12.610465,-234.0,-32.0,-24.0,-86.0,-316.0,1400.0,1.7659773,7.907188,6.0665603,4.6511097,1.1843547,2.2404416,1.5008113,6.016607,0.92790836,1.3709997,1.7939285,1.1271287,1.5964816,5.0149636,1.8729076,-1.4190081
392,0.0,0.0,0.0,7.0,104.0,1021.0,0.70219874,7.9895444,1.5163064,3.4083538,2.5149856,1.7962092,0.6880279,4.195749,0.6283097,6.5681663,5.937739,-0.16203219,15.712027,14.076195,30.65516,14.3415365,-219.0,-23.0,-30.0,-76.0,-462.0,1476.0,0.89849865,4.8279376,3.432752,3.2330937,0.8778293,0.85951537,0.64859945,3.938691,1.1350209,1.0935963,0.8834384,1.0256988,1.3872776,5.1305885,1.9210349,-1.379408
393,0.0,0.0,0.0,7.0,104.0,1021.0,0.70219874,7.9895444,1.5163064,3.4083538,2.5149856,1.7962092,0.6880279,4.195749,0.6283097,6.5681663,5.937739,-0.16203219,15.712027,14.076195,30.65516,14.3415365,-219.0,-23.0,-30.0,-76.0,-462.0,1476.0,0.89849865,4.8279376,3.432752,3.2330937,0.8778293,0.85951537,0.64859945,3.938691,1.1350209,1.0935963,0.8834384,1.0256988,1.3872776,5.1305885,1.9210349,-1.379408
394,0.0,0.0,0.0,8.0,79.0,1016.0,0.7551085,8.068154,1.9426568,3.4942064,2.5149856,1.8525919,0.63779956,5.1881995,0.67966384,7.2796726,6.9853563,0.06126055,15.712027,14.236822,28.34333,13.711275,-221.0,-28.0,-45.0,-159.0,-177.0,1181.0,0.3336364,0.5043135,1.3734899,0.78601414,0.10446626,0.5048586,1.0339851,1.5297755,0.92790836,0.9991599,0.76283914,-1.0465872,2.1549473,5.0149636,2.018714,-0.9709585
395,0.0,0.0,0.0,-11.0,49.0,1021.0,1.0199832,8.187522,2.0814154,3.6617792,2.8559406,1.982336,0.7300398,6.4891148,0.73094803,6.962677,7.4072814,0.28667182,15.848625,14.563596,26.366041,13.192373,-240.0,-63.0,-50.0,-20.0,246.0,846.0,0.34145305,0.306335,0.17925806,0.014847062,-0.15479507,0.51079625,1.4480084,0.121604994,0.7126871,0.70967597,1.0024711,-0.47361618,2.0394702,5.1014347,2.1182837,-1.2453327
396,0.0,0.0,0.0,-11.0,49.0,1021.0,1.0199832,8.187522,2.0814154,3.6617792,2.8559406,1.982336,0.7300398,6.4891148,0.73094803,6.962677,7.4072814,0.28667182,15.848625,14.563596,26.366041,13.192373,-240.0,-63.0,-50.0,-20.0,246.0,846.0,0.34145305,0.306335,0.17925806,0.014847062,-0.15479507,0.51079625,1.4480084,0.121604994,0.7126871,0.70967597,1.0024711,-0.47361618,2.0394702,5.1014347,2.1182837,-1.2453327
397,-1.0,0.0,0.0,18.0,54.0,1010.0,0.7551085,8.187522,2.0814154,4.058152,2.9035056,2.4007685,0.8954543,8.150638,0.52536976,7.2796726,7.2396164,0.13617952,15.032362,13.760358,23.410112,12.130563,161.0,-19.0,67.0,-75.0,324.0,586.0,0.34986106,0.306335,0.5327865,-0.25842527,-0.15479507,0.5158918,1.643678,-0.0056347074,0.093339,0.9991599,1.6851672,-0.5865845,1.1870135,5.248879,1.9696374,-1.4190458
398,-1.0,0.0,0.0,18.0,54.0,1010.0,0.7551085,8.187522,2.0814154,4.058152,2.9035056,2.4007685,0.8954543,8.150638,0.52536976,7.2796726,7.2396164,0.13617952,15.032362,13.760358,23.410112,12.130563,161.0,-19.0,67.0,-75.0,324.0,586.0,0.34986106,0.306335,0.5327865,-0.25842527,-0.15479507,0.5158918,1.643678,-0.0056347074,0.093339,0.9991599,1.6851672,-0.5865845,1.1870135,5.248879,1.9696374,-1.4190458
399,-1.0,0.0,0.0,-6.0,46.0,1016.0,0.8080366,8.34943,2.7510731,3.8240635,3.0916243,3.0039246,1.07637,8.953533,0.6283097,6.0182037,6.8998833,0.81900984,13.68775,12.284342,20.63972,10.926294,219.0,16.0,34.0,-271.0,328.0,737.0,0.34986106,0.306335,0.7057816,-0.5401485,-0.15479507,0.5225674,1.4480084,0.121604994,0.17470986,0.9991599,0.76283914,-0.9303589,1.4907979,5.0149636,1.5941862,-1.412187
400,-1.0,0.0,0.0,14.0,61.0,996.0,0.6493049,8.227702,2.6202824,5.026785,3.369274,3.5977807,1.3420155,9.743613,1.0374916,6.253633,7.2396164,1.4344738,13.420837,11.54115,18.55612,8.881211,240.0,52.0,-40.0,-55.0,-43.0,1343.0,0.3601966,0.306335,0.5327865,-0.25842527,-0.19551072,0.53083634,1.5759332,0.24584955,0.25489208,0.9037072,0.8834384,-1.0465872,1.4907979,5.1305885,1.9696374,-1.3975053
401,-1.0,0.0,0.0,14.0,61.0,996.0,0.6493049,8.227702,2.6202824,5.026785,3.369274,3.5977807,1.3420155,9.743613,1.0374916,6.253633,7.2396164,1.4344738,13.420837,11.54115,18.55612,8.881211,240.0,52.0,-40.0,-55.0,-43.0,1343.0,0.3601966,0.306335,0.5327865,-0.25842527,-0.19551072,0.53083634,1.5759332,0.24584955,0.25489208,0.9037072,0.8834384,-1.0465872,1.4907979,5.1305885,1.9696374,-1.3975053
402,0.0,0.0,0.0,12.0,60.0,993.0,0.7551085,8.308656,2.7510731,4.281821,3.0448809,4.0393724,1.3912096,11.153395,0.9354954,5.861422,7.155227,1.4344738,13.154495,10.720586,16.225666,9.143691,176.0,70.0,-37.0,-98.0,-460.0,1708.0,0.34986106,-0.099112645,1.0444175,0.014847062,-0.27443227,0.5158918,1.7139735,0.60136867,0.093339,1.3709997,0.8834384,-0.36145216,1.0904162,5.2190533,1.9696374,-1.379408
403,-1.0,1.0,0.0,10.0,57.0,1010.0,1.2856318,8.941742,3.6251636,3.8240635,4.392806,7.637592,2.7909915,16.270487,1.0884393,5.861422,7.49055,3.7453558,11.69768,8.740141,12.419435,8.294946,158.0,68.0,-36.0,78.0,-517.0,1666.0,0.34986106,0.306335,1.0444175,-0.25842527,-0.113300525,0.5158918,1.786842,0.9326066,0.093339,1.3709997,1.3504211,0.187465,1.285992,5.0149636,1.8252566,-0.9709585
404,-2.0,0.0,0.0,-12.0,41.0,1007.0,1.0199832,8.985623,4.2079663,3.6617792,4.637077,8.064983,3.952649,17.251827,1.1393607,5.313364,6.9853563,3.9735265,12.093883,8.305072,11.960697,7.6427183,133.0,72.0,-36.0,104.0,-609.0,1507.0,0.34145305,-0.099112645,0.87631303,0.27987567,0.24206926,0.51079625,1.5759332,1.1408873,0.17470986,1.2794973,0.640648,-0.47361618,1.5964816,4.9581323,1.9210349,-1.4119859
405,0.0,1.0,0.0,8.0,44.0,1004.0,1.126132,9.298884,4.2079663,4.2083683,4.787181,8.833765,4.042417,18.385523,1.4955215,4.843886,6.1154737,3.8214989,11.30204,8.118726,9.749402,6.7746916,105.0,68.0,-47.0,275.0,-637.0,1353.0,0.34986106,0.306335,1.0444175,0.014847062,0.38383582,0.5225674,1.7139735,1.0379554,0.17470986,0.9037072,0.76283914,-0.47361618,1.8140604,5.0436234,1.9210349,-1.344945
406,-2.0,1.0,0.0,0.0,37.0,1001.0,0.9669564,9.118565,3.862245,3.8240635,5.1495576,10.560477,4.984112,20.544214,1.4446349,4.060628,6.4673476,4.578093,11.038504,7.456405,8.29134,6.7746916,91.0,55.0,-46.0,353.0,-668.0,1120.0,0.34986106,0.306335,0.7057816,-0.5401485,0.6274316,0.5158918,1.643678,1.4358488,0.48860604,0.9991599,1.0024711,-0.9303589,1.5964816,5.189397,1.6851728,-1.0593053
407,-3.0,2.0,0.0,11.0,65.0,1008.0,1.1792592,9.344519,4.65133,4.2083683,5.587785,12.131097,6.1023946,21.683048,1.3937594,4.2174234,5.937739,5.6968336,9.984908,7.0451555,6.1761756,6.978296,60.0,39.0,-11.0,381.0,-762.0,998.0,0.3601966,0.6991931,1.0444175,-0.25842527,0.43188772,0.5158918,1.7139735,1.3397682,0.25489208,1.1870358,0.640648,-0.9303589,1.5964816,5.1305885,1.6394385,-1.3752719
408,-3.0,2.0,0.0,11.0,65.0,1008.0,1.1792592,9.344519,4.65133,4.2083683,5.587785,12.131097,6.1023946,21.683048,1.3937594,4.2174234,5.937739,5.6968336,9.984908,7.0451555,6.1761756,6.978296,60.0,39.0,-11.0,381.0,-762.0,998.0,0.3601966,0.6991931,1.0444175,-0.25842527,0.43188772,0.5158918,1.7139735,1.3397682,0.25489208,1.1870358,0.640648,-0.9303589,1.5964816,5.1305885,1.6394385,-1.3752719
409,-3.0,2.0,0.0,3.0,58.0,1009.0,1.2324249,9.670292,5.2813253,4.354213,6.6864095,13.885273,7.181913,23.403027,1.4955215,3.6682248,4.7585554,5.992368,8.399451,6.5072293,4.198825,6.217875,-91.0,-42.0,64.0,-98.0,27.0,1238.0,0.34986106,-0.099112645,0.357291,0.014847062,0.24206926,0.53083634,1.7139735,0.36717516,-0.15821,1.3709997,0.76283914,-0.47361618,2.5117078,4.6304154,5.4128175,2.1566627
410,-3.0,2.0,0.0,3.0,58.0,1009.0,1.2324249,9.670292,5.2813253,4.354213,6.6864095,13.885273,7.181913,23.403027,1.4955215,3.6682248,4.7585554,5.992368,8.399451,6.5072293,4.198825,6.217875,-91.0,-42.0,64.0,-98.0,27.0,1238.0,0.34986106,-0.099112645,0.357291,0.014847062,0.24206926,0.53083634,1.7139735,0.36717516,-0.15821,1.3709997,0.76283914,-0.47361618,2.5117078,4.6304154,5.4128175,2.1566627
411,-6.0,3.0,0.0,0.0,31.0,1013.0,1.2324249,10.458202,5.2813253,4.5653467,7.517042,15.823759,8.426099,24.932877,1.1393607,2.5661314,4.6665063,6.8744936,7.6005716,6.325235,1.7441225,4.0978074,-146.0,-62.0,-1.0,82.0,254.0,1697.0,0.37249574,0.105209164,0.7057816,-0.83053327,0.28890026,0.5158918,1.7139735,0.71438324,0.010749209,1.727793,0.8834384,-1.5197872,5.0413346,6.8609505,32.538425,28.967363
412,-6.0,4.0,0.0,0.0,42.0,1009.0,1.2856318,10.9829235,6.1558743,5.2740088,8.040399,17.81248,10.438676,25.652546,1.190261,2.5661314,4.111791,8.049333,6.253169,5.5200534,0.60299176,1.0981144,-8.0,-6.0,1.0,-12.0,87.0,1140.0,0.3601966,0.105209164,0.5327865,-0.25842527,1.2359067,0.5158918,1.643678,2.2882729,0.17470986,2.400933,1.7939285,-1.0465872,6.4873815,7.473206,30.221205,28.413279
