,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
28,-72.0,4.0,5.0,16.0,4.0,1216.0,3.4775822,13.293383,9.407275,13.4957285,7.590032,29.885586,33.382412,15.428921,0.9354954,0.4398086,1.1126635,-0.60077715,1.0825626,4.5259223,0.5425151,-4.2610183,-11.0,-9.0,1.0,-47.0,94.0,930.0,0.5266774,1.6287717,0.5327865,0.014847062,1.5993431,0.5225674,1.5759332,3.1077766,0.5643314,3.2524164,2.8100157,-1.1636405,9.150927,9.070928,34.086956,32.914646
29,-102.0,12.0,7.0,-6.0,-27.0,1176.0,3.9391644,13.960354,10.232575,16.31222,4.6867948,22.47363,25.949005,10.908183,0.73094803,0.4398086,1.0269173,-0.16203219,-0.17402832,4.3006296,0.49154302,-4.2610183,-5.0,-10.0,0.0,-30.0,107.0,1007.0,0.3663372,2.152343,1.210131,1.0275221,1.391169,0.5085607,1.1713064,3.514955,0.6390155,2.951535,2.9049745,-1.400237,10.622745,8.968132,35.461533,39.854164
30,-102.0,12.0,7.0,-6.0,-27.0,1176.0,3.9391644,13.960354,10.232575,16.31222,4.6867948,22.47363,25.949005,10.908183,0.73094803,0.4398086,1.0269173,-0.16203219,-0.17402832,4.3006296,0.49154302,-4.2610183,-5.0,-10.0,0.0,-30.0,107.0,1007.0,0.3663372,2.152343,1.210131,1.0275221,1.391169,0.5085607,1.1713064,3.514955,0.6390155,2.951535,2.9049745,-1.400237,10.622745,8.968132,35.461533,39.854164
31,-133.0,17.0,4.0,11.0,-118.0,1232.0,3.36373,14.877694,10.839651,20.082308,3.6905844,14.012739,17.82865,8.215284,0.67966384,0.5962458,1.3727912,-0.60077715,-0.17402832,4.2763,0.5126266,-4.0722914,-3.0,-3.0,0.0,6.0,95.0,1033.0,0.460754,2.4879117,1.210131,1.0275221,1.8085543,0.59810376,0.72349983,5.3973327,0.48860604,3.9686332,3.9632018,-0.25008798,11.63867,8.917172,37.852253,43.51272
32,-193.0,44.0,31.0,142.0,-265.0,1367.0,1.9282603,12.720398,8.618344,16.693087,2.614012,4.9351025,5.5842953,7.051925,0.42208394,0.7530117,0.77283007,-0.6727122,0.46064687,4.349705,0.5425151,-4.0722914,-4.0,-2.0,0.0,-42.0,125.0,987.0,0.4235487,2.4879117,1.0444175,0.014847062,2.6009538,1.22976,0.6984667,8.124984,1.3347534,4.0378428,5.184292,1.4270948,13.202739,9.494027,36.88079,42.847477
33,-209.0,47.0,44.0,114.0,-327.0,1406.0,0.9139581,9.861522,7.043232,8.272683,1.9392623,3.1284435,3.3487785,4.493638,0.37029743,1.303593,1.1126635,-0.60077715,-0.17402832,4.325098,0.62713057,-4.0722914,-2.0,-3.0,1.0,-24.0,125.0,993.0,0.7239936,4.1574783,1.3734899,1.7081223,4.498431,2.056277,0.98021775,11.4072895,1.4641584,3.472303,4.5202866,2.6558437,12.497117,9.386437,34.998425,41.116367
34,-209.0,47.0,44.0,114.0,-327.0,1406.0,0.9139581,9.861522,7.043232,8.272683,1.9392623,3.1284435,3.3487785,4.493638,0.37029743,1.303593,1.1126635,-0.60077715,-0.17402832,4.325098,0.62713057,-4.0722914,-2.0,-3.0,1.0,-24.0,125.0,993.0,0.7239936,4.1574783,1.3734899,1.7081223,4.498431,2.056277,0.98021775,11.4072895,1.4641584,3.472303,4.5202866,2.6558437,12.497117,9.386437,34.998425,41.116367
35,-199.0,29.0,63.0,189.0,-384.0,1440.0,0.6493049,8.556325,4.094018,6.130486,1.477263,1.6036061,0.86388445,2.2067962,0.3184077,0.5962458,0.8569819,-0.6727122,0.3032124,4.4748583,0.58081144,-3.7020395,-3.0,-1.0,1.0,-12.0,75.0,1015.0,1.4133407,5.329311,3.1628404,4.404365,3.9161966,2.9870112,2.6382322,16.795181,1.2689518,3.616377,4.443065,3.863383,13.6216345,8.866502,26.169538,33.68107
36,-223.0,46.0,78.0,131.0,-122.0,1212.0,0.33213913,7.6826897,1.6601261,2.1507123,0.32469904,1.5936128,0.68516374,0.9037192,0.16206321,0.5962458,0.68924713,-0.6727122,-0.49645904,4.6036124,0.6531817,-4.0722914,-2.0,0.0,0.0,-10.0,16.0,1016.0,0.93645453,4.697863,3.82384,4.881664,4.43894,3.20896,2.9414349,19.743727,1.1350209,3.0276277,4.126433,4.5075164,12.497117,8.280455,20.989855,31.585255
37,-133.0,34.0,73.0,365.0,1077.0,150.0,0.120705344,7.6451707,-0.18556799,0.021982228,-0.068987995,1.7616844,0.78379405,0.16343069,-0.04818365,0.4398086,0.68924713,-0.6727122,-0.65900284,4.6298046,0.5425151,-3.8859751,-2.0,1.0,0.0,6.0,40.0,1014.0,1.1837759,5.686527,4.6764293,5.2983565,4.262246,3.5952075,2.7877352,20.484371,0.9978104,2.4816303,3.796486,5.496471,11.782585,7.8664823,16.489447,25.503387
38,-133.0,34.0,73.0,365.0,1077.0,150.0,0.120705344,7.6451707,-0.18556799,0.021982228,-0.068987995,1.7616844,0.78379405,0.16343069,-0.04818365,0.4398086,0.68924713,-0.6727122,-0.65900284,4.6298046,0.5425151,-3.8859751,-2.0,1.0,0.0,6.0,40.0,1014.0,1.1837759,5.686527,4.6764293,5.2983565,4.262246,3.5952075,2.7877352,20.484371,0.9978104,2.4816303,3.796486,5.496471,11.782585,7.8664823,16.489447,25.503387
39,86.0,29.0,15.0,62.0,569.0,826.0,0.17357379,7.6451707,-0.35182565,0.16489597,-0.1511256,1.8858619,0.9560956,0.16343069,-0.1011027,0.36172977,0.68924713,-0.8861611,-0.49645904,4.709278,0.5425151,-3.8859751,-1.0,2.0,0.0,2.0,44.0,997.0,0.82557505,6.35686,6.8188014,6.194388,4.2039165,3.6748292,3.8568642,21.492928,0.7853744,2.1544225,4.672536,6.7104955,10.91444,7.1401644,8.600819,14.572723
40,86.0,29.0,15.0,62.0,569.0,826.0,0.17357379,7.6451707,-0.35182565,0.16489597,-0.1511256,1.8858619,0.9560956,0.16343069,-0.1011027,0.36172977,0.68924713,-0.8861611,-0.49645904,4.709278,0.5425151,-3.8859751,-1.0,2.0,0.0,2.0,44.0,997.0,0.82557505,6.35686,6.8188014,6.194388,4.2039165,3.6748292,3.8568642,21.492928,0.7853744,2.1544225,4.672536,6.7104955,10.91444,7.1401644,8.600819,14.572723
41,86.0,29.0,15.0,62.0,569.0,826.0,0.17357379,7.6451707,-0.35182565,0.16489597,-0.1511256,1.8858619,0.9560956,0.16343069,-0.1011027,0.36172977,0.68924713,-0.8861611,-0.49645904,4.709278,0.5425151,-3.8859751,-1.0,2.0,0.0,2.0,44.0,997.0,0.82557505,6.35686,6.8188014,6.194388,4.2039165,3.6748292,3.8568642,21.492928,0.7853744,2.1544225,4.672536,6.7104955,10.91444,7.1401644,8.600819,14.572723
42,112.0,6.0,-7.0,292.0,507.0,417.0,0.17357379,7.6826897,-0.18556799,-0.12332893,-0.068987995,1.8198493,1.2933654,0.24038002,-0.3143821,0.20588659,0.68924713,-0.8861611,-0.49645904,4.8173685,0.62713057,-3.8859751,-1.0,1.0,0.0,-3.0,48.0,999.0,1.1837759,6.9747024,6.6371245,6.7818494,4.030529,4.599759,4.4018826,22.921509,0.48860604,2.1544225,4.443065,6.9874306,9.298885,7.1401644,7.551623,13.108632
43,177.0,-36.0,-8.0,207.0,542.0,608.0,0.06782629,7.6451707,-0.86290383,0.021982228,-0.068987995,2.231025,1.185224,0.16343069,-0.1011027,0.20588659,0.60625184,-0.7442656,-0.49645904,4.709278,0.60299176,-4.452187,0.0,1.0,0.0,-1.0,48.0,991.0,1.1403259,6.248984,7.4250007,7.156881,3.9732418,4.0843387,3.260977,20.734219,0.7126871,1.9009178,4.365088,7.26227,11.059877,6.979251,6.5634756,12.014195
44,248.0,-66.0,-2.0,160.0,528.0,823.0,0.17357379,7.6078353,-0.35182565,0.16489597,-0.1511256,2.1323009,1.238096,-0.15102772,-0.15417625,0.4398086,0.77283007,-0.7442656,-0.33480617,4.7630167,0.60299176,-4.0722914,0.0,1.0,0.0,-5.0,52.0,995.0,1.015247,6.774134,7.833003,7.7615285,3.7464373,4.9571376,3.4266,22.136053,0.7126871,1.9862257,4.365088,7.3990874,9.8892355,6.7832,5.5608215,10.851916
45,205.0,-109.0,-42.0,-254.0,-363.0,1897.0,0.120705344,7.6826897,1.5163064,2.466112,-0.40464187,2.231025,1.7491657,0.0075391065,-0.04818365,0.4398086,0.68924713,-0.6727122,-0.82245374,4.6561456,0.52649534,-3.8859751,-2.0,3.0,0.0,4.0,20.0,1002.0,1.0977412,7.907188,7.7529035,8.425096,4.739556,5.895282,4.590075,18.538076,0.6390155,2.0707214,4.206791,8.080088,9.150927,6.517945,3.5802603,7.299813
46,90.0,-53.0,-31.0,-341.0,-1149.0,1258.0,0.120705344,7.6826897,1.8022349,3.7435658,-0.1511256,2.180607,1.9826097,-0.07140873,-0.15417625,0.5179829,1.0269173,-0.6727122,-0.98682785,4.736071,0.58081144,-3.5204542,-3.0,3.0,0.0,0.0,50.0,996.0,1.7135534,8.081345,8.961296,8.757445,5.111502,6.7896295,5.47388,19.016092,0.7126871,2.400933,4.596771,8.080088,6.781293,6.0871296,2.323057,5.837636
47,36.0,-47.0,-11.0,-495.0,-1401.0,1103.0,0.06782629,7.6826897,1.9426568,2.9570959,-0.068987995,2.180607,1.8243823,-0.15102772,-0.26081008,0.5962458,1.1126635,-0.81542087,-1.1521415,4.709278,0.60299176,-3.8859751,-3.0,3.0,0.0,-15.0,58.0,988.0,1.2731947,8.335977,9.862217,9.071624,4.9239173,7.726472,6.4119234,18.301167,1.066839,2.4816303,4.7476015,8.694025,6.1946917,5.916138,1.8252566,3.8803444
48,-14.0,-15.0,-8.0,-427.0,-1282.0,1033.0,0.06782629,7.6451707,1.6601261,1.9312198,0.0119933365,2.1323009,1.9021897,-0.07140873,-0.15417625,0.8315022,0.8569819,-0.81542087,-0.82245374,4.6826363,0.62713057,-3.5204542,-6.0,7.0,0.0,-11.0,30.0,1010.0,1.3658472,8.251942,9.794482,9.477161,5.4970517,7.514838,6.8441596,17.252295,1.202383,2.7975085,5.7348638,8.3524065,3.929978,5.5566754,1.0502335,2.3601809
49,-14.0,-15.0,-8.0,-427.0,-1282.0,1033.0,0.06782629,7.6451707,1.6601261,1.9312198,0.0119933365,2.1323009,1.9021897,-0.07140873,-0.15417625,0.8315022,0.8569819,-0.81542087,-0.82245374,4.6826363,0.62713057,-3.5204542,-6.0,7.0,0.0,-11.0,30.0,1010.0,1.3658472,8.251942,9.794482,9.477161,5.4970517,7.514838,6.8441596,17.252295,1.202383,2.7975085,5.7348638,8.3524065,3.929978,5.5566754,1.0502335,2.3601809
50,-77.0,23.0,-41.0,-227.0,-934.0,970.0,0.06782629,7.720392,0.92343974,1.1007155,0.09183539,2.0860891,1.7491657,-0.07140873,-0.15417625,0.36172977,1.0269173,-0.8861611,-0.014109717,4.6298046,1.295071,-1.6697277,-12.0,9.0,0.0,-21.0,57.0,1022.0,1.5105739,10.027863,10.731614,10.279629,6.173429,9.146135,8.535709,14.808856,1.9561454,2.7975085,6.2569485,8.216181,2.5117078,5.369897,0.936521,2.1566627
51,-114.0,89.0,-37.0,-137.0,188.0,1118.0,0.06782629,7.6826897,-0.18556799,0.16489597,-0.1511256,2.1323009,1.9021897,-0.15102772,0.057214152,0.8315022,0.94168395,-0.8861611,5.2935653,5.9763737,27.428013,25.464731,-42.0,6.0,-2.0,-10.0,-1.0,1143.0,2.2072008,10.09992,12.219534,11.395655,6.6744037,11.699602,14.674982,10.420104,2.4162726,2.951535,4.5202866,3.0122507,4.0658855,5.2788754,1.3751919,-0.5232668
52,-114.0,89.0,-37.0,-137.0,188.0,1118.0,0.06782629,7.6826897,-0.18556799,0.16489597,-0.1511256,2.1323009,1.9021897,-0.15102772,0.057214152,0.8315022,0.94168395,-0.8861611,5.2935653,5.9763737,27.428013,25.464731,-42.0,6.0,-2.0,-10.0,-1.0,1143.0,2.2072008,10.09992,12.219534,11.395655,6.6744037,11.699602,14.674982,10.420104,2.4162726,2.951535,4.5202866,3.0122507,4.0658855,5.2788754,1.3751919,-0.5232668
53,-59.0,24.0,1.0,46.0,165.0,1166.0,0.120705344,7.6826897,-0.18556799,-0.42126155,-0.068987995,1.9598532,1.9021897,0.085818045,0.0045867125,3.7467558,1.3727912,-0.81542087,8.266685,8.740141,17.946953,13.192373,-53.0,-3.0,-5.0,-88.0,28.0,1183.0,2.9307551,11.305486,12.714405,12.504571,5.43179,18.034002,23.910427,10.076425,2.3035889,0.41052067,1.0024711,-0.36145216,1.8140604,5.369897,1.2087778,-0.7607414
54,-59.0,24.0,1.0,46.0,165.0,1166.0,0.120705344,7.6826897,-0.18556799,-0.42126155,-0.068987995,1.9598532,1.9021897,0.085818045,0.0045867125,3.7467558,1.3727912,-0.81542087,8.266685,8.740141,17.946953,13.192373,-53.0,-3.0,-5.0,-88.0,28.0,1183.0,2.9307551,11.305486,12.714405,12.504571,5.43179,18.034002,23.910427,10.076425,2.3035889,0.41052067,1.0024711,-0.36145216,1.8140604,5.369897,1.2087778,-0.7607414
55,-24.0,14.0,-3.0,51.0,126.0,1017.0,0.17357379,7.6826897,-0.18556799,-0.2710671,0.4745663,2.1323009,1.8243823,-0.23131979,0.47377288,5.000386,2.6308799,-0.6727122,10.380031,10.480041,16.557987,10.998673,-157.0,-33.0,-14.0,-85.0,-87.0,1321.0,3.8463411,11.093333,11.874226,11.309498,1.8609964,5.139774,7.8468122,8.054162,0.92790836,-0.8936668,1.1199626,0.61261255,1.1870135,5.2788754,1.5051318,-1.354036
