,left.ang.x,left.ang.y,left.ang.z,left.acc.x,left.acc.y,left.acc.z,left.forces.0,left.forces.1,left.forces.2,left.forces.3,left.forces.4,left.forces.5,left.forces.6,left.forces.7,left.forces.8,left.forces.12,left.forces.13,left.forces.14,left.forces.17,left.forces.18,left.forces.21,left.forces.22,right.ang.x,right.ang.y,right.ang.z,right.acc.x,right.acc.y,right.acc.z,right.forces.0,right.forces.1,right.forces.2,right.forces.3,right.forces.4,right.forces.5,right.forces.6,right.forces.7,right.forces.8,right.forces.12,right.forces.13,right.forces.14,right.forces.17,right.forces.18,right.forces.21,right.forces.22
1391,-5.0,-1.0,0.0,0.0,19.0,1001.0,0.83500034,1.8314093,1.2607138,1.8151741,2.4246933,6.2418637,6.029727,2.7826695,3.9524617,8.136614,4.279841,4.0731955,13.9143505,6.8899755,6.2794,5.861713,276.0,37.0,49.0,-154.0,796.0,743.0,-0.86649245,0.79405826,0.7750686,0.69159395,-3.0753064,0.9995556,4.1688595,0.6487849,1.3527391,-0.015593896,0.91407496,-0.5999362,-0.26711157,0.5056839,0.5661601,-2.138051
1392,-7.0,-1.0,0.0,1.0,17.0,1002.0,1.5391406,2.4070313,1.6726276,2.2306676,2.6607947,9.702701,7.597281,5.036237,5.357635,9.278434,7.202639,4.403184,9.489661,4.992761,4.4178987,3.5231135,346.0,28.0,50.0,-390.0,506.0,802.0,-1.2309331,0.692807,0.77827114,0.69159395,-2.7640522,0.46675768,4.095915,0.62470526,1.405584,-0.15037605,0.9144459,0.54836124,-0.20746252,0.47162265,0.8390317,-1.7320627
1393,-2.0,-9.0,6.0,28.0,5.0,1017.0,4.043613,8.083775,3.721521,3.7850797,5.7958846,19.936506,18.515032,10.62285,8.211489,7.1172147,9.156676,2.8345199,0.50728446,1.3784666,0.123114325,0.73176587,353.0,84.0,63.0,-421.0,58.0,1092.0,-1.4086262,0.5892044,0.7735506,0.7235645,-3.2356255,0.46675768,4.1688595,0.54091585,1.3298384,-0.28699034,0.9206464,-0.1864424,-0.26711157,0.5056839,0.5661601,-1.5344609
1394,-37.0,12.0,6.0,8.0,-7.0,1045.0,5.7924094,8.796565,4.731459,4.322789,7.7610216,24.926044,26.540268,12.969585,7.2591105,4.03096,5.9446487,1.4399922,0.2913384,1.7374675,-0.49379984,0.86700326,331.0,119.0,37.0,-620.0,-609.0,2240.0,-1.2309331,0.5892044,0.7735506,0.66011906,-2.7640522,0.26740894,4.0718846,0.49203193,1.4680909,-0.015593896,0.93664944,0.10285662,-0.20746252,0.40424585,0.7491641,-1.7320627
1395,-74.0,-9.0,4.0,-17.0,-21.0,1181.0,6.11664,9.210709,4.9935107,4.8373284,10.255583,30.56826,36.40116,16.944023,6.7378664,3.1491895,3.7603283,0.18535511,0.34354064,1.0927042,-0.81305677,0.6875268,299.0,194.0,34.0,-691.0,-969.0,2153.0,-1.2309331,0.8930551,0.7897148,0.6291427,-2.7640522,0.26740894,4.0242467,0.49203193,1.3298384,0.11738434,0.91407496,-0.38909772,0.35608995,0.43781045,0.5661601,-1.3403915
1396,-92.0,-4.0,3.0,30.0,-67.0,1164.0,6.6438537,10.803307,5.8653374,5.8705945,9.25539,39.435722,46.045834,22.253649,4.6840677,2.4547694,1.9927261,-0.11616254,0.68147284,0.84098905,-0.81305677,0.64371467,162.0,134.0,30.0,302.0,-1879.0,2498.0,-1.1408108,0.37454644,0.7735506,0.69159395,-3.0753064,0.2010139,4.0242467,0.6018505,1.3092324,0.24858661,0.9144459,-0.1864424,-0.20746252,0.37092736,0.92786545,-1.3403915
1397,-137.0,4.0,12.0,52.0,-113.0,1249.0,6.1700325,11.565593,7.1812234,7.5157075,7.4095035,38.167736,44.45765,23.942436,2.1946344,2.1580234,1.5608052,0.0060154353,0.74179983,0.62920773,-0.49379984,0.60033345,139.0,31.0,0.0,1424.0,-3456.0,2081.0,-0.86649245,0.5892044,0.77350503,0.7235645,-2.4650414,0.13464636,4.0479956,0.6740619,1.3092324,0.37804067,0.9274927,-0.38909772,0.037163474,0.6093758,0.65822107,0.729508
1398,-197.0,13.0,25.0,106.0,-197.0,1389.0,5.4045486,12.896683,8.244701,9.746615,3.3325207,28.69629,37.2712,23.016317,1.8669722,1.3308556,0.99799067,0.36030018,0.50728446,0.3496027,-0.38901776,0.6875268,-302.0,-198.0,3.0,76.0,194.0,2507.0,-0.774036,0.79405826,0.7735506,0.7235645,-2.1779497,0.3338313,4.0718846,0.43368348,1.2209738,6.2624063,1.061603,0.19552408,17.130424,7.9756746,36.53858,27.78023
1399,-456.0,-29.0,130.0,572.0,-443.0,2314.0,3.2826588,4.971449,7.5336604,7.997095,1.2252418,9.702701,9.157303,11.191727,1.5907557,1.0224552,0.9924446,1.0761755,1.1267163,0.40694413,-0.59939283,0.64371467,-119.0,-108.0,7.0,-76.0,67.0,1306.0,-0.774036,0.8930551,0.77517587,0.82242346,-1.5102179,0.5332616,4.095915,0.4395487,1.487641,8.10198,1.3611367,1.0281774,25.752464,12.035616,29.111372,21.489424
1400,-511.0,-21.0,148.0,391.0,21.0,3045.0,0.7282036,1.4820763,1.4736259,1.7427802,-0.17300975,4.613609,4.463187,1.8073243,1.1614425,0.7412056,1.0762466,0.0060154353,1.4043623,0.23265727,-0.81305677,0.82150817,-32.0,-31.0,6.0,-4.0,7.0,1140.0,0.06551421,0.9898924,0.77350503,0.96101207,0.19982682,0.9995556,4.0718846,0.46653515,2.1511,8.823109,2.655659,2.7893872,26.43438,14.768381,24.061499,16.785275
1401,-326.0,67.0,83.0,4.0,2143.0,1619.0,0.18552329,0.9659907,0.95407593,0.7105949,-0.66044307,2.5167255,3.6562943,0.5670702,1.4200655,0.3590551,1.1269534,0.12608112,0.8032392,0.99363226,-0.28503552,0.6875268,-6.0,-8.0,0.0,-7.0,5.0,1010.0,0.34307277,1.1774578,0.783143,0.89075863,0.9224014,2.070875,4.3697925,0.5069384,1.9661077,9.127845,3.1568682,4.4439206,22.79551,14.013314,18.205841,11.132425
1402,387.0,108.0,-75.0,807.0,2061.0,863.0,0.22299235,0.91916835,0.95407593,1.1284728,-0.78185743,4.095358,3.6877909,0.48530015,1.6104891,0.3590551,1.2669028,-0.11616254,0.74179983,0.5194591,-0.28503552,0.6875268,-4.0,0.0,0.0,-7.0,8.0,1005.0,1.9717957,1.858927,0.82838345,0.82242346,1.5096245,2.6099975,5.0030627,0.98693985,2.199781,9.561497,3.8499825,4.581513,18.260202,12.384691,11.134726,7.9618125
1403,423.0,-49.0,15.0,50.0,177.0,1337.0,0.115675956,1.0137068,1.0010482,0.7105949,-0.8445332,2.1393056,3.3806357,0.38733146,1.6104891,0.3179901,1.1903547,0.06630566,1.2634943,0.17301486,-0.70580804,0.7764276,-4.0,1.0,-1.0,-12.0,9.0,1003.0,2.765928,1.858927,1.155537,0.9256469,1.6245738,3.629187,5.464716,1.6228646,2.4567375,9.498961,3.6137412,4.6750493,11.239457,8.866888,4.6013722,6.4785643
1404,389.0,-109.0,-27.0,138.0,-200.0,1655.0,0.14972906,0.87324756,1.0790735,1.3663871,-0.90856284,0.98210907,3.2044446,0.38733146,1.7275879,0.27855557,1.1903547,0.18535511,0.8032392,0.112566754,-0.28503552,0.60033345,-19.0,-1.0,-6.0,-32.0,-7.0,1014.0,4.711305,6.4570227,2.1716821,1.8092035,2.620391,7.755321,8.105545,4.6744094,2.9101253,7.982384,4.2533584,3.018198,0.8259624,2.3592594,1.0157061,2.1260629
1405,382.0,-118.0,-30.0,68.0,-120.0,2169.0,0.14972906,0.87324756,1.0790735,1.208818,-0.78185743,1.179053,3.1756516,0.34328243,1.6671574,0.27855557,1.1903547,0.12608112,0.92940825,0.17301486,-0.38901776,0.60033345,-36.0,-17.0,-7.0,-34.0,-23.0,1040.0,4.9141626,8.147481,2.322056,2.279695,2.6571524,9.289146,10.439177,7.5778165,2.7344742,5.934269,3.2314227,1.5877953,0.099798664,1.360586,0.65822107,0.88176733
1406,391.0,-160.0,-5.0,254.0,-563.0,2682.0,0.14972906,0.8282364,1.135938,1.3663871,-0.60164267,1.179053,3.2044446,0.32253042,1.6671574,0.3179901,1.1570392,0.24414083,0.68147284,0.17301486,-0.38901776,0.6875268,-42.0,-30.0,-7.0,-28.0,-45.0,1040.0,5.480401,9.632397,3.0233667,3.7415252,2.8684406,13.700244,15.302768,14.071514,2.565472,4.4932165,2.3877184,0.46275258,-0.08634382,1.085563,0.18585505,0.5742951
1407,338.0,-226.0,-37.0,-150.0,-1832.0,2805.0,0.14972906,0.8282364,1.1965274,1.6694453,-0.3784427,1.179053,3.291799,0.38733146,1.7275879,0.27855557,1.1570392,-0.11616254,0.74179983,0.0512933,-0.49379984,0.6875268,-67.0,-2.0,-1.0,65.0,-80.0,1085.0,5.9375715,9.743769,3.5467043,5.315883,3.2938569,20.86541,28.55268,28.19454,1.6475185,3.1228504,1.4910963,-0.38909772,0.16301422,0.7153573,-0.11332944,-0.7789142
1408,189.0,-125.0,-88.0,-1341.0,-3528.0,2271.0,0.14972906,0.91916835,1.1657752,1.5198902,-0.12420734,1.2442449,3.3508573,0.38733146,1.8600168,0.3179901,1.1570392,0.06630566,0.39694083,-0.010825335,-0.49379984,0.6875268,-131.0,-13.0,-9.0,-61.0,-185.0,1306.0,5.4180446,9.85581,4.092921,7.672834,2.175037,15.997745,18.691967,28.534155,1.2499111,-0.15037605,1.0375441,-0.4934752,0.16301422,0.823661,-0.32015872,-0.7789142
1409,-262.0,58.0,0.0,-331.0,198.0,1793.0,0.14972906,0.8282364,1.0260649,1.1284728,0.19197413,1.0479956,3.1185477,0.32253042,1.7275879,1.7310259,1.0408128,-0.36728334,11.175052,4.498552,33.51182,38.66407,-251.0,-16.0,-54.0,-469.0,-296.0,1984.0,3.9935899,6.1997504,3.8477175,7.901447,0.19982682,7.234985,9.727493,23.697447,1.3042525,0.11738434,0.97752035,-0.70851856,-0.024885884,0.751199,-0.42593798,-2.346532
1410,-245.0,102.0,2.0,37.0,69.0,1670.0,0.14972906,0.87324756,0.95407593,1.3663871,0.43255174,1.179053,3.0902352,0.2836273,1.2162255,4.9293118,1.1470188,0.18535511,24.06325,9.721544,29.271006,31.053862,382.0,151.0,-13.0,-144.0,-416.0,2417.0,-1.1408108,1.0846632,0.7980176,0.69159395,-2.7640522,0.13464636,4.0242467,0.5069384,1.2908818,-0.15037605,0.91407496,-0.38909772,-0.3261457,0.57455915,0.5661601,-1.5344609
1411,-41.0,33.0,-8.0,-25.0,12.0,1277.0,0.4794531,1.0137068,1.0010482,1.208818,0.5442065,1.5030082,3.1470196,0.48530015,2.2536836,7.037682,1.7644926,2.2902212,25.741947,12.894156,23.914433,25.404346,272.0,144.0,27.0,943.0,-2887.0,2585.0,-1.2309331,0.48315126,0.77827114,0.82242346,-2.7640522,0.26740894,3.977166,0.5802484,1.3092324,0.11738434,0.91615796,0.37543488,0.16301422,0.57455915,0.4729377,-1.5344609
1412,-77.0,0.0,13.0,-26.0,-59.0,1106.0,7.05795,12.1166725,5.5941386,6.5227485,6.653017,31.16179,40.474754,26.216352,3.262466,2.4547694,2.0533543,0.06630566,0.50728446,1.1897804,-0.28503552,0.73176587,67.0,-5.0,49.0,1806.0,-4338.0,1799.0,-1.1408108,0.79405826,0.8666115,0.788982,-2.4650414,0.5997927,4.095915,0.78660965,1.3527391,-0.015593896,0.93664944,0.6322977,-0.26711157,0.47162265,0.08753522,-0.9626641
1413,-216.0,-3.0,25.0,110.0,-201.0,1513.0,5.0049043,10.695339,7.746145,11.522363,1.9320737,18.579393,22.128817,27.75673,1.3451027,0.68860215,1.0230237,0.18535511,0.8032392,0.57467,0.022221994,0.64371467,-225.0,-101.0,66.0,246.0,-2044.0,182.0,-0.49478763,0.5892044,0.783143,0.69159395,-2.1779497,0.46675768,4.243103,0.62470526,1.4356092,1.694365,1.0154818,0.10285662,2.8692758,1.6912804,7.2496543,7.045856
1414,-370.0,32.0,84.0,480.0,-283.0,1710.0,2.9584885,5.1465125,6.9708533,10.725668,1.3451942,9.95496,10.475122,20.01383,1.2280577,0.68860215,1.0111572,0.0060154353,0.50728446,0.40694413,-0.59939283,0.60033345,-94.0,-76.0,14.0,-24.0,24.0,1214.0,-0.49478763,1.1774578,0.7735506,0.9256469,-0.6872919,0.66635096,4.0479956,0.5069384,1.516997,8.461326,1.6344278,1.5223149,25.583408,13.187046,28.52824,21.072887
1415,385.0,-137.0,-77.0,249.0,-158.0,2300.0,0.14972906,0.91916835,0.9770462,1.1284728,-0.7205044,1.8226972,3.3212454,0.5390452,1.8600168,0.24079579,1.1570392,0.0060154353,0.86577916,0.112566754,-0.28503552,0.60033345,-5.0,-4.0,0.0,-27.0,14.0,1006.0,0.4348344,1.6975665,0.7735506,0.85634995,0.84932375,2.677582,4.8011785,0.5802484,1.7584327,8.221617,4.0099845,4.2208714,20.923655,13.643092,15.340986,10.079189
1416,386.0,-141.0,-44.0,232.0,-529.0,2656.0,0.115675956,0.91916835,1.0010482,1.2881181,-0.8445332,1.1136401,3.3212454,0.45960155,1.8600168,0.3590551,1.100041,0.18535511,0.99411494,0.23265727,-0.38901776,0.6875268,-11.0,4.0,-3.0,-41.0,3.0,1003.0,3.7031934,3.9528904,1.3183998,1.3003229,1.6801536,4.385531,6.330728,3.262713,2.2493927,9.00552,4.4176383,4.0901203,5.616367,4.3920717,2.3161838,4.192791
1417,336.0,-192.0,-40.0,234.0,-1359.0,2759.0,0.115675956,0.91916835,1.052079,0.96459174,-0.54407275,2.3282566,3.2044446,0.43469995,1.9321578,0.27855557,1.1570392,0.0060154353,1.1945887,0.23265727,-0.28503552,0.6875268,-39.0,-15.0,-6.0,27.0,-50.0,1210.0,5.8351984,10.195869,2.636487,3.3372586,3.3579879,18.171564,22.56468,18.782072,3.0919623,4.2538314,2.655659,0.10285662,-0.08634382,1.085563,0.08753522,-0.7789142
1418,243.0,-175.0,-24.0,-419.0,-2437.0,2461.0,0.115675956,0.87324756,1.0260649,0.6236984,-0.3784427,2.391122,3.1470196,0.43469995,2.0083463,0.3590551,1.1570392,0.0060154353,0.74179983,0.3496027,-0.28503552,0.7764276,-404.0,-79.0,-89.0,-599.0,-328.0,2119.0,4.4165444,4.646642,4.9113116,5.0509834,-1.7689453,3.9032226,7.1213527,12.12117,1.227121,0.11738434,0.9954594,0.0083313575,0.22680476,0.6797736,-0.11332944,-2.346532
1419,-129.0,80.0,-106.0,-231.0,1185.0,864.0,0.08343187,0.74097484,0.9321551,0.7105949,-0.12420734,1.0479956,3.2044446,0.43469995,1.9321578,1.5943552,1.0555149,0.0060154353,3.8581483,2.1613858,18.014956,16.635391,-498.0,35.0,-122.0,-241.0,-480.0,2847.0,3.3809175,2.9469428,1.155537,1.0331625,-1.7689453,2.5424585,6.256663,7.514424,1.2489771,1.0000433,0.97752035,-0.28676605,0.037163474,0.6093758,0.18585505,-1.7320627
1420,-129.0,45.0,-6.0,44.0,105.0,1156.0,0.18552329,0.8282364,1.052079,1.5951537,0.43255174,1.0479956,3.1185477,0.32253042,1.508163,3.386922,1.1213392,-0.11616254,20.816593,8.555454,34.54863,36.326057,-453.0,-38.0,-145.0,-851.0,-202.0,3884.0,2.0490227,1.858927,0.8562051,0.75602806,-2.6130366,1.400345,4.7450085,3.2032287,1.3527391,-0.015593896,0.9274927,-0.8192602,-0.024885884,0.751199,0.28283086,-1.3403915
1421,-45.0,37.0,-2.0,23.0,47.0,1131.0,0.18552329,0.87324756,1.0010482,0.8810291,0.5075599,1.6313276,3.1185477,0.43469995,1.196416,5.338715,1.6594356,0.8080192,23.73196,10.297954,26.646639,27.94929,-120.0,-154.0,15.0,-104.0,3718.0,-614.0,0.25089818,1.1774578,0.77350503,0.568696,-2.9181287,1.3334721,4.318669,0.98693985,1.3779742,-0.15037605,0.9206464,-0.38909772,-0.26711157,0.7153573,-0.0121766245,-1.3403915
1422,-15.0,10.0,-2.0,8.0,35.0,1027.0,0.3883432,0.9659907,1.0260649,1.208818,0.7198488,1.695256,3.3212454,0.7506897,1.7219117,5.9099965,1.9927261,2.141981,24.396019,10.131206,18.476675,19.811451,340.0,75.0,23.0,-403.0,595.0,822.0,-0.6812132,0.79405826,0.783143,0.75602806,-2.9181287,0.40028092,4.1200867,0.5802484,1.5806947,0.24858661,0.9206464,0.0083313575,-0.14720464,0.5056839,0.18585505,-0.24757458
1423,-36.0,12.0,9.0,20.0,-4.0,1042.0,5.0627604,9.003039,4.344976,4.6981635,6.3325806,20.866116,24.241806,15.066424,6.477418,3.5467188,6.9102445,1.9436258,0.19057897,0.99363226,-0.49379984,0.7764276,358.0,86.0,45.0,-256.0,249.0,1190.0,-0.21431808,1.1774578,0.7735506,0.75602806,-2.7640522,0.5332616,4.0479956,0.523243,1.5030708,0.24858661,0.91615796,-0.28676605,0.037163474,0.57455915,0.5661601,-0.07694865
1424,-69.0,4.0,8.0,0.0,-13.0,1484.0,6.5394697,10.803307,5.125731,5.6781282,6.8997808,26.635328,34.924786,21.882687,5.357635,2.9142385,4.279841,0.36030018,0.45152625,1.1414834,-0.28503552,0.7764276,347.0,124.0,49.0,-432.0,-600.0,2503.0,-0.40133697,0.9898924,0.7783516,0.82242346,-3.0753064,0.5332616,4.000637,0.47855392,1.6234243,0.37804067,0.9144459,-0.088089146,-0.024885884,0.5056839,0.5661601,-0.7789142
1425,-508.0,-81.0,144.0,602.0,-706.0,3089.0,1.727164,3.4145896,4.092242,4.4645696,0.43255174,6.3835726,6.827415,8.897461,1.4746094,1.0224552,0.99799067,0.69842094,1.3334224,0.40694413,-0.59939283,0.64371467,309.0,152.0,112.0,-254.0,-1378.0,2469.0,-0.40133697,1.1774578,0.77350503,0.66011906,-3.2356255,0.7329366,4.0242467,0.47855392,1.5405912,0.8789219,0.9206464,-0.1864424,0.099798664,0.47162265,0.3785097,0.41608608
1426,-491.0,-39.0,140.0,28.0,-591.0,3420.0,0.83500034,1.7712145,1.757297,2.2306676,-0.029468155,3.712368,4.7572093,2.9482203,1.1587968,0.5873412,1.037792,0.0060154353,1.1267163,0.23265727,-0.81305677,0.6875268,-182.0,-51.0,47.0,267.0,642.0,1704.0,-0.774036,0.9898924,0.77517587,0.85634995,-2.6130366,0.26740894,4.0718846,0.46653515,1.2316191,4.4932165,1.1155406,0.0083313575,7.7037897,4.861711,30.463358,24.727224
1427,380.0,42.0,-47.0,540.0,822.0,1111.0,0.18552329,0.87324756,0.9770462,0.7105949,-0.90856284,3.712368,3.2333996,0.62537205,1.6671574,0.27855557,1.1269534,0.41770005,0.92940825,0.3496027,0.022221994,0.6875268,-2.0,-1.0,-1.0,-6.0,21.0,1014.0,1.3203002,1.2683654,0.8164951,0.7235645,0.017956518,2.9483964,4.7450085,0.81747633,1.7202718,8.823109,3.6137412,4.866938,22.47808,13.187046,13.963247,10.192478
1428,393.0,-43.0,-25.0,-32.0,366.0,1148.0,0.14972906,0.91916835,1.0260649,0.7105949,-0.90856284,2.5794792,3.2333996,0.41060627,2.0083463,0.27855557,1.1269534,0.06630566,0.74179983,0.0512933,-0.18184212,0.60033345,-2.0,0.0,-1.0,-10.0,24.0,1001.0,2.2005153,1.9377016,0.90766317,0.788982,0.19982682,2.880619,5.464716,1.9711249,1.8797586,8.762559,3.5360787,4.353835,18.403727,11.351141,9.617841,7.8054023
1429,389.0,-92.0,-14.0,-31.0,75.0,1578.0,0.115675956,0.9659907,1.0260649,0.96459174,-0.8445332,2.7676418,3.3508573,0.511785,1.9321578,0.27855557,1.1570392,0.12608112,0.99411494,0.23265727,-0.28503552,0.6875268,-9.0,1.0,-4.0,-16.0,18.0,1005.0,3.8033748,4.3643737,1.7964481,1.3807492,1.3271693,3.8346126,6.219956,5.933435,2.0108526,8.161788,3.7707136,3.70642,3.9718328,4.566103,2.7692547,5.420599
1430,341.0,-177.0,-62.0,47.0,-1462.0,2891.0,0.18552329,0.91916835,1.1965274,1.4436396,-0.78185743,0.9159696,3.2333996,0.38733146,1.7918508,0.27855557,1.1269534,-0.17807701,0.74179983,0.23265727,-0.18184212,0.73176587,-23.0,-9.0,-6.0,-27.0,1.0,1026.0,4.814318,7.555932,2.7998602,3.4510357,1.5096245,7.3828607,8.958282,12.2689085,1.9224021,6.066715,2.655659,2.973247,0.48761344,2.312766,0.5661601,2.8392339
1431,230.0,-112.0,-70.0,-980.0,-2961.0,2483.0,0.14972906,0.87324756,1.1657752,1.208818,-0.27362347,1.179053,3.2044446,0.32253042,1.8600168,0.27855557,1.1903547,0.12608112,0.6222699,-0.010825335,-0.18184212,0.64371467,-94.0,-6.0,-3.0,3.0,-68.0,1197.0,5.543183,9.411694,4.154771,7.1484056,2.620391,17.744898,27.079952,33.52324,1.2499111,1.5823739,1.3611367,-0.9321988,0.22680476,0.6444469,-0.21597317,-1.5344609
1432,54.0,-10.0,-8.0,-384.0,-3922.0,1065.0,0.115675956,0.87324756,1.1070321,1.2881181,-0.54407275,1.3740072,3.2625175,0.38733146,2.0083463,0.3179901,1.1570392,0.36030018,0.5642031,0.112566754,-0.18184212,1.1005566,-455.0,-37.0,-140.0,-939.0,-258.0,3677.0,2.6988423,1.9377016,0.82838345,0.69159395,-2.1779497,1.4672487,4.7171702,2.454258,1.3298384,-0.15037605,0.91615796,-0.9321988,-0.024885884,0.751199,0.08753522,-1.5344609
1433,-125.0,61.0,3.0,36.0,918.0,939.0,0.14972906,0.8282364,1.0260649,0.7105949,-0.17300975,1.0479956,3.062081,0.30264163,1.9321578,1.5943552,1.026456,0.0060154353,5.386431,2.7723975,27.043554,28.097359,-162.0,-127.0,-39.0,-235.0,3083.0,-314.0,-0.58810455,0.692807,0.7897148,0.59866744,-2.7640522,1.2666298,4.243103,1.0998678,1.3527391,0.24858661,0.9144459,-0.28676605,-0.14720464,0.5399956,-0.21597317,-1.3403915
1434,-365.0,37.0,5.0,164.0,187.0,2594.0,0.18552329,0.91916835,1.0010482,1.208818,0.23384206,0.78288835,2.9510303,0.30264163,1.6671574,2.9142385,1.0145017,-0.11616254,17.115246,7.0846324,33.34261,35.762924,304.0,99.0,61.0,-318.0,618.0,739.0,-0.86649245,1.1774578,0.77827114,0.69159395,-3.0753064,0.7329366,4.0479956,0.55992734,1.5405912,0.24858661,0.91615796,0.28637108,-0.14720464,0.5399956,-0.0121766245,-0.42141443
1435,-9.0,-4.0,1.0,6.0,15.0,1005.0,2.5669734,4.5426297,2.5776458,3.367426,2.620252,10.039664,7.4908514,6.183588,3.7170453,5.583944,5.09625,3.8055937,2.3308513,4.0354247,1.910103,2.1823156,338.0,126.0,8.0,-64.0,367.0,1069.0,-0.58810455,1.0846632,0.7750686,0.82242346,-3.0753064,0.40028092,4.0479956,0.54091585,1.4356092,0.11738434,0.91407496,-0.28676605,-0.20746252,0.6093758,0.18585505,-0.07694865
1436,-32.0,23.0,8.0,13.0,-12.0,1032.0,5.57214,9.5243845,4.5371714,5.6781282,3.743883,18.246979,18.28681,15.066424,4.1119967,3.0705388,4.9115934,1.993321,0.39694083,0.84098905,-0.38901776,0.86700326,354.0,149.0,-23.0,88.0,160.0,1556.0,-0.58810455,0.79405826,0.77517587,0.9968515,-3.0753064,0.40028092,4.0718846,0.5069384,1.4356092,0.24858661,0.9274927,-0.38909772,-0.08634382,0.5399956,0.8390317,-0.42141443
1437,-58.0,13.0,11.0,22.0,-33.0,1249.0,6.2763205,9.840578,5.3254476,6.7869477,3.8528764,22.664932,24.986576,21.04294,2.5658805,2.2313905,2.9535556,0.4746641,0.45152625,0.8924309,-0.38901776,0.91290903,350.0,160.0,18.0,-222.0,-503.0,2572.0,-0.86649245,0.692807,0.77517587,0.85634995,-3.0753064,0.3338313,4.000637,0.54091585,1.5806947,0.11738434,0.9274927,-0.1864424,-0.26711157,0.47162265,0.8390317,-1.3403915
1438,-96.0,-1.0,2.0,-62.0,-84.0,1110.0,6.223257,11.89561,5.9335003,9.892871,3.0947585,29.693752,35.132164,28.076452,1.3175522,1.7310259,1.6092986,0.12608112,0.19057897,0.62920773,-0.49379984,0.7764276,328.0,188.0,61.0,-108.0,-1360.0,2681.0,-0.95849884,0.5892044,0.77827114,0.75602806,-2.9181287,0.26740894,4.000637,0.523243,1.4680909,0.37804067,0.9206464,-0.5999362,-0.20746252,0.47162265,0.65822107,-0.7789142
1439,-137.0,8.0,7.0,24.0,-147.0,1301.0,6.11664,12.672853,7.3219337,12.438542,2.50152,25.838022,31.012396,26.067516,1.247229,1.9415414,1.1748288,0.4746641,0.14204775,0.3496027,-0.28503552,0.6875268,-211.0,-178.0,100.0,682.0,-2772.0,804.0,-0.95849884,0.9898924,0.82838345,0.89075863,-2.4650414,0.3338313,4.243103,0.523243,1.3298384,4.0901074,1.3209583,0.37543488,5.1460767,2.9893029,20.043596,13.066353
1440,-190.0,13.0,19.0,63.0,-211.0,1374.0,3.9188957,10.803307,7.3219337,14.470025,1.6164753,18.02688,19.57432,24.214483,1.2685676,0.9638952,0.99591917,0.06630566,0.45152625,0.40694413,-0.38901776,0.6875268,-340.0,-197.0,30.0,679.0,142.0,2476.0,-0.774036,0.5892044,0.7968964,0.9256469,-2.1779497,0.3338313,4.0479956,0.44700068,1.2223802,6.3910556,0.9954594,0.19552408,15.629544,7.9031672,30.463358,25.507616
1441,37.0,141.0,0.0,472.0,3092.0,180.0,0.18552329,0.87324756,0.9321551,0.1719577,-0.8445332,3.4591088,3.2044446,0.85197794,1.6104891,0.3179901,1.1903547,0.0060154353,0.74179983,0.3496027,-0.28503552,0.6875268,-110.0,-100.0,3.0,-74.0,45.0,1298.0,-0.6812132,0.692807,0.77827114,0.9256469,-1.9024504,0.7329366,4.0242467,0.44700068,1.5476893,8.702122,1.3611367,1.4556264,24.58096,12.7383795,24.445845,18.828285
1442,372.0,61.0,-50.0,600.0,984.0,1301.0,0.22299235,0.9659907,0.9770462,0.6236984,-0.78185743,3.018574,3.1185477,0.65562785,1.7275879,0.3179901,1.1903547,0.18535511,0.86577916,0.17301486,-0.38901776,0.60033345,-13.0,0.0,-3.0,-14.0,24.0,1004.0,3.9472632,5.01096,2.1226606,2.0393481,1.2635258,5.08153,7.0380383,6.944677,1.7202718,7.6230106,2.3877184,3.5373461,2.9514747,3.9957566,2.5442617,4.27472
1443,363.0,-110.0,-17.0,-44.0,445.0,934.0,0.115675956,0.9659907,1.135938,1.0470686,-0.8445332,4.2240252,3.3806357,0.5670702,1.7275879,0.27855557,1.1903547,0.36030018,0.8032392,-0.010825335,-0.18184212,0.6875268,-18.0,-5.0,-4.0,-28.0,11.0,1007.0,4.4552407,5.867257,2.5829008,2.7370825,1.3271693,6.504446,8.496221,10.164366,1.9224021,6.6445236,2.4533124,2.8360145,1.0353336,2.5004272,1.3579235,3.2678807
1444,377.0,-107.0,-40.0,-93.0,243.0,1276.0,0.14972906,0.91916835,1.1965274,0.8810291,-0.90856284,1.3740072,3.2333996,0.48530015,1.7918508,0.3179901,1.100041,0.18535511,0.86577916,0.112566754,-0.18184212,0.60033345,-49.0,-13.0,-8.0,-12.0,-55.0,1203.0,5.5747833,10.5416565,3.9698658,4.920327,1.9893855,14.729984,20.537241,25.926012,1.7202718,3.3078067,1.3611367,0.28637108,-0.024885884,0.7153573,-0.11332944,-0.24757458
1445,-140.0,71.0,-57.0,41.0,662.0,1156.0,0.14972906,0.87324756,0.91130126,-0.11327149,-0.12420734,0.9159696,3.0902352,0.41060627,1.9321578,1.6623048,1.0575255,-0.17807701,5.279783,2.5295336,21.565195,23.196068,-181.0,-31.0,-20.0,-119.0,-198.0,1587.0,3.75372,5.0855436,4.0312834,8.998287,0.017956518,7.680505,11.071862,29.577047,1.2207155,-0.4254652,0.91615796,-0.5999362,-0.024885884,0.43781045,-0.21597317,-1.9332438
