,left.ang.x,left.ang.y,left.ang.z,left.acc.x,left.acc.y,left.acc.z,left.forces.0,left.forces.1,left.forces.2,left.forces.3,left.forces.4,left.forces.5,left.forces.6,left.forces.7,left.forces.8,left.forces.12,left.forces.13,left.forces.14,left.forces.17,left.forces.18,left.forces.21,left.forces.22,right.ang.x,right.ang.y,right.ang.z,right.acc.x,right.acc.y,right.acc.z,right.forces.0,right.forces.1,right.forces.2,right.forces.3,right.forces.4,right.forces.5,right.forces.6,right.forces.7,right.forces.8,right.forces.12,right.forces.13,right.forces.14,right.forces.17,right.forces.18,right.forces.21,right.forces.22
0,-12.0,5.0,0.0,33.0,53.0,976.0,0.18552329,0.91916835,0.95407593,0.6236984,0.61590886,1.3092263,3.2333996,0.511785,1.158789,5.583944,2.1153421,0.3024515,27.980322,7.9727635,26.646639,29.618837,114.0,79.0,34.0,-43.0,1312.0,628.0,-1.1408108,0.5892044,0.7980176,0.96101207,-2.7640522,0.2010139,4.0718846,0.55992734,1.4680909,-0.015593896,0.91615796,-0.38909772,-0.08634382,0.9343169,0.08753522,-0.9626641
1,-12.0,9.0,0.0,24.0,43.0,1010.0,0.18552329,0.91916835,0.95407593,0.4464872,0.61590886,1.8226972,3.3212454,0.65562785,1.4746094,7.1965947,2.1153421,0.5312053,30.283485,8.333723,24.50929,27.364233,182.0,73.0,9.0,56.0,890.0,982.0,-1.2309331,0.5892044,0.77827114,0.9256469,-2.4650414,0.13464636,4.0479956,0.54091585,1.4356092,-0.015593896,0.91407496,-0.38909772,-0.08634382,0.9343169,0.08753522,-0.9626641
2,-8.0,8.0,0.0,19.0,35.0,1004.0,0.3026972,0.9659907,0.9770462,0.4464872,1.1951033,2.391122,3.2333996,0.9592206,2.1367946,7.6695533,2.1153421,0.9162328,29.92486,8.933559,22.543837,23.955046,213.0,83.0,33.0,-63.0,357.0,1274.0,-0.95849884,0.8930551,0.8080829,0.9968515,-2.7640522,0.13464636,4.0718846,0.55992734,1.4356092,-0.28699034,0.9206464,-0.4934752,-0.14720464,0.7872999,0.3785097,-0.9626641
3,-8.0,9.0,4.0,14.0,29.0,1001.0,0.6762685,0.91916835,1.0010482,0.35614976,1.7089458,2.955814,3.5014343,1.2723054,3.4868321,9.725572,3.266219,1.4399922,31.186981,9.322289,19.428808,19.811451,171.0,84.0,37.0,-377.0,-331.0,1434.0,-0.95849884,0.5892044,0.7897148,0.788982,-2.7640522,0.2010139,4.000637,0.54091585,1.5806947,0.37804067,0.91615796,-0.4934752,-0.14720464,0.6444469,-0.11332944,-1.7320627
4,-5.0,5.0,0.0,10.0,25.0,1008.0,1.1169024,1.1117884,1.0260649,0.35614976,3.1411588,5.1427746,4.251169,1.399149,5.0187197,11.475071,5.3761363,1.893842,28.858387,8.333723,15.179259,15.970447,154.0,116.0,64.0,-469.0,-402.0,1688.0,-1.2309331,0.48315126,0.8199424,0.75602806,-2.4650414,0.068306506,3.9538326,0.5069384,1.4680909,0.24858661,0.9206464,0.10285662,-0.14720464,0.6797736,0.08753522,-1.3403915
5,-5.0,0.0,0.0,5.0,22.0,1006.0,1.2347175,1.3720835,1.135938,0.6236984,4.254269,6.8149643,6.2564983,1.9518297,7.4327326,12.339206,6.521978,2.141981,24.06325,7.9727635,10.457656,10.689362,184.0,113.0,48.0,-164.0,-576.0,1606.0,-0.95849884,0.5892044,0.783143,0.82242346,-2.6130366,0.26740894,4.0479956,0.54091585,1.4356092,0.24858661,0.9206464,-0.28676605,-0.14720464,0.57455915,0.4729377,-1.1498079
6,-8.0,-1.0,0.0,9.0,15.0,1004.0,1.4158595,1.4266679,1.1965274,0.53566635,5.083484,9.288441,8.091269,3.8124459,8.727177,13.062408,7.7891746,2.8843443,16.371284,5.7447386,5.0076904,6.1358137,169.0,114.0,-29.0,93.0,-556.0,1453.0,-1.2309331,0.5892044,0.77827114,0.85634995,-2.320026,0.0019945984,4.0242467,0.49203193,1.4680909,-0.5658293,0.9173196,-0.8192602,-0.26711157,0.6093758,0.4729377,-2.346532
7,-12.0,-3.0,0.0,10.0,11.0,1008.0,1.727164,2.2739806,1.7146137,1.3663871,4.8823867,14.269712,10.267902,6.3778677,10.419384,13.207915,10.507002,3.3892727,8.370716,3.6407626,0.8090736,2.2930067,155.0,68.0,-84.0,445.0,-590.0,1411.0,-0.95849884,0.37454644,0.7980176,0.9256469,-2.320026,0.2010139,4.0242467,0.5802484,1.4680909,-0.28699034,0.91407496,-0.1864424,-0.3261457,0.57455915,0.8390317,-1.3403915
8,-7.0,-11.0,0.0,12.0,8.0,1026.0,2.5669734,4.712613,2.2692344,2.7389574,6.4117618,19.707241,16.344027,9.305559,11.250794,11.11419,11.077273,3.2362866,1.7738748,1.4703304,-0.38901776,1.2944504,125.0,35.0,-64.0,577.0,-933.0,1267.0,-1.2309331,0.5892044,0.7750686,0.85634995,-2.1779497,0.3338313,4.0479956,0.523243,1.4356092,-0.15037605,0.9274927,-0.38909772,-0.20746252,0.6444469,0.3785097,-1.1498079
9,-78.0,-37.0,7.0,60.0,-12.0,1347.0,4.4723735,8.083775,4.218085,3.8855007,7.940204,25.05516,26.064976,12.288474,10.58634,5.583944,6.425278,1.0761755,0.86577916,0.78896344,-0.18184212,1.0059359,38.0,6.0,10.0,502.0,-1602.0,1063.0,-1.1408108,0.79405826,0.77827114,0.89075863,-2.1779497,0.3338313,4.0479956,0.55992734,1.4680909,0.24858661,0.9206464,-0.9321988,-0.08634382,0.7153573,0.18585505,-0.7789142
10,-128.0,-9.0,6.0,17.0,-22.0,1291.0,5.62754,11.128631,4.862074,5.0224934,9.35323,29.263338,39.301643,19.143757,5.9581122,3.707407,3.0303478,-0.05480285,0.68147284,0.4635567,-0.07942656,0.91290903,-127.0,-96.0,38.0,701.0,-2106.0,951.0,-1.0499684,0.8930551,0.7980176,1.0699425,-2.0387714,0.2010139,4.0242467,0.6018505,1.5030708,1.2375529,0.97752035,-0.5999362,1.0353336,0.751199,3.7965746,4.192791
11,-192.0,2.0,9.0,41.0,-78.0,1334.0,6.009326,12.006039,6.483519,7.5157075,5.3607,29.263338,37.051857,23.40833,1.8669722,2.379787,1.3840313,-0.05480285,0.50728446,-0.010825335,0.22326112,0.6875268,-106.0,-123.0,0.0,46.0,662.0,1289.0,-1.0499684,0.5892044,0.77350503,1.1448987,-1.638215,0.2010139,4.0479956,0.49203193,1.3092324,1.5823739,0.93664944,-0.4934752,2.2278454,1.8198502,9.3424835,6.8499293
12,-234.0,20.0,19.0,101.0,-148.0,1426.0,5.7376695,13.685846,8.891005,10.265539,1.9982185,17.917282,23.37522,23.540623,1.4746094,2.2313905,1.0408128,-0.30362397,0.50728446,0.29151344,-0.49379984,0.91290903,-118.0,-86.0,-5.0,-238.0,133.0,1213.0,-0.6812132,0.8930551,0.7783516,1.1448987,-2.0387714,0.13464636,4.0479956,0.46653515,1.2747478,1.8049235,0.9954594,-0.38909772,4.686109,2.741341,20.395226,11.774961
13,-294.0,49.0,42.0,196.0,-272.0,1599.0,5.460649,11.565593,10.054206,11.279576,0.9487908,8.881858,11.045062,16.296583,1.4060863,0.7412056,0.99591917,-0.05480285,1.4043623,0.3496027,-0.49379984,0.73176587,-192.0,-132.0,13.0,-163.0,125.0,1580.0,-0.58810455,0.79405826,0.77827114,0.85634995,-1.5102179,0.3338313,4.000637,0.5069384,1.239265,4.0069466,1.061603,0.10285662,14.835966,6.2442946,26.023008,21.770475
14,-340.0,-1.0,57.0,341.0,-760.0,2336.0,4.1673717,8.285815,7.888204,6.317114,0.14933562,5.3444633,6.074574,7.9568486,1.1664679,1.2045084,1.0978341,0.8622928,0.99411494,0.7363365,-0.49379984,0.64371467,-85.0,-63.0,14.0,-11.0,33.0,1274.0,-0.95849884,0.79405826,0.7980176,1.1071887,-1.5102179,0.66635096,4.0718846,0.5069384,1.2207155,5.526054,1.3611367,0.71459866,22.162844,9.956093,26.700804,21.489424
15,-337.0,-15.0,76.0,-127.0,-461.0,2623.0,2.5669734,3.8842988,4.218085,3.579716,-0.32549277,2.830355,4.079858,2.4601977,1.2358999,1.395426,1.0575255,0.69842094,0.50728446,0.23265727,-0.59939283,0.60033345,-5.0,-13.0,1.0,5.0,8.0,1090.0,-0.95849884,0.5892044,0.77350503,1.2607844,-0.6872919,0.7329366,4.0718846,0.55992734,1.3042525,7.5027375,2.0749316,1.7773296,22.320189,12.472679,26.023008,19.209938
16,-301.0,-63.0,112.0,588.0,644.0,2770.0,0.62537456,1.4820763,1.2941169,2.3623683,-0.8445332,1.8226972,3.5014343,0.71829695,1.7275879,0.5873412,1.0762466,0.0060154353,0.86577916,0.0512933,-0.07942656,0.95922124,-3.0,-4.0,0.0,-38.0,17.0,1005.0,-0.86649245,0.692807,0.78924006,1.6761407,0.017956518,2.3401043,4.3955803,0.6018505,1.2737663,7.44246,2.1353674,2.396417,24.58096,13.459782,20.277752,13.784124
17,90.0,15.0,41.0,394.0,3198.0,203.0,0.22299235,1.0137068,0.9770462,0.4464872,-0.8445332,0.98210907,3.1756516,0.36488646,1.6671574,0.7950735,1.1903547,-0.36728334,0.68147284,0.0512933,0.322673,1.0059359,-3.0,-2.0,0.0,-39.0,20.0,1002.0,-0.774036,0.8930551,0.7968964,1.5895666,1.6245738,3.5608418,4.526822,0.62470526,1.227121,6.7695646,2.8657882,3.1510415,22.47808,12.035616,14.700438,8.845736
18,238.0,144.0,-3.0,180.0,1391.0,844.0,0.22299235,0.9659907,0.9770462,-0.016990552,-0.78185743,0.9159696,3.0902352,0.34328243,1.7918508,0.68860215,1.1903547,-0.24055967,0.45152625,-0.13767837,0.022221994,1.0530491,-4.0,-1.0,0.0,-40.0,16.0,999.0,-0.86649245,1.1774578,0.7968964,1.5895666,2.175037,3.9719021,5.2751517,0.91622525,1.5796913,6.6445236,3.1568682,3.5796535,16.577682,10.358094,7.332896,7.069235
19,280.0,69.0,1.0,561.0,1054.0,649.0,0.18552329,1.0137068,0.9770462,-0.11327149,-0.8445332,1.0479956,3.1185477,0.36488646,2.0083463,0.49160206,1.1570392,-0.24055967,0.39694083,0.112566754,0.5193339,1.1005566,-8.0,0.0,-1.0,-44.0,13.0,1001.0,-0.21431808,1.6148312,0.8892476,1.1830697,3.0354097,4.6628733,5.899135,1.719542,1.516997,6.3910556,3.3066435,4.2208714,10.42841,7.9031672,3.5050826,5.1891584
20,347.0,-61.0,-117.0,812.0,-192.0,1856.0,0.08343187,0.8282364,0.95407593,-0.016990552,-0.60164267,1.2442449,3.1756516,0.34328243,2.0083463,0.40170717,1.2269567,-0.17807701,0.24034686,0.17301486,0.123114325,1.1484545,-10.0,1.0,-2.0,-40.0,5.0,1001.0,0.25089818,2.3880916,1.3183998,1.1448987,2.9360063,6.504446,6.6358595,4.2381916,2.1511,6.6445236,3.382508,3.3244283,5.711659,5.4736714,2.694558,3.5664854
21,340.0,-94.0,-110.0,802.0,-566.0,2268.0,0.115675956,0.91916835,0.9321551,-0.11327149,-0.78185743,0.98210907,3.1756516,0.32253042,2.1731606,0.49160206,1.1903547,-0.17807701,0.34354064,-0.07380916,0.6166038,0.91290903,-14.0,-4.0,-5.0,-50.0,-6.0,1016.0,3.8521726,5.3901453,2.7998602,2.4286761,3.4222822,11.408275,10.439177,9.699979,2.4567375,5.934269,4.834421,3.2814074,1.2493383,2.2665539,1.2736645,1.0311154
22,285.0,-160.0,-132.0,1139.0,-1235.0,2386.0,0.115675956,0.87324756,0.9321551,0.07808286,-0.4325028,1.4385979,3.0902352,0.36488646,2.0083463,0.3590551,1.1903547,-0.43155134,0.6222699,0.23265727,0.322673,0.86700326,-34.0,-22.0,-5.0,-50.0,-20.0,1047.0,4.4165444,6.3705015,2.5297706,2.8963847,3.4222822,12.267524,13.684111,11.685258,2.7344742,4.4932165,3.4589937,2.54837,0.48761344,1.2018073,0.5661601,0.729508
23,198.0,-250.0,-96.0,-428.0,-1932.0,2634.0,0.115675956,0.91916835,0.9321551,-0.016990552,-0.3784427,1.3740072,3.062081,0.41060627,1.8600168,0.40170717,1.0762466,-0.36728334,0.45152625,-0.13767837,-0.38901776,0.7764276,-78.0,-6.0,-13.0,-13.0,-70.0,1101.0,5.0114436,9.411694,2.9108396,4.4726686,3.486907,18.823175,22.831795,21.535364,2.3513258,4.1723957,1.9004706,0.28637108,0.42157438,0.8971685,1.4413807,0.254838
24,157.0,-2.0,-55.0,-851.0,-2794.0,2047.0,0.115675956,0.91916835,0.95407593,-0.11327149,-0.27362347,1.179053,3.1756516,0.34328243,2.0083463,0.3179901,1.0762466,-0.36728334,0.39694083,-0.13767837,-0.18184212,1.2454054,-105.0,-7.0,-17.0,-81.0,-133.0,1193.0,5.868983,9.743769,2.9108396,5.585484,3.1653857,20.631796,26.450027,27.19927,1.516997,3.3986845,1.5374354,0.0083313575,0.62133616,1.0094075,1.2736645,-0.9626641
25,-4.0,28.0,28.0,-394.0,-3419.0,1543.0,0.08343187,0.91916835,0.9321551,0.07808286,-0.17300975,1.179053,3.2333996,0.38733146,1.9321578,0.49160206,1.0762466,-0.24055967,0.34354064,0.7363365,4.1157713,2.8640518,-144.0,-10.0,-33.0,-119.0,-189.0,1269.0,6.190088,9.08585,3.7870014,7.446526,2.4678545,17.324291,23.238409,29.577047,1.3219043,2.3370907,1.282413,-0.088089146,1.3216846,0.7153573,0.3785097,-0.42141443
26,-149.0,126.0,-6.0,-449.0,-3068.0,680.0,0.115675956,0.87324756,0.95407593,0.07808286,-0.66044307,1.1136401,3.1185477,0.34328243,1.8600168,0.8501687,1.037792,-0.36728334,2.7554116,1.7374675,16.255362,13.637768,-201.0,-5.0,-54.0,-200.0,-281.0,1443.0,6.227955,8.350797,5.5576186,9.483266,1.6245738,10.329208,14.9468,22.72518,1.260994,1.5823739,1.1769611,-0.38909772,1.6160301,0.751199,0.28283086,-1.1498079
27,-192.0,83.0,3.0,-155.0,313.0,1944.0,0.18552329,0.91916835,1.0010482,0.35614976,-0.12420734,0.9159696,3.0902352,0.26549876,1.6671574,1.7310259,1.037792,-0.30362397,10.128521,4.791052,32.348076,36.89761,-294.0,-31.0,-99.0,-342.0,-325.0,1716.0,6.909842,7.4600554,7.4148293,10.227351,1.0635871,5.645242,9.7849,15.922462,1.2231205,0.37804067,1.0375441,-0.38909772,1.5417067,0.9343169,0.7491641,-1.5344609
28,-210.0,41.0,-3.0,103.0,86.0,1604.0,0.115675956,0.8282364,0.95407593,0.53566635,0.01652525,0.9159696,3.0902352,0.26549876,1.8600168,3.3073988,1.0408128,0.06630566,23.073807,8.705416,27.994503,33.069324,-397.0,4.0,-156.0,-15.0,-439.0,2676.0,4.377255,3.9528904,3.1948752,1.2607844,-1.7689453,1.5341839,5.529406,3.3823211,1.2747478,1.2375529,0.9480702,0.19552408,0.22680476,0.6444469,0.18585505,-2.138051
29,-5.0,3.0,-1.0,0.0,14.0,1043.0,0.5755724,0.9659907,1.0260649,0.96459174,1.3451942,2.1393056,3.1185477,0.59584934,1.5503165,5.420509,2.0533543,1.3887144,28.155167,11.599948,24.38915,26.790537,-267.0,-3.0,-172.0,-833.0,77.0,3696.0,0.15836105,1.3574727,0.9273085,0.75602806,-2.7640522,1.400345,4.5804095,0.81747633,1.4680909,0.8789219,0.9206464,-0.70851856,-0.024885884,0.823661,-0.11332944,-1.1498079
30,-1.0,0.0,0.0,8.0,20.0,1004.0,0.62537456,1.0623085,1.0790735,0.6236984,1.5253175,3.081364,3.8479512,0.71829695,2.0801985,6.396265,3.0303478,2.092488,26.767101,11.068397,17.923712,18.74214,110.0,-62.0,37.0,-571.0,3238.0,-592.0,-0.95849884,0.5892044,0.7980176,0.66011906,-2.7640522,0.5997927,4.243103,0.5802484,1.5030708,-0.015593896,0.91407496,-0.70851856,-0.14720464,0.6797736,-0.11332944,-0.5985127
31,-6.0,-1.0,-1.0,5.0,20.0,1000.0,1.1754899,1.0623085,1.135938,0.8810291,2.1343691,4.942918,4.909242,1.2723054,2.9735923,7.8259044,4.547586,2.1914272,22.259396,9.401301,11.922794,11.641997,214.0,-4.0,75.0,-801.0,1238.0,480.0,-0.6812132,0.48315126,0.7980176,0.69159395,-2.7640522,0.66635096,4.0718846,0.55992734,1.3779742,-0.015593896,0.91407496,-0.5999362,-0.14720464,0.6093758,0.08753522,-0.7789142
32,-7.0,-1.0,0.0,5.0,18.0,1000.0,1.1169024,1.5953346,1.2607138,1.7427802,2.540623,7.6314597,6.92636,2.7281032,5.187708,9.651392,5.0037165,2.5865316,17.265177,7.3501644,7.1656194,7.399308,275.0,37.0,43.0,-276.0,961.0,621.0,-1.1408108,0.5892044,0.7897148,0.7235645,-2.6130366,0.66635096,4.0242467,0.55992734,1.2607923,-0.7081114,0.9144459,-0.5999362,0.22680476,0.57455915,0.28283086,-0.5985127
33,-8.0,0.0,0.0,10.0,14.0,1002.0,1.4158595,2.2085342,1.7146137,2.6780214,2.958924,10.210004,9.409174,5.5419226,6.824736,9.725572,6.6188374,2.934265,12.386659,5.801335,3.255556,4.4026217,326.0,61.0,57.0,-201.0,593.0,947.0,-0.95849884,0.79405826,0.7897148,0.69159395,-2.6130366,0.5997927,4.0479956,0.54091585,1.3298384,0.24858661,0.9206464,-0.5999362,-0.024885884,0.47162265,0.65822107,-0.7789142
34,-7.0,-3.0,0.0,7.0,10.0,1005.0,2.6975994,4.712613,2.7931712,2.858772,3.3325207,12.630793,11.79441,7.5582027,7.3459377,10.021013,7.202639,2.6855364,5.929266,4.1713963,1.0927552,2.4049075,338.0,84.0,54.0,-129.0,-19.0,1324.0,-0.95849884,0.79405826,0.7897148,0.82242346,-2.7640522,0.068306506,4.000637,0.54091585,1.3298384,-0.28699034,0.9206464,-0.8192602,0.037163474,0.5399956,0.65822107,-0.5985127
35,-4.0,-8.0,1.0,15.0,2.0,1012.0,3.539445,5.9578342,2.9595702,3.0336108,3.9643826,15.071168,14.22105,10.063028,8.641462,9.4280405,8.376242,2.6855364,2.0866559,2.3668606,0.022221994,1.5452119,345.0,99.0,40.0,-69.0,-119.0,1835.0,-0.86649245,0.692807,0.83362854,0.89075863,-3.0753064,0.26740894,4.0242467,0.5802484,1.3298384,-0.5658293,0.9206464,-0.8192602,0.099798664,0.5056839,1.0157061,-1.1498079
36,0.0,-8.0,5.0,42.0,3.0,1020.0,4.8297687,8.184629,4.6664734,3.579716,4.623358,21.816229,17.076338,11.552572,8.727177,6.3154964,7.202639,1.993321,0.99411494,1.1897804,0.022221994,1.3438697,329.0,106.0,45.0,-271.0,-473.0,2139.0,-1.1408108,0.8930551,0.77827114,0.69159395,-2.6130366,0.2010139,4.0479956,0.523243,1.3298384,0.11738434,0.91407496,-0.28676605,0.22680476,0.5056839,1.1885669,-0.7789142
37,-47.0,3.0,7.0,7.0,-12.0,1066.0,5.955392,10.803307,4.6017094,4.08248,5.72175,22.787533,23.804867,14.562842,6.477418,3.7880456,5.282478,0.5873366,0.5642031,0.68309057,-0.07942656,1.0530491,251.0,137.0,1.0,-503.0,-950.0,2142.0,-1.1408108,0.48315126,0.8199424,0.75602806,-2.7640522,0.3338313,3.977166,0.523243,1.2607923,-0.15037605,0.91407496,-0.5999362,0.29116505,0.40424585,0.3785097,-1.5344609
38,-76.0,6.0,11.0,-1.0,-29.0,1093.0,6.5394697,11.6753845,5.125731,4.8836346,5.575401,26.501413,30.46248,19.037804,4.6840677,2.9922156,3.509775,0.0060154353,0.86577916,0.57467,-0.81305677,1.1005566,253.0,180.0,-22.0,111.0,-1259.0,2215.0,-0.95849884,0.5892044,0.8199424,0.75602806,-2.9181287,0.26740894,3.977166,0.54091585,1.3298384,-0.015593896,0.9227458,-1.1648189,-0.08634382,0.47162265,0.18585505,-0.5985127
39,-106.0,2.0,7.0,-18.0,-70.0,1179.0,6.9548116,11.456018,6.483519,6.8950057,5.5031896,28.69629,34.513504,21.398481,2.313907,2.682582,1.9927261,-0.24055967,0.5642031,0.3496027,-0.49379984,0.91290903,15.0,-42.0,-3.0,1232.0,-3508.0,1179.0,-1.1408108,0.5892044,0.77827114,0.96101207,-2.4650414,0.13464636,4.0242467,0.54091585,1.3779742,1.1195782,0.91407496,-0.8192602,0.8259624,0.8602836,2.7692547,4.023445
40,-156.0,8.0,11.0,31.0,-121.0,1306.0,6.5394697,11.456018,7.675235,9.040068,3.18813,26.769663,31.012396,20.925844,1.3175522,2.2313905,1.4689012,-0.24055967,0.2913384,0.23265727,-0.59939283,0.6875268,-167.0,-152.0,53.0,1062.0,-3232.0,865.0,-1.1408108,1.0846632,0.7968964,0.96101207,-2.6130366,0.2010139,4.0479956,0.46653515,1.2747478,2.0218422,0.961709,-0.4934752,2.9514747,1.7767159,15.019729,9.092937
41,-275.0,11.0,45.0,222.0,-290.0,1657.0,5.2347846,10.372899,9.688718,13.48054,1.0733712,9.786478,8.972074,14.397838,1.3175522,1.1427956,1.026456,-0.30362397,0.74179983,0.4635567,-0.49379984,0.7764276,-252.0,-85.0,37.0,354.0,139.0,1831.0,-0.774036,0.8930551,0.77517587,0.85634995,-2.0387714,0.3338313,4.0242467,0.45600685,1.2489771,3.9228933,1.0375441,-0.1864424,12.435921,5.9184117,26.5642,24.419666
42,-391.0,1.0,95.0,497.0,-544.0,2208.0,5.177698,6.5187488,8.6030445,9.178041,0.47034997,6.8877997,6.44255,9.5108795,1.1740463,0.4459035,1.0555149,0.06630566,1.6980313,0.62920773,-0.59939283,0.73176587,-95.0,-82.0,8.0,-93.0,29.0,1429.0,-0.86649245,1.0846632,0.77827114,0.9968515,-1.9024504,0.5332616,4.0718846,0.4395487,1.2737663,6.7695646,1.3209583,0.71459866,22.162844,9.956093,22.68226,19.85987
43,-457.0,-102.0,126.0,241.0,-589.0,2717.0,3.2180698,4.712613,3.6607985,3.683196,-0.17300975,3.9033384,4.645402,4.172376,1.1748728,1.5943552,0.991665,0.18535511,0.74179983,0.4635567,-0.49379984,0.64371467,-6.0,-22.0,3.0,-15.0,27.0,1088.0,-0.58810455,1.0846632,0.77827114,1.1071887,-0.90978354,0.79954964,4.0242467,0.47855392,1.516997,7.6230106,2.2594805,2.0722098,22.95505,13.096725,21.826788,17.364826
44,-426.0,-31.0,153.0,525.0,99.0,3383.0,0.9453843,1.5953346,1.8447038,1.6694453,-0.54407275,3.018574,3.7194645,1.4425007,1.508163,0.63730115,1.0111572,-0.17807701,0.86577916,0.23265727,0.022221994,0.82150817,-3.0,-6.0,0.0,-40.0,31.0,1005.0,-0.774036,0.79405826,0.783143,1.4629576,0.6980015,2.8128917,4.1688595,0.49203193,1.6475185,8.281475,2.7248724,3.018198,24.251316,13.551288,17.755634,13.153445
45,-64.0,70.0,97.0,58.0,3345.0,-1219.0,0.26207143,0.9659907,1.0010482,1.4436396,-0.7205044,1.8862287,3.2044446,0.62537205,1.7275879,0.49160206,1.1903547,-0.17807701,0.34354064,0.29151344,-0.28503552,0.86700326,-4.0,-3.0,0.0,-44.0,38.0,999.0,-0.95849884,0.9898924,0.7783516,1.2216991,1.5096245,3.356177,4.7171702,0.62470526,1.9224021,7.44246,3.5360787,3.9184313,19.718834,11.949063,12.121296,8.377858
46,325.0,77.0,-2.0,421.0,1546.0,1297.0,0.14972906,0.91916835,0.9770462,0.7963677,-0.7205044,1.1136401,2.9785597,0.78377414,1.7918508,0.49160206,1.1570392,-0.30362397,0.34354064,0.112566754,-0.07942656,1.0059359,-6.0,0.0,0.0,-39.0,32.0,1002.0,-0.58810455,1.1774578,0.8164951,1.2607844,2.3468354,4.3164005,5.4326553,1.2623016,1.9661077,7.44246,4.1718097,3.9184313,14.187902,9.172639,6.3560925,6.6018796
47,347.0,-8.0,-21.0,675.0,994.0,694.0,0.18552329,0.91916835,0.95407593,0.53566635,-0.90856284,1.1136401,3.0902352,0.38733146,2.0083463,0.3590551,1.1570392,-0.30362397,0.2913384,0.23265727,-0.28503552,1.1005566,-10.0,1.0,-1.0,-49.0,28.0,1005.0,-0.120884605,2.2417529,1.1258825,0.9968515,2.7995899,5.151636,6.4814982,2.7363286,2.403607,7.8627467,4.0906787,3.8333952,8.227627,5.9184117,2.9178655,5.3075147
48,387.0,-23.0,-69.0,358.0,448.0,1147.0,0.14972906,0.87324756,0.91130126,0.35614976,-0.9739776,0.7159244,2.9785597,0.43469995,1.9321578,0.5387615,1.1570392,-0.36728334,0.45152625,0.112566754,-0.18184212,1.0059359,-11.0,2.0,-3.0,-49.0,21.0,1004.0,2.3479967,3.4169607,1.5037286,1.2607844,3.133092,7.531362,7.1213527,3.563199,2.7344742,7.922576,3.8499825,3.2381856,3.453884,3.9957566,2.0060406,3.0580373
49,383.0,-83.0,-106.0,517.0,71.0,1355.0,0.14972906,0.91916835,0.9321551,0.4464872,-0.90856284,0.9159696,3.0062442,0.36488646,2.0886557,0.3179901,1.2669028,-0.49644136,0.14204775,0.0512933,-0.18184212,1.1005566,-14.0,0.0,-5.0,-55.0,13.0,1009.0,3.75372,4.718418,2.2212644,1.6761407,3.0681283,9.367864,9.064328,5.3655314,2.3513258,7.562917,3.5360787,2.9279172,1.766131,2.5480466,1.1025935,1.7356439
50,381.0,-85.0,-126.0,413.0,-76.0,1911.0,0.115675956,0.91916835,0.9321551,-0.016990552,-0.78185743,0.9159696,3.1756516,0.32253042,1.9321578,0.27855557,1.1570392,-0.24055967,0.34354064,-0.13767837,-0.49379984,0.95922124,-23.0,-10.0,-5.0,-56.0,3.0,1019.0,4.377255,7.177117,2.4771082,2.1342795,3.390104,12.006949,10.500783,8.725425,2.199781,6.5183907,4.666749,2.6946414,1.106159,1.5652046,1.1025935,1.8683945
51,390.0,-115.0,-83.0,498.0,-179.0,2503.0,0.08343187,0.87324756,0.9321551,-0.016990552,-0.66044307,1.1136401,3.1756516,0.36488646,1.7918508,0.3179901,1.1903547,-0.30362397,0.34354064,-0.07380916,-0.28503552,0.86700326,-40.0,-27.0,-8.0,-54.0,-18.0,1034.0,5.2318606,8.661406,2.2713938,2.581159,3.7518406,13.700244,14.010007,12.343258,2.565472,5.025509,3.382508,1.5877953,0.29116505,0.9717296,1.0157061,0.254838
52,-224.0,89.0,-79.0,-563.0,-4047.0,763.0,0.115675956,0.91916835,0.95407593,0.07808286,-0.2228055,1.3092263,3.2625175,0.511785,1.8600168,0.5387615,1.0021396,-0.24055967,0.6222699,0.84098905,5.651701,5.388263,-62.0,-8.0,-12.0,-53.0,-46.0,1115.0,5.1382117,10.081868,2.5297706,3.566203,3.6509569,15.40556,18.802279,17.703451,2.6210375,4.0069466,2.3877184,0.6322977,0.099798664,1.0473517,1.3579235,0.09050758
53,-170.0,126.0,-83.0,1.0,57.0,1260.0,0.18552329,0.87324756,0.91130126,0.07808286,-0.27362347,1.0479956,3.2044446,0.32253042,1.9321578,1.0224552,1.0555149,-0.49644136,3.292532,1.9943563,20.831139,18.32694,-316.0,24.0,-170.0,-968.0,1709.0,3593.0,0.7071733,1.6148312,0.78924006,0.59866744,-2.6130366,1.400345,4.2681437,0.6487849,1.405584,0.63181406,0.9144459,-0.5999362,-0.024885884,0.57455915,0.18585505,-0.9626641
54,-260.0,74.0,17.0,107.0,72.0,1629.0,0.14972906,0.74097484,0.9770462,0.6236984,-0.17300975,1.179053,2.869362,0.30264163,1.3456658,4.1935925,1.0978341,0.0060154353,25.066006,9.322289,27.31166,29.463291,127.0,-41.0,1.0,-676.0,2274.0,1365.0,-0.02758699,0.5892044,0.783143,0.6291427,-3.2356255,0.3338313,4.1444016,0.523243,1.3527391,-0.015593896,0.9144459,-0.4934752,-0.08634382,0.6093758,0.08753522,-0.5985127
