,left.ang.y,left.ang.z,left.acc.x,left.acc.y,left.acc.z,left.forces.0,left.forces.1,left.forces.2,left.forces.3,left.forces.4,left.forces.5,left.forces.6,left.forces.7,left.forces.8,left.forces.12,left.forces.13,left.forces.14,left.forces.17,left.forces.18,left.forces.21,left.forces.22,left.totalForce,right.ang.y,right.ang.z,right.acc.x,right.acc.y,right.acc.z,right.forces.0,right.forces.1,right.forces.2,right.forces.3,right.forces.4,right.forces.5,right.forces.6,right.forces.7,right.forces.8,right.forces.12,right.forces.13,right.forces.14,right.forces.17,right.forces.18,right.forces.21,right.forces.22,right.totalForce
0,-7.0,12.0,4.0,-50.0,1138.0,6.434615,9.946519,5.0595255,4.1792974,7.1519723,31.16179,50.55183,26.974577,9.239309,5.7471247,9.641694,4.860243,0.68147284,0.5194591,-0.18184212,0.73176587,172.69936,73.0,-82.0,496.0,-1726.0,1166.0,-1.2309331,1.0846632,0.7897148,0.7235645,-3.0753064,0.26740894,4.0718846,0.5069384,1.5806947,0.11738434,0.9206464,-0.4934752,-0.024885884,0.7153573,0.5661601,-1.3403915,5.1794257
1,-10.0,12.0,4.0,-79.0,1126.0,7.5728693,10.587613,5.2586966,5.1151457,7.7610216,36.939354,65.624435,33.96373,7.519489,4.60182,5.4701347,2.339589,0.5642031,0.57467,-0.49379984,0.73176587,194.13074,12.0,-52.0,365.0,-1824.0,968.0,-0.95849884,1.0846632,0.783143,0.82242346,-3.2356255,0.66635096,4.0479956,0.5802484,1.5806947,-0.015593896,0.93664944,-0.28676605,0.037163474,0.7153573,0.5661601,-1.1498079,6.1745567
2,-8.0,10.0,15.0,-164.0,1164.0,8.304629,12.672853,5.526721,6.7869477,5.575401,40.17905,85.51394,43.3832,2.765595,3.2281487,2.178656,0.8622928,0.6222699,0.17301486,-0.59939283,0.6875268,217.86086,1.0,-66.0,106.0,-1706.0,810.0,-0.95849884,1.0846632,0.783143,0.75602806,-3.2356255,0.79954964,4.0479956,0.523243,1.5405912,0.37804067,0.9274927,-0.38909772,0.16301422,0.8602836,0.5661601,-0.24757458,7.599408
3,-5.0,12.0,20.0,-218.0,1179.0,9.300762,13.233821,6.5528154,8.184429,3.743883,32.375484,73.22306,40.682457,3.0446296,2.4547694,1.5608052,0.5312053,0.99411494,0.112566754,-0.49379984,0.60033345,196.10133,-173.0,-5.0,299.0,-336.0,838.0,-1.0499684,1.0846632,0.77350503,0.85634995,-3.2356255,0.8661904,4.0479956,0.62470526,1.3527391,2.1282513,0.97752035,0.28637108,2.4649816,1.2018073,6.0407896,6.8240476,25.244324
4,12.0,25.0,64.0,-417.0,1361.0,8.4651785,13.799287,8.531232,11.768263,2.3496442,14.269712,23.09278,20.23779,2.1367946,1.2672058,1.0145017,0.4746641,2.8428793,0.7363365,-0.18184212,0.6875268,111.49196,-113.0,57.0,-352.0,565.0,1034.0,-0.86649245,1.1774578,0.7750686,0.85634995,-3.0753064,0.9995556,4.0479956,0.5069384,1.2223802,2.0218422,1.0876157,0.87444043,6.887192,2.7903695,12.321901,9.008195,40.6355
5,-100.0,34.0,263.0,-1123.0,2422.0,5.1203575,7.883076,3.721521,4.7909904,0.820021,4.353264,5.9851313,3.1164157,1.1995357,0.7950735,1.0230237,0.36030018,0.39694083,0.29151344,-0.38901776,0.60033345,40.068485,-113.0,43.0,349.0,219.0,2188.0,-0.58810455,0.9898924,0.77827114,0.82242346,-2.4650414,0.79954964,4.000637,0.523243,1.2260028,6.0007005,2.3877184,2.3443644,20.316986,8.640426,20.277752,14.748746,80.80357
6,-88.0,26.0,65.0,-554.0,2540.0,2.501676,4.127018,2.2197025,2.9759593,-0.3784427,1.8862287,3.5628576,0.65562785,1.6671574,0.27855557,1.1903547,-0.17807701,0.24034686,0.0512933,0.123114325,0.6875268,21.610899,-10.0,1.0,-7.0,9.0,1015.0,0.8858494,0.9898924,0.8666115,0.9968515,-1.2622584,3.4243383,4.243103,1.2204866,1.7584327,9.941459,5.9466267,4.8183327,26.43438,13.0067,23.303587,15.573955,112.148346
7,16.0,80.0,-62.0,547.0,380.0,0.115675956,0.91916835,0.95407593,0.7105949,-0.78185743,0.58109325,3.1756516,0.36488646,1.7918508,0.3179901,1.2269567,-0.05480285,0.34354064,-0.13767837,0.022221994,0.6875268,10.236894,-4.0,-1.0,-19.0,19.0,1013.0,1.7343367,1.1774578,0.8666115,0.9968515,-1.1422131,3.9719021,4.3955803,1.179462,2.510699,11.709714,6.3807435,5.379094,29.25415,14.106626,24.964258,17.247482,124.73276
8,11.0,15.0,31.0,572.0,733.0,0.18552329,0.91916835,0.91130126,0.4464872,-0.8445332,0.7159244,3.1185477,0.34328243,2.0083463,0.27855557,1.2269567,0.06630566,0.2913384,-0.13767837,0.022221994,0.82150817,10.373256,0.0,-1.0,-19.0,25.0,997.0,1.5713685,1.2683654,0.90729773,1.1830697,-0.4744062,3.629187,4.4738617,0.81747633,3.153873,12.764818,6.9033785,5.0154533,29.98239,14.864156,25.35775,16.223753,127.6418
9,-15.0,-10.0,249.0,80.0,1218.0,0.14972906,1.1117884,0.9321551,0.4464872,-0.66044307,0.64866316,3.0062442,0.34328243,1.7918508,0.3179901,1.2669028,0.3024515,0.14204775,-0.13767837,0.123114325,0.86700326,10.651589,0.0,-1.0,-18.0,27.0,998.0,2.2747612,1.3574727,0.88597476,0.9256469,-0.57966906,4.040653,4.8295126,0.8823086,3.8727617,13.487376,6.641946,5.379094,28.893547,14.577766,22.92972,13.97107,124.36994
10,-26.0,-15.0,214.0,-69.0,1792.0,0.22299235,1.0623085,0.95407593,0.35614976,-0.4325028,0.64866316,3.0340843,0.32253042,1.9321578,0.27855557,1.2669028,-0.36728334,0.2913384,-0.13767837,0.123114325,0.82150817,10.376918,-1.0,-1.0,-19.0,24.0,992.0,2.2005153,1.3574727,0.84917384,0.9256469,-0.07612673,4.941608,5.2751517,1.719542,3.6703267,13.98947,7.164807,6.1883717,26.606287,13.368573,16.865652,10.079189,115.125656
11,-36.0,6.0,366.0,-1037.0,2257.0,0.115675956,1.0623085,0.95407593,0.4464872,-0.78185743,0.64866316,3.0340843,0.32253042,1.7918508,0.3179901,1.1903547,-0.49644136,0.2913384,-0.010825335,-0.18184212,0.6875268,9.39192,-1.0,-2.0,-16.0,18.0,993.0,0.7071733,2.5313163,0.8164951,1.2216991,1.7877057,8.589698,7.0795727,2.07537,5.090783,15.135519,10.327195,10.57882,15.363074,8.194821,8.446419,7.069235,105.0149
12,-60.0,53.0,-36.0,-1847.0,1641.0,0.18552329,1.2133504,0.95407593,0.26464337,-0.4325028,0.9159696,2.9785597,0.34328243,1.7275879,0.3590551,1.1570392,-0.24055967,0.6222699,-0.13767837,-0.07942656,0.73176587,10.562955,0.0,-2.0,-15.0,18.0,999.0,0.7968263,3.1494818,1.4270573,1.4216319,1.9405549,10.005234,7.0380383,2.851413,5.9275537,15.135519,11.150948,13.039003,9.638717,5.287188,7.1667533,6.0426784,102.0186
13,-35.0,-2.0,-530.0,-2668.0,915.0,0.26207143,0.9659907,0.91130126,0.4464872,-0.2228055,0.8495664,3.062081,0.36488646,1.8600168,0.49160206,1.0230237,0.0060154353,0.39694083,-0.07380916,-0.38901776,0.82150817,10.775859,10.0,-3.0,-24.0,13.0,1014.0,3.3809175,6.7212143,1.6665663,2.8429122,2.5452807,10.905127,7.464591,5.9965963,5.7732024,13.405301,12.840736,14.919802,2.5449398,1.6912804,2.9178655,1.9985209,97.61484
14,46.0,-65.0,-206.0,-3004.0,911.0,0.18552329,1.0137068,0.9321551,0.53566635,-0.27362347,0.78288835,3.0340843,0.32253042,1.7918508,0.9638952,1.037792,0.4746641,1.7738748,1.0927042,6.4170976,3.8948374,23.979645,5.0,-7.0,-68.0,-84.0,1132.0,7.884897,16.372488,8.705377,14.7362,3.197586,16.097649,17.623842,10.636979,1.487641,4.0901074,2.0749316,1.3184868,0.75722075,0.751199,0.4729377,-1.1498079,105.057724
15,67.0,-134.0,148.0,309.0,1086.0,0.115675956,0.7841428,0.8915324,0.8810291,-0.4325028,0.64866316,2.9236548,0.30264163,1.7918508,1.5943552,1.0021396,-0.24055967,11.175052,3.9906247,27.44678,26.648859,79.52394,17.0,-16.0,-146.0,-157.0,1130.0,6.592606,15.572833,8.705377,14.639364,3.0681283,13.977327,13.365795,8.149714,1.3618737,3.9228933,1.9004706,0.6322977,0.48761344,0.823661,0.8390317,-1.5344609,92.504524
16,166.0,-12.0,-355.0,88.0,2250.0,0.18552329,0.8282364,0.8915324,0.8810291,-0.07636962,0.7159244,2.9236548,0.26549876,4.518674,7.5125446,3.266219,2.8345199,31.368877,12.237763,23.219362,25.269394,116.842384,40.0,-57.0,-408.0,-196.0,1592.0,5.169527,12.597276,8.5683,9.646896,1.0635871,6.0726457,7.8243732,3.3224134,1.2499111,3.3986845,1.3611367,-0.088089146,0.75722075,0.7153573,0.7491641,-1.5344609,60.873955
17,0.0,-3.0,-12.0,9.0,1020.0,2.046764,1.7712145,1.9807236,4.6981635,2.2762952,7.4804616,6.4897194,5.5419226,11.333527,11.475071,14.642955,13.638337,20.50001,10.048448,9.173243,7.686516,130.78336,76.0,-89.0,-573.0,-220.0,1602.0,2.6307275,6.7212143,3.137357,3.6827445,0.28769568,2.880619,5.464716,0.98693985,1.227121,2.3370907,1.1155406,0.10285662,1.4678724,0.9717296,0.3785097,-1.7320627,31.660671
18,-1.0,-18.0,-78.0,50.0,1010.0,3.730115,5.1465125,3.843906,6.8408012,2.958924,10.903763,8.493098,10.202214,10.419384,11.041865,14.287239,14.926854,10.64811,4.692244,6.4857354,4.4670153,129.08778,59.0,-89.0,-93.0,911.0,1740.0,-0.21431808,2.8788168,1.6665663,1.6761407,-0.3714619,1.8022515,4.5535374,0.62470526,1.2231205,1.5823739,0.97752035,0.10285662,0.8259624,0.751199,0.28283086,-1.3403915,17.021711
19,-1.0,-31.0,-80.0,12.0,1003.0,4.592561,6.143101,4.6664734,8.505061,3.3325207,11.080303,9.601822,11.191727,8.211489,9.278434,13.660171,14.490913,5.279783,2.8128786,4.4178987,2.4049075,119.67005,43.0,10.0,-299.0,1805.0,746.0,-1.2309331,1.6148312,0.82838345,1.340312,-1.3849128,1.1330345,4.193462,0.47855392,1.2607923,2.2333262,0.961709,0.19552408,0.8952313,0.8602836,0.08753522,-1.1498079,12.317325
20,-1.0,-20.0,30.0,-13.0,995.0,4.1056147,6.330086,4.6664734,9.317694,2.8280098,10.210004,8.850307,11.26355,6.564198,8.597689,13.750143,14.490913,4.052733,2.3668606,3.494789,1.6999571,112.58903,26.0,11.0,99.0,1452.0,364.0,-0.95849884,1.7789066,0.8059905,1.2607844,-1.5102179,1.2666298,4.1444016,0.523243,1.2607923,2.2333262,0.961709,-0.38909772,0.75722075,1.085563,0.4729377,-0.7789142,12.914775
21,1.0,-1.0,147.0,-57.0,1010.0,3.3471012,6.4242105,4.218085,8.971712,2.871112,8.403997,8.376676,10.693434,5.0187197,7.7478113,12.75236,14.168159,2.8428793,1.7374675,2.0853581,1.1005566,100.759636,-19.0,-7.0,72.0,598.0,1144.0,-0.95849884,2.2417529,0.8164951,0.9968515,-1.7689453,0.7329366,4.095915,0.47855392,1.2747478,1.694365,0.961709,0.0083313575,0.8259624,0.823661,0.7491641,-1.1498079,11.823194
22,5.0,1.0,-7.0,8.0,1019.0,2.8281484,7.1917043,5.192123,8.570456,2.2045653,8.482886,9.797738,12.513377,3.4868321,7.1172147,11.641692,12.111144,1.1267163,1.237611,1.5528215,1.0059359,96.06097,-53.0,-17.0,-61.0,111.0,1380.0,-1.2309331,2.1672602,0.8164951,0.96101207,-2.4650414,0.8661904,4.0479956,0.4395487,1.2908818,0.8789219,0.9274927,-0.088089146,0.29116505,1.0473517,0.65822107,-0.9626641,9.645809
23,2.0,0.0,-12.0,2.0,978.0,3.539445,7.2893815,5.5941386,8.702515,2.0998187,8.482886,9.409174,12.213954,3.3365638,6.476911,11.454221,13.4292755,0.92940825,1.0927042,1.6430112,1.1484545,96.841866,-20.0,4.0,-256.0,-659.0,1268.0,-1.1408108,2.2417529,0.7968964,1.0331625,-2.320026,0.66635096,4.0242467,0.47855392,1.2223802,1.1195782,0.93664944,0.10285662,0.35608995,0.8602836,0.5661601,-0.5985127,10.345612
24,-4.0,1.0,-12.0,0.0,966.0,3.1533458,5.9578342,4.281402,7.8135056,1.867082,7.8601294,8.6702,9.169162,4.0319843,7.7478113,13.208165,16.387009,3.5718834,2.5295336,4.492637,2.8640518,103.60574,3.0,3.0,41.0,-1392.0,1517.0,-1.1408108,2.2417529,0.8562051,0.89075863,-2.6130366,0.8661904,4.0479956,0.44700068,1.3092324,1.0000433,0.9274927,0.19552408,0.22680476,0.7872999,0.5661601,-0.07694865,10.531664
25,2.0,1.0,0.0,5.0,1021.0,2.3060787,4.0455456,3.015892,4.976204,2.0998187,6.9609084,6.632824,6.638057,5.871891,10.606498,15.085417,18.151966,9.237506,4.941812,7.8371625,5.6578174,114.06539,12.0,-23.0,-156.0,-1872.0,1100.0,-0.95849884,2.1672602,0.7735506,0.9256469,-2.0387714,0.9995556,4.0718846,0.47855392,1.3092324,1.2375529,0.9206464,0.0083313575,0.35608995,0.9343169,0.65822107,-0.9626641,10.880909
26,0.0,0.0,-7.0,8.0,1020.0,3.2180698,4.884663,3.2452195,3.4212072,2.6607947,8.72136,7.9238276,7.6907997,7.779467,12.195119,15.437999,18.515057,14.055702,6.090332,7.8371625,6.2047305,129.88152,-38.0,-17.0,343.0,-2044.0,1001.0,-1.1408108,1.5306237,0.77827114,0.89075863,-1.7689453,0.5997927,4.0718846,0.523243,1.3092324,1.9140744,0.9206464,0.0083313575,1.0353336,0.823661,0.4729377,0.41608608,12.38512
27,-1.0,0.0,-9.0,8.0,1002.0,3.0235422,4.7983828,3.1297653,2.7389574,2.871112,9.043573,7.5439167,8.559762,8.297662,12.411293,15.085417,18.515057,18.325232,7.553822,10.116811,9.082333,141.09663,-2.0,1.0,-70.0,-1621.0,1173.0,-1.1408108,1.3574727,0.7735506,0.82242346,-1.5102179,0.8661904,4.1200867,0.49203193,1.3092324,2.3370907,0.9480702,0.28637108,0.55420226,0.8602836,0.8390317,0.729508,13.644519
28,0.0,0.0,-1.0,10.0,1000.0,2.1761343,2.5429127,1.8894016,2.7389574,2.0998187,5.82273,5.3863544,4.2938585,6.7378664,11.763182,12.292516,13.9550085,24.396019,10.721951,13.9952965,14.778911,135.59093,-5.0,75.0,233.0,-794.0,1021.0,-1.1408108,1.1774578,0.77350503,0.82242346,-1.5102179,0.9995556,4.095915,0.45600685,1.4356092,2.540784,0.9480702,0.19552408,0.8952313,1.0094075,1.1885669,1.3212451,15.208274
29,-1.0,0.0,-2.0,12.0,1004.0,1.6014339,1.538301,1.2941169,1.6694453,1.5555837,3.8395724,4.251169,2.1001914,6.0444465,11.330847,10.219805,10.958851,27.631784,12.4234295,14.8578005,14.868691,126.18547,-52.0,56.0,290.0,-168.0,1025.0,-0.95849884,1.1774578,0.83362854,0.788982,-0.3714619,1.1330345,4.1200867,0.5069384,1.3298384,2.2333262,1.061603,0.7953007,0.8952313,0.9717296,1.5240719,0.88176733,16.923035
30,-1.0,0.0,-1.0,12.0,1005.0,1.4158595,1.6531698,1.399383,2.2969234,1.8031381,4.2885704,4.682462,2.9482203,5.871891,11.11419,10.792847,10.772965,25.066006,11.599948,12.57185,13.041864,121.31928,-16.0,2.0,-125.0,152.0,1141.0,-1.1408108,1.1774578,0.84917384,0.75602806,-1.5102179,1.4672487,4.095915,0.5802484,1.2607923,3.4885242,1.282413,1.0281774,1.5417067,1.2410948,1.6060321,2.1260629,19.849846
31,-1.0,0.0,-4.0,12.0,1002.0,1.727164,1.7712145,1.4736259,2.2306676,1.8349859,5.1427746,4.794898,3.4021723,6.304013,10.969481,10.411416,10.588863,22.421543,10.721951,11.922794,11.641997,117.35956,0.0,0.0,-26.0,25.0,963.0,-0.21431808,1.6975665,0.7750686,1.0699425,-0.07612673,4.385531,4.9445305,1.5754421,1.9224021,10.396425,6.7290764,5.6549,15.897973,7.687269,12.422601,7.7803564,82.648636
32,0.0,0.0,-3.0,12.0,1002.0,2.3060787,1.6531698,1.3634664,2.3623683,1.9320737,5.277024,4.682462,3.344505,4.9346166,10.751922,9.448006,9.522077,19.559092,8.481114,10.389285,10.222817,106.23007,-17.0,0.0,-20.0,25.0,1007.0,0.7968263,2.3153422,0.8562051,1.3003229,0.6196776,5.4330654,5.3062825,1.5286542,3.153873,13.820255,8.551169,6.705179,20.923655,11.435711,16.645294,9.224571,108.61608
33,-3.0,0.0,-5.0,13.0,1017.0,1.2945465,1.5953346,1.3283728,1.4436396,1.3751245,5.0759573,4.3917203,2.6199355,2.9033885,7.5911307,5.6590843,6.2360935,3.9550714,3.015906,2.344213,1.5452119,52.37473,-9.0,-1.0,-12.0,20.0,1030.0,1.4885397,2.5313163,0.8416288,1.3003229,1.7877057,7.531362,6.0041933,2.7363286,4.219389,15.786475,9.742009,8.021789,23.92391,14.200241,15.6641865,9.456373,125.23577
34,-69.0,-19.0,462.0,1702.0,440.0,0.4794531,0.9659907,0.95407593,-0.016990552,-0.7205044,1.0479956,2.9785597,0.43469995,1.7275879,0.7950735,1.0049974,1.1289049,0.39694083,0.112566754,0.42136043,0.95922124,12.669933,-2.0,-1.0,-9.0,13.0,1000.0,1.8935965,3.1494818,0.8720865,1.5469275,2.4678545,9.6052685,6.5582247,2.2352223,4.868346,16.658955,10.327195,9.192284,23.761045,13.735196,14.700438,8.806548,130.37868
35,-32.0,18.0,-247.0,1453.0,501.0,0.43324408,0.8282364,0.95407593,0.07808286,-0.54407275,0.8495664,2.8964322,0.43469995,1.7275879,0.49160206,1.0021396,1.2855103,0.5642031,0.0512933,0.123114325,0.91290903,12.088625,0.0,-1.0,-5.0,13.0,995.0,2.6307275,3.6171231,0.94815916,1.1448987,2.4678545,9.367864,6.793897,2.967648,5.16553,16.363657,10.740836,9.104576,20.771185,12.472679,11.723319,8.130411,124.41037
36,-13.0,24.0,-271.0,939.0,874.0,0.3883432,0.91916835,1.0010482,0.07808286,-0.7205044,0.7159244,2.8964322,0.45960155,1.8600168,0.68860215,1.0762466,1.0761755,0.34354064,-0.010825335,0.22326112,0.82150817,11.816622,0.0,-1.0,-5.0,12.0,996.0,2.6988423,3.4836578,1.2178265,1.1830697,2.5068724,9.764601,6.4814982,3.4424272,4.3609962,15.319058,10.160727,9.823147,18.403727,11.099115,10.083279,7.7803564,117.8092
37,-9.0,4.0,-2.0,354.0,1121.0,0.78113025,0.87324756,1.0260649,0.35614976,-0.78185743,0.7159244,2.8424432,0.43469995,1.8600168,0.68860215,1.0555149,1.1289049,0.39694083,-0.010825335,0.022221994,0.91290903,12.30209,0.0,-1.0,-4.0,10.0,990.0,2.5615838,3.88536,1.1258825,1.1071887,2.620391,10.329208,6.6358595,3.8680162,4.5762997,14.596534,9.909931,10.675754,15.897973,9.876517,9.525726,7.2286077,114.42084
38,-32.0,-8.0,-13.0,-318.0,1490.0,0.26207143,0.8282364,1.052079,0.1719577,-0.9739776,0.9159696,2.8424432,0.41060627,1.7275879,0.5873412,1.1269534,1.0761755,0.34354064,-0.010825335,-0.28503552,1.0059359,11.081059,0.0,-1.0,-4.0,13.0,991.0,2.2005153,4.020673,1.3537469,1.0331625,2.4678545,10.492574,6.6358595,4.052586,4.50416,14.333521,9.993674,12.189988,15.230571,8.942918,7.669297,6.9255304,112.04662
39,-15.0,2.0,-165.0,-548.0,1473.0,0.3026972,0.8282364,1.052079,0.4464872,-0.90856284,0.7159244,2.8424432,0.36488646,1.8600168,0.49160206,1.0111572,0.9698516,0.34354064,0.112566754,-0.07942656,0.95922124,11.312719,0.0,-1.0,-3.0,11.0,991.0,2.3479967,4.718418,1.6247147,1.2216991,2.7292354,10.656877,6.793897,4.362422,4.3609962,13.98947,10.327195,12.931472,11.832066,7.403195,7.0841923,6.771146,109.15499
40,7.0,-11.0,128.0,-1088.0,1031.0,0.22299235,0.91916835,1.0010482,0.35614976,-0.9739776,0.8495664,2.8156753,0.34328243,1.7918508,0.40170717,0.99591917,0.9162328,0.34354064,0.17301486,-0.18184212,0.95922124,10.933549,-1.0,-2.0,-5.0,13.0,995.0,1.8935965,4.863565,1.9324735,1.5895666,2.9023707,10.739386,7.6874666,5.1765904,3.9411962,13.90463,11.314043,14.245496,11.239457,7.0541973,5.653309,6.16229,110.29964
41,20.0,23.0,418.0,-1664.0,981.0,0.3026972,0.91916835,1.0010482,0.1719577,-0.90856284,1.0479956,2.7890568,0.38733146,1.9321578,0.49160206,0.99591917,0.9162328,0.99411494,0.40694413,2.930635,1.7522303,16.130527,0.0,-2.0,-5.0,11.0,999.0,2.4202154,4.7907195,1.5432782,1.9000177,3.1006808,12.354929,8.057991,5.933435,3.7373142,13.652897,12.12214,16.296041,8.978564,6.1785717,4.675206,5.12793,110.869934
42,67.0,-3.0,329.0,60.0,1062.0,0.14972906,0.6987406,0.95407593,0.07808286,-0.7205044,0.64866316,2.7362657,0.30264163,1.9321578,1.1427956,1.0111572,0.4746641,2.6687841,1.237611,8.972479,7.2565684,29.543911,3.0,-2.0,-8.0,9.0,1004.0,2.8319857,5.3901453,1.2178265,2.230824,3.4222822,13.244502,10.439177,11.119482,4.010088,12.764818,12.681616,18.767773,4.3256173,3.0904613,2.4686124,2.7263794,110.73158
43,50.0,-16.0,-134.0,288.0,1533.0,0.4794531,0.8282364,1.0260649,0.7105949,-0.90856284,0.78288835,2.7890568,0.34328243,1.6671574,1.9415414,0.9935302,0.69842094,9.112167,4.498552,18.663986,18.533676,62.160046,-1.0,0.0,-4.0,-21.0,1377.0,5.2629223,7.848232,4.7199516,10.564457,3.7179666,15.210879,19.941824,20.53234,1.8382001,5.934269,5.860081,5.1168227,1.2493383,1.0094075,1.1025935,-0.24757458,109.66171
44,59.0,-8.0,80.0,38.0,1353.0,0.26207143,0.87324756,0.9770462,0.53566635,-0.7205044,1.1136401,2.7890568,0.2836273,1.1857711,4.3566513,2.1153421,1.6432137,19.248404,6.954435,19.526217,20.928495,82.07238,-35.0,-5.0,-40.0,-118.0,1440.0,8.265495,14.780892,8.226959,14.254947,1.389375,10.410774,22.697844,32.155193,1.2223802,2.6407595,1.6344278,1.7773296,3.453884,0.8971685,1.1025935,-0.7789142,124.1311
45,11.0,0.0,-17.0,-6.0,1182.0,0.78113025,0.87324756,0.95407593,0.35614976,0.01652525,1.4385979,2.8964322,0.32253042,3.411361,6.476911,4.1041574,3.8055937,26.93928,9.966101,22.543837,23.446665,108.332596,-77.0,-16.0,-95.0,-171.0,1553.0,10.335346,16.506374,9.885333,14.254947,-0.90978354,5.929709,13.8461,26.555069,1.3779742,-0.015593896,1.1155406,1.3184868,3.5391383,1.2806534,0.28283086,-0.24757458,105.05456
46,1.0,0.0,-5.0,16.0,1016.0,0.62537456,0.87324756,1.0260649,0.35614976,0.91704494,2.0129592,3.1756516,0.59584934,3.9524617,8.5212555,5.5644565,5.217255,29.92486,12.704748,22.879215,23.572855,121.91946,-124.0,-28.0,64.0,-438.0,1942.0,7.4767766,15.043891,8.636799,11.424581,-1.0247353,3.9719021,9.900731,13.988694,1.405584,0.5057741,1.282413,1.4556264,0.75722075,1.2410948,1.1025935,-1.3403915,75.82855
47,-1.0,0.0,-5.0,24.0,1008.0,0.83500034,0.9659907,1.0010482,0.4464872,1.0115192,2.6422114,3.1756516,0.7506897,4.4365225,8.901807,6.812983,5.278021,30.46339,13.374119,21.7792,20.701086,122.57573,-13.0,-82.0,-728.0,-912.0,2528.0,5.169527,7.177117,3.137357,3.624303,-1.9024504,2.880619,7.0795727,4.1762185,1.2737663,0.8789219,0.961709,1.7773296,0.42157438,1.4416106,-0.11332944,-2.346532,35.63731
48,-1.0,0.0,-2.0,24.0,1004.0,0.88976693,0.9659907,1.135938,0.26464337,1.2252418,3.395999,3.6249738,1.0721513,5.614027,9.79962,8.180614,6.103107,29.567808,12.799267,18.663986,18.32694,121.63007,73.0,205.0,-920.0,2728.0,205.0,-0.95849884,1.3574727,0.77517587,0.85634995,-2.6130366,0.5997927,4.526822,0.6487849,1.3092324,0.24858661,0.93664944,0.0083313575,-0.024885884,0.9343169,-0.0121766245,-1.3403915,7.252525
49,-1.0,0.0,-1.0,25.0,1003.0,0.83500034,1.2133504,1.0790735,0.35614976,1.4050676,4.1596227,3.7833476,1.2311249,6.0444465,11.330847,9.350997,6.3032146,27.111835,12.145499,16.255362,16.443638,119.048584,-101.0,269.0,324.0,1531.0,964.0,-1.1408108,1.0846632,0.8199424,0.82242346,-2.7640522,0.66635096,4.526822,0.6018505,1.2908818,0.5057741,0.9206464,0.0083313575,0.037163474,0.8971685,1.1025935,-0.9626641,8.417084
50,-1.0,0.0,-1.0,25.0,1001.0,1.0589948,1.4820763,1.0790735,0.4464872,1.7089458,4.679111,4.3562865,1.5756437,7.6062,11.619169,9.253885,6.2360935,25.741947,11.780258,12.13754,12.1289015,112.8906,22.0,-124.0,183.0,643.0,487.0,-1.1408108,0.5892044,0.8666115,0.7235645,-3.2356255,0.5332616,4.095915,0.47855392,1.3092324,-0.15037605,0.93664944,-0.28676605,-0.20746252,0.751199,0.5661601,-1.5344609,4.2948503
51,-1.0,0.0,-1.0,14.0,1001.0,1.6014339,2.4070313,1.1657752,0.6236984,2.871112,7.6314597,5.064725,1.666892,9.324295,13.353817,10.792847,6.9979773,23.73196,9.010458,9.173243,9.686146,115.102875,9.0,-14.0,-68.0,543.0,915.0,-1.0499684,0.8930551,0.90729773,0.69159395,-2.7640522,0.40028092,4.095915,0.5069384,1.3527391,-0.015593896,0.9206464,-0.1864424,-0.14720464,0.8602836,0.4729377,-1.5344609,5.403966
52,0.0,3.0,2.0,26.0,1001.0,1.8542147,1.538301,1.0790735,0.6236984,3.048923,7.6314597,4.5719023,1.5756437,9.49394,12.989788,10.507002,6.575939,20.34227,8.630221,9.039363,8.121636,107.62337,39.0,70.0,-490.0,-85.0,1098.0,-1.2309331,0.79405826,0.8666115,0.7235645,-2.6130366,0.2010139,4.1200867,0.47855392,1.3527391,-0.15037605,0.9206464,-0.088089146,-0.08634382,0.7153573,0.3785097,-1.1498079,5.232555
53,1.0,2.0,2.0,18.0,1000.0,1.2945465,1.3720835,1.1070321,1.1284728,3.2356772,8.9625635,5.304589,1.9518297,9.324295,12.844788,11.266079,8.847275,18.939194,7.622569,7.3004413,5.9984474,106.49988,64.0,49.0,-99.0,-137.0,1559.0,-1.2309331,0.9898924,0.88597476,0.75602806,-2.320026,0.2010139,4.0718846,0.47855392,1.3092324,-0.28699034,0.9206464,-0.088089146,-0.024885884,0.7153573,1.1025935,-0.9626641,6.517589
54,0.0,0.0,-3.0,24.0,1007.0,1.2945465,2.016596,1.1657752,1.3663871,3.7980669,11.707946,6.7295737,5.414805,10.669682,12.91725,14.198032,11.623376,11.7091675,4.8409615,4.5670724,3.3403854,107.35962,32.0,108.0,-96.0,-400.0,1905.0,-1.2309331,0.9898924,0.8666115,0.82242346,-2.7640522,0.26740894,4.095915,0.55992734,1.3092324,-0.28699034,0.9206464,-0.28676605,-0.08634382,0.7153573,0.65822107,-1.3403915,5.2101593
55,-3.0,0.0,-3.0,12.0,1007.0,2.762892,3.4913764,1.6726276,1.2881181,4.078422,13.391119,8.147712,7.425889,11.250794,12.989788,14.465311,14.168159,6.4875717,2.893936,3.1749787,1.6480271,109.336716,40.0,132.0,-254.0,-1041.0,2051.0,-1.1408108,1.1774578,0.84917384,0.7235645,-2.9181287,0.26740894,4.0718846,0.6018505,1.2908818,-0.15037605,0.9274927,-0.38909772,0.037163474,0.7153573,0.4729377,-1.3403915,5.1963677
