#time,left.insoleId,left.ang.x,left.ang.y,left.ang.z,left.acc.x,left.acc.y,left.acc.z,left.forces.0,left.forces.1,left.forces.2,left.forces.3,left.forces.4,left.forces.5,left.forces.6,left.forces.7,left.forces.8,left.forces.12,left.forces.13,left.forces.14,left.forces.17,left.forces.18,left.forces.21,left.forces.22,left.totalForce,left.rawForces.0,left.rawForces.1,left.rawForces.2,left.rawForces.3,left.rawForces.4,left.rawForces.5,left.rawForces.6,left.rawForces.7,left.rawForces.8,left.rawForces.12,left.rawForces.13,left.rawForces.14,left.rawForces.17,left.rawForces.18,left.rawForces.21,left.rawForces.22,left.totalRawForce,right.insoleId,right.ang.x,right.ang.y,right.ang.z,right.acc.x,right.acc.y,right.acc.z,right.forces.0,right.forces.1,right.forces.2,right.forces.3,right.forces.4,right.forces.5,right.forces.6,right.forces.7,right.forces.8,right.forces.12,right.forces.13,right.forces.14,right.forces.17,right.forces.18,right.forces.21,right.forces.22,right.totalForce,right.rawForces.0,right.rawForces.1,right.rawForces.2,right.rawForces.3,right.rawForces.4,right.rawForces.5,right.rawForces.6,right.rawForces.7,right.rawForces.8,right.rawForces.12,right.rawForces.13,right.rawForces.14,right.rawForces.17,right.rawForces.18,right.rawForces.21,right.rawForces.22,right.totalRawForce
0.035,L101,-51.0,-7.0,12.0,4.0,-50.0,1138.0,6.434615,9.946519,5.0595255,4.1792974,7.1519723,31.16179,50.55183,26.974577,9.239309,5.7471247,9.641694,4.860243,0.68147284,0.5194591,-0.18184212,0.73176587,172.69936,106.0,108.0,81.0,61.0,165.0,318.0,426.0,343.0,141.0,74.0,126.0,99.0,9.0,10.0,5.0,0.0,2072.0,R101,93.0,73.0,-82.0,496.0,-1726.0,1166.0,-1.2309331,1.0846632,0.7897148,0.7235645,-3.0753064,0.26740894,4.0718846,0.5069384,1.5806947,0.11738434,0.9206464,-0.4934752,-0.024885884,0.7153573,0.5661601,-1.3403915,5.1794257,-3.0,3.0,8.0,2.0,-2.0,0.0,2.0,4.0,1.0,3.0,0.0,1.0,4.0,8.0,5.0,2.0,38.0
0.049,L101,-71.0,-10.0,12.0,4.0,-79.0,1126.0,7.5728693,10.587613,5.2586966,5.1151457,7.7610216,36.939354,65.624435,33.96373,7.519489,4.60182,5.4701347,2.339589,0.5642031,0.57467,-0.49379984,0.73176587,194.13074,128.0,114.0,84.0,81.0,172.0,354.0,471.0,383.0,121.0,60.0,83.0,51.0,7.0,11.0,2.0,0.0,2122.0,R101,54.0,12.0,-52.0,365.0,-1824.0,968.0,-0.95849884,1.0846632,0.783143,0.82242346,-3.2356255,0.66635096,4.0479956,0.5802484,1.5806947,-0.015593896,0.93664944,-0.28676605,0.037163474,0.7153573,0.5661601,-1.1498079,6.1745567,0.0,3.0,9.0,5.0,-3.0,6.0,1.0,8.0,1.0,2.0,2.0,3.0,5.0,8.0,5.0,3.0,58.0
0.191,L101,-123.0,-8.0,10.0,15.0,-164.0,1164.0,8.304629,12.672853,5.526721,6.7869477,5.575401,40.17905,85.51394,43.3832,2.765595,3.2281487,2.178656,0.8622928,0.6222699,0.17301486,-0.59939283,0.6875268,217.86086,142.0,133.0,88.0,115.0,145.0,372.0,517.0,425.0,63.0,43.0,43.0,22.0,8.0,4.0,1.0,-1.0,2120.0,R101,-50.0,1.0,-66.0,106.0,-1706.0,810.0,-0.95849884,1.0846632,0.783143,0.75602806,-3.2356255,0.79954964,4.0479956,0.523243,1.5405912,0.37804067,0.9274927,-0.38909772,0.16301422,0.8602836,0.5661601,-0.24757458,7.599408,0.0,3.0,9.0,3.0,-3.0,8.0,1.0,5.0,2.0,5.0,1.0,2.0,7.0,12.0,5.0,8.0,68.0
0.206,L101,-157.0,-5.0,12.0,20.0,-218.0,1179.0,9.300762,13.233821,6.5528154,8.184429,3.743883,32.375484,73.22306,40.682457,3.0446296,2.4547694,1.5608052,0.5312053,0.99411494,0.112566754,-0.49379984,0.60033345,196.10133,160.0,138.0,103.0,139.0,116.0,326.0,490.0,414.0,67.0,33.0,32.0,16.0,14.0,3.0,2.0,-3.0,2050.0,R101,-186.0,-173.0,-5.0,299.0,-336.0,838.0,-1.0499684,1.0846632,0.77350503,0.85634995,-3.2356255,0.8661904,4.0479956,0.62470526,1.3527391,2.1282513,0.97752035,0.28637108,2.4649816,1.2018073,6.0407896,6.8240476,25.244324,-1.0,3.0,12.0,6.0,-3.0,9.0,1.0,10.0,8.0,20.0,5.0,9.0,39.0,21.0,76.0,99.0,314.0
0.242,L101,-254.0,12.0,25.0,64.0,-417.0,1361.0,8.4651785,13.799287,8.531232,11.768263,2.3496442,14.269712,23.09278,20.23779,2.1367946,1.2672058,1.0145017,0.4746641,2.8428793,0.7363365,-0.18184212,0.6875268,111.49196,145.0,143.0,131.0,188.0,85.0,179.0,294.0,292.0,53.0,16.0,14.0,15.0,38.0,14.0,5.0,-1.0,1611.0,R101,-107.0,-113.0,57.0,-352.0,565.0,1034.0,-0.86649245,1.1774578,0.7750686,0.85634995,-3.0753064,0.9995556,4.0479956,0.5069384,1.2223802,2.0218422,1.0876157,0.87444043,6.887192,2.7903695,12.321901,9.008195,40.6355,1.0,4.0,11.0,6.0,-2.0,11.0,1.0,4.0,18.0,19.0,10.0,16.0,88.0,57.0,146.0,178.0,568.0
0.297,L101,-358.0,-100.0,34.0,263.0,-1123.0,2422.0,5.1203575,7.883076,3.721521,4.7909904,0.820021,4.353264,5.9851313,3.1164157,1.1995357,0.7950735,1.0230237,0.36030018,0.39694083,0.29151344,-0.38901776,0.60033345,40.068485,82.0,88.0,60.0,74.0,37.0,56.0,89.0,65.0,17.0,8.0,5.0,13.0,4.0,6.0,3.0,-3.0,604.0,R101,-278.0,-113.0,43.0,349.0,219.0,2188.0,-0.58810455,0.9898924,0.77827114,0.82242346,-2.4650414,0.79954964,4.000637,0.523243,1.2260028,6.0007005,2.3877184,2.3443644,20.316986,8.640426,20.277752,14.748746,80.80357,4.0,2.0,10.0,5.0,2.0,8.0,-1.0,5.0,17.0,67.0,37.0,39.0,196.0,151.0,219.0,260.0,1021.0
0.350,L101,-280.0,-88.0,26.0,65.0,-554.0,2540.0,2.501676,4.127018,2.2197025,2.9759593,-0.3784427,1.8862287,3.5628576,0.65562785,1.6671574,0.27855557,1.1903547,-0.17807701,0.24034686,0.0512933,0.123114325,0.6875268,21.610899,40.0,47.0,33.0,38.0,8.0,17.0,24.0,11.0,4.0,-3.0,-2.0,4.0,1.0,2.0,8.0,-1.0,231.0,R101,-15.0,-10.0,1.0,-7.0,9.0,1015.0,0.8858494,0.9898924,0.8666115,0.9968515,-1.2622584,3.4243383,4.243103,1.2204866,1.7584327,9.941459,5.9466267,4.8183327,26.43438,13.0067,23.303587,15.573955,112.148346,20.0,2.0,2.0,10.0,11.0,47.0,9.0,28.0,45.0,131.0,82.0,94.0,234.0,204.0,244.0,268.0,1431.0
0.453,L101,187.0,16.0,80.0,-62.0,547.0,380.0,0.115675956,0.91916835,0.95407593,0.7105949,-0.78185743,0.58109325,3.1756516,0.36488646,1.7918508,0.3179901,1.2269567,-0.05480285,0.34354064,-0.13767837,0.022221994,0.6875268,10.236894,-3.0,-2.0,-1.0,6.0,1.0,-3.0,11.0,0.0,2.0,-2.0,-3.0,6.0,3.0,-1.0,7.0,-1.0,20.0,R101,-7.0,-4.0,-1.0,-19.0,19.0,1013.0,1.7343367,1.1774578,0.8666115,0.9968515,-1.1422131,3.9719021,4.3955803,1.179462,2.510699,11.709714,6.3807435,5.379094,29.25415,14.106626,24.964258,17.247482,124.73276,30.0,4.0,2.0,10.0,12.0,55.0,15.0,27.0,61.0,157.0,87.0,105.0,250.0,216.0,257.0,283.0,1571.0
0.508,L101,283.0,11.0,15.0,31.0,572.0,733.0,0.18552329,0.91916835,0.91130126,0.4464872,-0.8445332,0.7159244,3.1185477,0.34328243,2.0083463,0.27855557,1.2269567,0.06630566,0.2913384,-0.13767837,0.022221994,0.82150817,10.373256,-1.0,-2.0,-3.0,3.0,0.0,-1.0,9.0,-1.0,-1.0,-3.0,-3.0,8.0,2.0,-1.0,7.0,2.0,15.0,R101,-1.0,0.0,-1.0,-19.0,25.0,997.0,1.5713685,1.2683654,0.90729773,1.1830697,-0.4744062,3.629187,4.4738617,0.81747633,3.153873,12.764818,6.9033785,5.0154533,29.98239,14.864156,25.35775,16.223753,127.6418,28.0,5.0,0.0,15.0,18.0,50.0,18.0,17.0,72.0,171.0,93.0,98.0,254.0,224.0,260.0,274.0,1597.0
0.559,L101,314.0,-15.0,-10.0,249.0,80.0,1218.0,0.14972906,1.1117884,0.9321551,0.4464872,-0.66044307,0.64866316,3.0062442,0.34328243,1.7918508,0.3179901,1.2669028,0.3024515,0.14204775,-0.13767837,0.123114325,0.86700326,10.651589,-2.0,2.0,-2.0,3.0,3.0,-2.0,5.0,-1.0,2.0,-2.0,-4.0,12.0,-1.0,-1.0,8.0,3.0,23.0,R101,-3.0,0.0,-1.0,-18.0,27.0,998.0,2.2747612,1.3574727,0.88597476,0.9256469,-0.57966906,4.040653,4.8295126,0.8823086,3.8727617,13.487376,6.641946,5.379094,28.893547,14.577766,22.92972,13.97107,124.36994,37.0,6.0,1.0,8.0,17.0,56.0,31.0,19.0,83.0,180.0,90.0,105.0,248.0,221.0,241.0,252.0,1595.0
0.613,L101,340.0,-26.0,-15.0,214.0,-69.0,1792.0,0.22299235,1.0623085,0.95407593,0.35614976,-0.4325028,0.64866316,3.0340843,0.32253042,1.9321578,0.27855557,1.2669028,-0.36728334,0.2913384,-0.13767837,0.123114325,0.82150817,10.376918,0.0,1.0,-1.0,2.0,7.0,-2.0,6.0,-2.0,0.0,-3.0,-4.0,1.0,2.0,-1.0,8.0,2.0,16.0,R101,0.0,-1.0,-1.0,-19.0,24.0,992.0,2.2005153,1.3574727,0.84917384,0.9256469,-0.07612673,4.941608,5.2751517,1.719542,3.6703267,13.98947,7.164807,6.1883717,26.606287,13.368573,16.865652,10.079189,115.125656,36.0,6.0,3.0,8.0,22.0,69.0,46.0,39.0,80.0,186.0,96.0,119.0,235.0,208.0,189.0,200.0,1542.0
0.664,L101,255.0,-36.0,6.0,366.0,-1037.0,2257.0,0.115675956,1.0623085,0.95407593,0.4464872,-0.78185743,0.64866316,3.0340843,0.32253042,1.7918508,0.3179901,1.1903547,-0.49644136,0.2913384,-0.010825335,-0.18184212,0.6875268,9.39192,-3.0,1.0,-1.0,3.0,1.0,-2.0,6.0,-2.0,2.0,-2.0,-2.0,-1.0,2.0,1.0,5.0,-1.0,7.0,R101,-4.0,-1.0,-2.0,-16.0,18.0,993.0,0.7071733,2.5313163,0.8164951,1.2216991,1.7877057,8.589698,7.0795727,2.07537,5.090783,15.135519,10.327195,10.57882,15.363074,8.194821,8.446419,7.069235,105.0149,18.0,21.0,20.0,16.0,48.0,119.0,96.0,46.0,100.0,199.0,133.0,174.0,161.0,145.0,105.0,109.0,1510.0
0.718,L101,198.0,-60.0,53.0,-36.0,-1847.0,1641.0,0.18552329,1.2133504,0.95407593,0.26464337,-0.4325028,0.9159696,2.9785597,0.34328243,1.7275879,0.3590551,1.1570392,-0.24055967,0.6222699,-0.13767837,-0.07942656,0.73176587,10.562955,-1.0,4.0,-1.0,1.0,7.0,2.0,4.0,-1.0,3.0,-1.0,-1.0,3.0,8.0,-1.0,6.0,0.0,32.0,R101,-3.0,0.0,-2.0,-15.0,18.0,999.0,0.7968263,3.1494818,1.4270573,1.4216319,1.9405549,10.005234,7.0380383,2.851413,5.9275537,15.135519,11.150948,13.039003,9.638717,5.287188,7.1667533,6.0426784,102.0186,19.0,30.0,44.0,21.0,51.0,137.0,95.0,60.0,111.0,199.0,143.0,198.0,114.0,102.0,90.0,75.0,1489.0
0.731,L101,72.0,-35.0,-2.0,-530.0,-2668.0,915.0,0.26207143,0.9659907,0.91130126,0.4464872,-0.2228055,0.8495664,3.062081,0.36488646,1.8600168,0.49160206,1.0230237,0.0060154353,0.39694083,-0.07380916,-0.38901776,0.82150817,10.775859,1.0,-1.0,-3.0,3.0,11.0,1.0,7.0,0.0,1.0,2.0,5.0,7.0,4.0,0.0,3.0,2.0,43.0,R101,-6.0,10.0,-3.0,-24.0,13.0,1014.0,3.3809175,6.7212143,1.6665663,2.8429122,2.5452807,10.905127,7.464591,5.9965963,5.7732024,13.405301,12.840736,14.919802,2.5449398,1.6912804,2.9178655,1.9985209,97.61484,54.0,78.0,50.0,51.0,65.0,148.0,105.0,111.0,109.0,179.0,164.0,215.0,40.0,33.0,34.0,23.0,1459.0
0.785,L101,-182.0,46.0,-65.0,-206.0,-3004.0,911.0,0.18552329,1.0137068,0.9321551,0.53566635,-0.27362347,0.78288835,3.0340843,0.32253042,1.7918508,0.9638952,1.037792,0.4746641,1.7738748,1.0927042,6.4170976,3.8948374,23.979645,-1.0,0.0,-2.0,4.0,10.0,0.0,6.0,-2.0,2.0,11.0,4.0,15.0,25.0,21.0,86.0,58.0,237.0,R101,-82.0,5.0,-7.0,-68.0,-84.0,1132.0,7.884897,16.372488,8.705377,14.7362,3.197586,16.097649,17.623842,10.636979,1.487641,4.0901074,2.0749316,1.3184868,0.75722075,0.751199,0.4729377,-1.1498079,105.057724,164.0,161.0,165.0,207.0,84.0,205.0,251.0,183.0,37.0,41.0,32.0,22.0,16.0,9.0,4.0,3.0,1584.0
0.822,L101,-165.0,67.0,-134.0,148.0,309.0,1086.0,0.115675956,0.7841428,0.8915324,0.8810291,-0.4325028,0.64866316,2.9236548,0.30264163,1.7918508,1.5943552,1.0021396,-0.24055967,11.175052,3.9906247,27.44678,26.648859,79.52394,-3.0,-5.0,-4.0,8.0,7.0,-2.0,2.0,-3.0,2.0,21.0,7.0,3.0,112.0,89.0,328.0,309.0,871.0,R101,-102.0,17.0,-16.0,-146.0,-157.0,1130.0,6.592606,15.572833,8.705377,14.639364,3.0681283,13.977327,13.365795,8.149714,1.3618737,3.9228933,1.9004706,0.6322977,0.48761344,0.823661,0.8390317,-1.5344609,92.504524,139.0,155.0,165.0,206.0,80.0,183.0,204.0,145.0,32.0,39.0,29.0,13.0,12.0,11.0,8.0,1.0,1422.0
0.837,L101,-262.0,166.0,-12.0,-355.0,88.0,2250.0,0.18552329,0.8282364,0.8915324,0.8810291,-0.07636962,0.7159244,2.9236548,0.26549876,4.518674,7.5125446,3.266219,2.8345199,31.368877,12.237763,23.219362,25.269394,116.842384,-1.0,-4.0,-4.0,8.0,14.0,-1.0,2.0,-5.0,86.0,96.0,58.0,61.0,240.0,211.0,294.0,299.0,1354.0,R101,-159.0,40.0,-57.0,-408.0,-196.0,1592.0,5.169527,12.597276,8.5683,9.646896,1.0635871,6.0726457,7.8243732,3.3224134,1.2499111,3.3986845,1.3611367,-0.088089146,0.75722075,0.7153573,0.7491641,-1.5344609,60.873955,98.0,132.0,163.0,150.0,36.0,85.0,113.0,68.0,25.0,33.0,18.0,5.0,16.0,8.0,7.0,1.0,958.0
0.927,L101,-6.0,0.0,-3.0,-12.0,9.0,1020.0,2.046764,1.7712145,1.9807236,4.6981635,2.2762952,7.4804616,6.4897194,5.5419226,11.333527,11.475071,14.642955,13.638337,20.50001,10.048448,9.173243,7.686516,130.78336,33.0,14.0,28.0,72.0,83.0,101.0,100.0,105.0,166.0,149.0,180.0,207.0,176.0,186.0,127.0,114.0,1841.0,R101,-171.0,76.0,-89.0,-573.0,-220.0,1602.0,2.6307275,6.7212143,3.137357,3.6827445,0.28769568,2.880619,5.464716,0.98693985,1.227121,2.3370907,1.1155406,0.10285662,1.4678724,0.9717296,0.3785097,-1.7320627,31.660671,42.0,78.0,79.0,66.0,26.0,39.0,52.0,22.0,22.0,22.0,11.0,7.0,26.0,15.0,3.0,0.0,510.0
0.944,L101,-3.0,-1.0,-18.0,-78.0,50.0,1010.0,3.730115,5.1465125,3.843906,6.8408012,2.958924,10.903763,8.493098,10.202214,10.419384,11.041865,14.287239,14.926854,10.64811,4.692244,6.4857354,4.4670153,129.08778,59.0,59.0,62.0,116.0,100.0,143.0,138.0,175.0,155.0,143.0,176.0,219.0,108.0,104.0,87.0,67.0,1911.0,R101,-174.0,59.0,-89.0,-93.0,911.0,1740.0,-0.21431808,2.8788168,1.6665663,1.6761407,-0.3714619,1.8022515,4.5535374,0.62470526,1.2231205,1.5823739,0.97752035,0.10285662,0.8259624,0.751199,0.28283086,-1.3403915,17.021711,8.0,26.0,50.0,27.0,19.0,23.0,21.0,10.0,21.0,15.0,5.0,7.0,17.0,9.0,2.0,2.0,262.0
0.979,L101,-2.0,-1.0,-31.0,-80.0,12.0,1003.0,4.592561,6.143101,4.6664734,8.505061,3.3325207,11.080303,9.601822,11.191727,8.211489,9.278434,13.660171,14.490913,5.279783,2.8128786,4.4178987,2.4049075,119.67005,73.0,70.0,75.0,144.0,108.0,145.0,156.0,189.0,129.0,119.0,169.0,215.0,63.0,61.0,58.0,33.0,1807.0,R101,-92.0,43.0,10.0,-299.0,1805.0,746.0,-1.2309331,1.6148312,0.82838345,1.340312,-1.3849128,1.1330345,4.193462,0.47855392,1.2607923,2.2333262,0.961709,0.19552408,0.8952313,0.8602836,0.08753522,-1.1498079,12.317325,-3.0,9.0,21.0,19.0,10.0,13.0,7.0,2.0,13.0,21.0,4.0,8.0,18.0,12.0,0.0,3.0,157.0
0.995,L101,0.0,-1.0,-20.0,30.0,-13.0,995.0,4.1056147,6.330086,4.6664734,9.317694,2.8280098,10.210004,8.850307,11.26355,6.564198,8.597689,13.750143,14.490913,4.052733,2.3668606,3.494789,1.6999571,112.58903,65.0,72.0,75.0,156.0,97.0,135.0,144.0,190.0,110.0,110.0,170.0,215.0,51.0,50.0,46.0,20.0,1706.0,R101,33.0,26.0,11.0,99.0,1452.0,364.0,-0.95849884,1.7789066,0.8059905,1.2607844,-1.5102179,1.2666298,4.1444016,0.523243,1.2607923,2.2333262,0.961709,-0.38909772,0.75722075,1.085563,0.4729377,-0.7789142,12.914775,0.0,11.0,19.0,17.0,9.0,15.0,5.0,5.0,13.0,21.0,4.0,2.0,16.0,18.0,4.0,5.0,164.0
1.046,L101,0.0,1.0,-1.0,147.0,-57.0,1010.0,3.3471012,6.4242105,4.218085,8.971712,2.871112,8.403997,8.376676,10.693434,5.0187197,7.7478113,12.75236,14.168159,2.8428793,1.7374675,2.0853581,1.1005566,100.759636,53.0,73.0,68.0,151.0,98.0,113.0,136.0,182.0,92.0,99.0,159.0,212.0,38.0,35.0,29.0,8.0,1546.0,R101,205.0,-19.0,-7.0,72.0,598.0,1144.0,-0.95849884,2.2417529,0.8164951,0.9968515,-1.7689453,0.7329366,4.095915,0.47855392,1.2747478,1.694365,0.961709,0.0083313575,0.8259624,0.823661,0.7491641,-1.1498079,11.823194,0.0,17.0,20.0,10.0,7.0,7.0,3.0,2.0,12.0,16.0,4.0,6.0,17.0,11.0,7.0,3.0,142.0
1.085,L101,-8.0,5.0,1.0,-7.0,8.0,1019.0,2.8281484,7.1917043,5.192123,8.570456,2.2045653,8.482886,9.797738,12.513377,3.4868321,7.1172147,11.641692,12.111144,1.1267163,1.237611,1.5528215,1.0059359,96.06097,45.0,81.0,83.0,145.0,81.0,114.0,159.0,207.0,73.0,91.0,147.0,192.0,16.0,24.0,23.0,6.0,1487.0,R101,241.0,-53.0,-17.0,-61.0,111.0,1380.0,-1.2309331,2.1672602,0.8164951,0.96101207,-2.4650414,0.8661904,4.0479956,0.4395487,1.2908818,0.8789219,0.9274927,-0.088089146,0.29116505,1.0473517,0.65822107,-0.9626641,9.645809,-3.0,16.0,20.0,9.0,2.0,9.0,1.0,-2.0,11.0,9.0,1.0,5.0,9.0,17.0,6.0,4.0,114.0
1.100,L101,-3.0,2.0,0.0,-12.0,2.0,978.0,3.539445,7.2893815,5.5941386,8.702515,2.0998187,8.482886,9.409174,12.213954,3.3365638,6.476911,11.454221,13.4292755,0.92940825,1.0927042,1.6430112,1.1484545,96.841866,56.0,82.0,89.0,147.0,78.0,114.0,153.0,203.0,71.0,83.0,145.0,205.0,13.0,21.0,24.0,9.0,1493.0,R101,203.0,-20.0,4.0,-256.0,-659.0,1268.0,-1.1408108,2.2417529,0.7968964,1.0331625,-2.320026,0.66635096,4.0242467,0.47855392,1.2223802,1.1195782,0.93664944,0.10285662,0.35608995,0.8602836,0.5661601,-0.5985127,10.345612,-2.0,17.0,18.0,11.0,3.0,6.0,0.0,2.0,18.0,11.0,2.0,7.0,10.0,12.0,5.0,6.0,126.0
1.152,L101,10.0,-4.0,1.0,-12.0,0.0,966.0,3.1533458,5.9578342,4.281402,7.8135056,1.867082,7.8601294,8.6702,9.169162,4.0319843,7.7478113,13.208165,16.387009,3.5718834,2.5295336,4.492637,2.8640518,103.60574,50.0,68.0,69.0,133.0,71.0,106.0,141.0,160.0,80.0,99.0,164.0,232.0,46.0,54.0,59.0,41.0,1573.0,R101,148.0,3.0,3.0,41.0,-1392.0,1517.0,-1.1408108,2.2417529,0.8562051,0.89075863,-2.6130366,0.8661904,4.0479956,0.44700068,1.3092324,1.0000433,0.9274927,0.19552408,0.22680476,0.7872999,0.5661601,-0.07694865,10.531664,-2.0,17.0,23.0,7.0,1.0,9.0,1.0,-1.0,10.0,10.0,1.0,8.0,8.0,10.0,5.0,9.0,116.0
1.190,L101,4.0,2.0,1.0,0.0,5.0,1021.0,2.3060787,4.0455456,3.015892,4.976204,2.0998187,6.9609084,6.632824,6.638057,5.871891,10.606498,15.085417,18.151966,9.237506,4.941812,7.8371625,5.6578174,114.06539,37.0,46.0,48.0,78.0,78.0,94.0,103.0,122.0,102.0,137.0,185.0,247.0,97.0,109.0,107.0,85.0,1675.0,R101,65.0,12.0,-23.0,-156.0,-1872.0,1100.0,-0.95849884,2.1672602,0.7735506,0.9256469,-2.0387714,0.9995556,4.0718846,0.47855392,1.3092324,1.2375529,0.9206464,0.0083313575,0.35608995,0.9343169,0.65822107,-0.9626641,10.880909,0.0,16.0,13.0,8.0,5.0,11.0,2.0,2.0,10.0,12.0,0.0,6.0,10.0,14.0,6.0,4.0,119.0
1.241,L101,1.0,0.0,0.0,-7.0,8.0,1020.0,3.2180698,4.884663,3.2452195,3.4212072,2.6607947,8.72136,7.9238276,7.6907997,7.779467,12.195119,15.437999,18.515057,14.055702,6.090332,7.8371625,6.2047305,129.88152,51.0,56.0,52.0,46.0,93.0,117.0,128.0,138.0,124.0,159.0,189.0,250.0,133.0,130.0,107.0,93.0,1866.0,R101,11.0,-38.0,-17.0,343.0,-2044.0,1001.0,-1.1408108,1.5306237,0.77827114,0.89075863,-1.7689453,0.5997927,4.0718846,0.523243,1.3092324,1.9140744,0.9206464,0.0083313575,1.0353336,0.823661,0.4729377,0.41608608,12.38512,-2.0,8.0,10.0,7.0,7.0,5.0,2.0,5.0,10.0,18.0,0.0,6.0,20.0,11.0,4.0,12.0,123.0
1.257,L101,2.0,-1.0,0.0,-9.0,8.0,1002.0,3.0235422,4.7983828,3.1297653,2.7389574,2.871112,9.043573,7.5439167,8.559762,8.297662,12.411293,15.085417,18.515057,18.325232,7.553822,10.116811,9.082333,141.09663,48.0,55.0,50.0,34.0,98.0,121.0,121.0,151.0,130.0,162.0,185.0,250.0,162.0,153.0,141.0,133.0,1994.0,R101,-12.0,-2.0,1.0,-70.0,-1621.0,1173.0,-1.1408108,1.3574727,0.7735506,0.82242346,-1.5102179,0.8661904,4.1200867,0.49203193,1.3092324,2.3370907,0.9480702,0.28637108,0.55420226,0.8602836,0.8390317,0.729508,13.644519,-2.0,6.0,13.0,5.0,9.0,9.0,4.0,3.0,10.0,22.0,3.0,9.0,13.0,12.0,8.0,14.0,138.0
1.349,L101,4.0,0.0,0.0,-1.0,10.0,1000.0,2.1761343,2.5429127,1.8894016,2.7389574,2.0998187,5.82273,5.3863544,4.2938585,6.7378664,11.763182,12.292516,13.9550085,24.396019,10.721951,13.9952965,14.778911,135.59093,35.0,26.0,26.0,34.0,78.0,78.0,75.0,85.0,112.0,153.0,154.0,210.0,200.0,194.0,195.0,203.0,1858.0,R101,-46.0,-5.0,75.0,233.0,-794.0,1021.0,-1.1408108,1.1774578,0.77350503,0.82242346,-1.5102179,0.9995556,4.095915,0.45600685,1.4356092,2.540784,0.9480702,0.19552408,0.8952313,1.0094075,1.1885669,1.3212451,15.208274,-2.0,4.0,12.0,5.0,9.0,11.0,3.0,0.0,5.0,24.0,3.0,8.0,18.0,16.0,12.0,18.0,146.0
1.361,L101,3.0,-1.0,0.0,-2.0,12.0,1004.0,1.6014339,1.538301,1.2941169,1.6694453,1.5555837,3.8395724,4.251169,2.1001914,6.0444465,11.330847,10.219805,10.958851,27.631784,12.4234295,14.8578005,14.868691,126.18547,26.0,10.0,11.0,18.0,61.0,48.0,45.0,46.0,104.0,147.0,132.0,180.0,219.0,213.0,206.0,204.0,1670.0,R101,-12.0,-52.0,56.0,290.0,-168.0,1025.0,-0.95849884,1.1774578,0.83362854,0.788982,-0.3714619,1.1330345,4.1200867,0.5069384,1.3298384,2.2333262,1.061603,0.7953007,0.8952313,0.9717296,1.5240719,0.88176733,16.923035,0.0,4.0,4.0,4.0,19.0,13.0,4.0,4.0,9.0,21.0,9.0,15.0,18.0,15.0,16.0,15.0,170.0
1.399,L101,0.0,-1.0,0.0,-1.0,12.0,1005.0,1.4158595,1.6531698,1.399383,2.2969234,1.8031381,4.2885704,4.682462,2.9482203,5.871891,11.11419,10.792847,10.772965,25.066006,11.599948,12.57185,13.041864,121.31928,23.0,12.0,14.0,27.0,69.0,55.0,57.0,62.0,102.0,144.0,138.0,178.0,204.0,204.0,176.0,183.0,1648.0,R101,-18.0,-16.0,2.0,-125.0,152.0,1141.0,-1.1408108,1.1774578,0.84917384,0.75602806,-1.5102179,1.4672487,4.095915,0.5802484,1.2607923,3.4885242,1.282413,1.0281774,1.5417067,1.2410948,1.6060321,2.1260629,19.849846,-2.0,4.0,3.0,3.0,9.0,18.0,3.0,8.0,13.0,34.0,16.0,18.0,27.0,22.0,17.0,24.0,217.0
1.467,L101,0.0,-1.0,0.0,-4.0,12.0,1002.0,1.727164,1.7712145,1.4736259,2.2306676,1.8349859,5.1427746,4.794898,3.4021723,6.304013,10.969481,10.411416,10.588863,22.421543,10.721951,11.922794,11.641997,117.35956,28.0,14.0,16.0,26.0,70.0,68.0,60.0,70.0,107.0,142.0,134.0,176.0,188.0,194.0,167.0,166.0,1626.0,R101,2.0,0.0,0.0,-26.0,25.0,963.0,-0.21431808,1.6975665,0.7750686,1.0699425,-0.07612673,4.385531,4.9445305,1.5754421,1.9224021,10.396425,6.7290764,5.6549,15.897973,7.687269,12.422601,7.7803564,82.648636,8.0,10.0,11.0,12.0,22.0,61.0,35.0,36.0,49.0,138.0,91.0,110.0,165.0,138.0,147.0,140.0,1173.0
1.521,L101,0.0,0.0,0.0,-3.0,12.0,1002.0,2.3060787,1.6531698,1.3634664,2.3623683,1.9320737,5.277024,4.682462,3.344505,4.9346166,10.751922,9.448006,9.522077,19.559092,8.481114,10.389285,10.222817,106.23007,37.0,12.0,13.0,28.0,73.0,70.0,57.0,69.0,91.0,139.0,124.0,164.0,170.0,166.0,145.0,148.0,1506.0,R101,-10.0,-17.0,0.0,-20.0,25.0,1007.0,0.7968263,2.3153422,0.8562051,1.3003229,0.6196776,5.4330654,5.3062825,1.5286542,3.153873,13.820255,8.551169,6.705179,20.923655,11.435711,16.645294,9.224571,108.61608,19.0,18.0,23.0,18.0,30.0,76.0,47.0,35.0,72.0,184.0,112.0,127.0,200.0,186.0,187.0,183.0,1517.0
