#time,left.insoleId,left.ang.x,left.ang.y,left.ang.z,left.acc.x,left.acc.y,left.acc.z,left.forces.0,left.forces.1,left.forces.2,left.forces.3,left.forces.4,left.forces.5,left.forces.6,left.forces.7,left.forces.8,left.forces.12,left.forces.13,left.forces.14,left.forces.17,left.forces.18,left.forces.21,left.forces.22,left.totalForce,left.rawForces.0,left.rawForces.1,left.rawForces.2,left.rawForces.3,left.rawForces.4,left.rawForces.5,left.rawForces.6,left.rawForces.7,left.rawForces.8,left.rawForces.12,left.rawForces.13,left.rawForces.14,left.rawForces.17,left.rawForces.18,left.rawForces.21,left.rawForces.22,left.totalRawForce,right.insoleId,right.ang.x,right.ang.y,right.ang.z,right.acc.x,right.acc.y,right.acc.z,right.forces.0,right.forces.1,right.forces.2,right.forces.3,right.forces.4,right.forces.5,right.forces.6,right.forces.7,right.forces.8,right.forces.12,right.forces.13,right.forces.14,right.forces.17,right.forces.18,right.forces.21,right.forces.22,right.totalForce,right.rawForces.0,right.rawForces.1,right.rawForces.2,right.rawForces.3,right.rawForces.4,right.rawForces.5,right.rawForces.6,right.rawForces.7,right.rawForces.8,right.rawForces.12,right.rawForces.13,right.rawForces.14,right.rawForces.17,right.rawForces.18,right.rawForces.21,right.rawForces.22,right.totalRawForce
143.313,L101,0.0,0.0,0.0,-4.0,23.0,1004.0,0.9453843,2.6118977,2.5776458,2.6780214,1.8031381,3.712368,4.3917203,2.0008655,2.0248818,4.1935925,3.7603283,2.7847831,22.910189,8.555454,16.510906,15.049157,96.51034,15.0,27.0,40.0,33.0,69.0,46.0,49.0,44.0,51.0,55.0,64.0,60.0,191.0,167.0,226.0,206.0,1343.0,R101,-128.0,16.0,-3.0,-28.0,-54.0,1327.0,5.2629223,8.872175,3.137357,14.254947,3.3259125,17.42888,27.562222,17.087805,1.2499111,3.5773473,2.0156162,0.95205396,1.2493383,0.9717296,1.7678958,-0.07694865,108.639175,101.0,100.0,79.0,202.0,88.0,218.0,327.0,262.0,25.0,35.0,31.0,17.0,23.0,15.0,19.0,9.0,1551.0
143.319,L101,-1.0,0.0,-1.0,-4.0,24.0,1001.0,1.001808,2.8946388,2.6308188,3.0336108,1.4050676,3.5855625,4.645402,2.252199,1.9708807,4.03096,4.191704,3.08469,21.936203,8.705416,15.260308,13.723911,94.35318,16.0,31.0,41.0,39.0,56.0,44.0,56.0,49.0,50.0,53.0,69.0,66.0,185.0,169.0,211.0,191.0,1326.0,R101,-390.0,-44.0,-45.0,-429.0,-209.0,2324.0,2.8970172,4.2258253,4.154771,21.539978,1.3271693,8.131935,9.3900585,5.8071394,1.2231205,0.75618774,1.0375441,0.7953007,0.037163474,0.823661,1.6872956,-1.1498079,62.68436,46.0,46.0,96.0,270.0,40.0,113.0,144.0,108.0,21.0,8.0,8.0,15.0,5.0,11.0,18.0,3.0,952.0
143.463,L101,-1.0,0.0,-1.0,-3.0,21.0,1001.0,1.2945465,2.8229468,2.5249617,3.0906577,1.6471323,4.4181094,4.8327994,2.7281032,2.1367946,4.847407,5.4701347,3.543858,21.134647,9.087781,13.1617565,12.292884,95.03452,21.0,30.0,39.0,40.0,64.0,57.0,61.0,58.0,53.0,63.0,83.0,75.0,180.0,174.0,184.0,174.0,1356.0,R101,-309.0,-7.0,-32.0,-358.0,-33.0,2790.0,-0.6812132,2.6019106,0.7830491,1.0699425,-1.5102179,1.6011511,4.7730107,0.7005093,1.3092324,0.11738434,0.91407496,0.19552408,-0.26711157,0.37092736,0.7491641,-0.9626641,11.764673,3.0,22.0,16.0,12.0,9.0,20.0,29.0,13.0,10.0,3.0,-2.0,8.0,0.0,-2.0,7.0,4.0,152.0
143.538,L101,-2.0,0.0,-1.0,-2.0,23.0,1002.0,0.9453843,3.039996,2.6844707,3.1471171,2.1343691,4.5482774,5.552663,3.2870903,3.0446296,4.275075,5.754003,4.403184,20.975437,9.966101,11.638805,10.222817,95.61942,15.0,33.0,42.0,41.0,79.0,59.0,79.0,68.0,67.0,56.0,86.0,91.0,179.0,185.0,163.0,148.0,1391.0,R101,129.0,-54.0,117.0,-337.0,1216.0,459.0,-0.6812132,2.3880916,0.7968964,0.85634995,-0.6872919,1.0662806,4.1444016,0.62470526,1.239265,0.24858661,0.9206464,0.19552408,-0.26711157,0.43781045,1.1025935,-0.42141443,11.964122,3.0,19.0,18.0,6.0,16.0,12.0,5.0,10.0,15.0,4.0,0.0,8.0,0.0,0.0,11.0,7.0,134.0
143.616,L101,-2.0,0.0,0.0,-5.0,18.0,1005.0,1.9823542,3.2628646,2.7931712,3.8855007,2.8280098,7.2561083,5.8092275,4.724304,3.411361,3.9498367,7.4957113,6.103107,18.785147,9.480735,7.3004413,7.399308,96.467186,32.0,36.0,44.0,55.0,97.0,98.0,85.0,92.0,72.0,52.0,104.0,119.0,165.0,179.0,99.0,110.0,1439.0,R101,307.0,-5.0,-92.0,-14.0,469.0,976.0,-0.95849884,2.3153422,0.8720865,0.788982,-1.638215,0.93285894,4.095915,0.523243,1.3092324,-0.15037605,0.9144459,-0.088089146,-0.3845588,0.37092736,1.6872956,0.5742951,11.164886,0.0,18.0,24.0,4.0,8.0,10.0,3.0,5.0,10.0,1.0,-3.0,5.0,-2.0,-2.0,18.0,13.0,112.0
143.767,L101,-4.0,-1.0,0.0,-4.0,14.0,1008.0,1.727164,3.3384168,2.4727764,3.9845905,3.9643826,10.210004,7.4380827,6.8994913,4.4365225,3.386922,7.0076156,7.2149305,11.441223,6.512121,2.8482897,3.8948374,86.777374,28.0,37.0,38.0,57.0,120.0,135.0,119.0,126.0,85.0,45.0,99.0,135.0,114.0,137.0,38.0,58.0,1371.0,R101,108.0,69.0,-79.0,951.0,-3460.0,1040.0,-0.95849884,2.460063,1.0431386,1.2216991,-1.1422131,1.1330345,4.0718846,0.6740619,1.5030708,0.24858661,0.9206464,-0.5999362,-0.14720464,0.5399956,2.4686124,2.1260629,15.563004,0.0,20.0,32.0,16.0,12.0,13.0,2.0,12.0,3.0,4.0,0.0,0.0,2.0,3.0,28.0,24.0,171.0
143.842,L101,-9.0,-1.0,2.0,5.0,8.0,1013.0,2.3060787,3.8842988,3.1297653,5.0224934,5.3607,15.3766575,12.027534,11.1200695,5.528382,1.9415414,6.136271,7.361791,2.7554116,2.6105537,0.123114325,1.9110706,86.59574,37.0,44.0,50.0,79.0,142.0,190.0,190.0,188.0,98.0,26.0,90.0,137.0,37.0,56.0,8.0,24.0,1396.0,R101,-140.0,-7.0,124.0,-589.0,506.0,697.0,-0.58810455,2.741349,1.2839507,1.9460491,-0.4744062,1.5341839,4.1444016,0.84938425,1.3298384,1.1195782,0.97752035,0.87444043,3.1171963,2.741341,25.35775,14.648929,61.6034,4.0,24.0,40.0,33.0,18.0,19.0,5.0,18.0,9.0,11.0,5.0,16.0,47.0,56.0,260.0,259.0,824.0
143.988,L101,-168.0,30.0,-5.0,-46.0,-68.0,1568.0,3.730115,5.412756,10.791043,19.81604,3.0947585,19.593073,21.332159,22.37882,1.1748728,0.49160206,1.0575255,1.693604,0.6222699,0.62920773,0.322673,1.6999571,113.84048,59.0,62.0,162.0,274.0,103.0,229.0,281.0,310.0,19.0,2.0,17.0,38.0,8.0,12.0,10.0,20.0,1606.0,R101,-200.0,-63.0,-13.0,-81.0,38.0,1572.0,-0.40133697,2.3153422,1.4649823,2.581159,-0.27079472,1.5341839,4.0718846,0.62470526,1.2316191,4.1723957,1.5374354,0.6322977,12.803698,7.0541973,33.863506,18.828285,92.04356,6.0,18.0,45.0,46.0,20.0,19.0,2.0,10.0,16.0,42.0,22.0,13.0,141.0,129.0,317.0,296.0,1142.0
144.064,L101,88.0,31.0,-84.0,22.0,664.0,342.0,0.43324408,1.4266679,1.6313521,0.1719577,-0.2228055,1.0479956,3.1470196,0.88707715,1.8600168,0.3590551,1.1570392,-0.30362397,0.50728446,0.5194591,0.22326112,0.91290903,13.75791,5.0,8.0,20.0,0.0,11.0,4.0,10.0,18.0,1.0,-1.0,-1.0,2.0,6.0,10.0,9.0,4.0,106.0,R101,-4.0,-4.0,0.0,-29.0,21.0,1021.0,0.15836105,2.671903,1.0696614,2.1342795,0.6196776,1.9364908,4.0718846,0.6487849,1.7977502,5.6640644,2.9374394,2.3443644,18.837406,9.639433,26.023008,15.052653,95.60716,12.0,23.0,33.0,37.0,30.0,25.0,2.0,11.0,46.0,62.0,45.0,39.0,186.0,164.0,265.0,263.0,1243.0
144.141,L101,239.0,49.0,20.0,9.0,632.0,709.0,0.3883432,1.2133504,1.6726276,0.6236984,-0.2228055,0.8495664,3.0340843,0.88707715,1.7275879,0.3179901,1.0762466,-0.36728334,0.39694083,0.112566754,0.9988511,1.5452119,14.254054,4.0,4.0,21.0,5.0,11.0,1.0,6.0,18.0,3.0,-2.0,2.0,1.0,4.0,3.0,17.0,17.0,115.0,R101,-2.0,0.0,0.0,-34.0,31.0,992.0,0.25089818,2.8103027,0.9273085,1.3807492,1.6801536,3.0841057,5.0325885,1.8688798,2.1033704,5.8000937,4.1718097,3.1070695,15.897973,9.01922,14.913078,10.487935,82.53554,13.0,25.0,27.0,20.0,46.0,42.0,38.0,42.0,53.0,64.0,61.0,55.0,165.0,156.0,171.0,207.0,1185.0
144.213,L101,279.0,-127.0,280.0,-1278.0,-1755.0,2337.0,0.43324408,1.4266679,2.170734,1.0470686,-0.17300975,1.0479956,3.2333996,1.0338919,1.6104891,0.3179901,1.0762466,-0.11616254,0.34354064,0.29151344,0.9042939,1.1005566,15.748459,5.0,8.0,32.0,10.0,12.0,4.0,13.0,22.0,5.0,-2.0,2.0,5.0,3.0,6.0,16.0,8.0,149.0,R101,-5.0,-1.0,-1.0,-31.0,26.0,996.0,0.9742058,3.2834423,0.8416288,1.7200705,2.5831103,3.9719021,6.256663,3.1439705,2.792309,6.45488,5.860081,3.6641688,12.680647,8.416404,8.71167,8.07272,79.42787,21.0,32.0,22.0,28.0,66.0,55.0,75.0,65.0,66.0,74.0,81.0,68.0,140.0,148.0,108.0,151.0,1200.0
144.366,L101,-96.0,70.0,230.0,-1012.0,-3639.0,995.0,0.43324408,1.6531698,2.170734,1.3663871,-0.12420734,1.0479956,3.1756516,0.922828,1.7275879,0.63730115,1.037792,0.06630566,0.68147284,1.1897804,6.5542397,5.5227056,28.062988,5.0,12.0,32.0,14.0,13.0,4.0,11.0,19.0,3.0,5.0,4.0,8.0,9.0,23.0,88.0,83.0,333.0,R101,-18.0,0.0,-4.0,-52.0,0.0,1015.0,3.9472632,7.084371,1.2178265,3.624303,3.2617986,10.247873,11.402442,8.341089,3.9411962,6.83171,7.9470468,5.4331393,1.766131,1.2806534,1.5240719,1.4621098,79.31303,65.0,82.0,38.0,65.0,86.0,140.0,177.0,148.0,84.0,80.0,105.0,106.0,30.0,23.0,16.0,19.0,1264.0
144.592,L101,-201.0,58.0,-91.0,-1020.0,406.0,2045.0,0.62537456,2.5429127,2.9595702,3.2030063,0.31537306,0.8495664,3.0902352,0.43469995,2.0083463,1.0224552,1.0111572,-0.05480285,2.5830057,3.1385634,34.54863,24.47322,82.75131,9.0,26.0,47.0,42.0,23.0,1.0,8.0,3.0,-1.0,12.0,6.0,6.0,35.0,69.0,374.0,293.0,953.0,R101,-93.0,17.0,-4.0,-43.0,-51.0,1172.0,4.567982,7.6525884,2.026358,10.060277,3.486907,15.11404,20.17789,12.12117,1.4596487,5.2435646,3.6137412,1.838318,1.1774951,1.4009615,2.0843077,1.0311154,93.056366,80.0,88.0,58.0,155.0,93.0,195.0,274.0,204.0,36.0,56.0,54.0,30.0,22.0,26.0,23.0,16.0,1410.0
144.737,L101,-1.0,0.0,-1.0,2.0,24.0,1002.0,0.78113025,1.7712145,2.5776458,4.7909904,2.7854345,6.9609084,5.722745,5.7333975,3.7949698,3.6269596,5.8491964,5.6505523,16.371284,9.010458,7.5692415,7.327866,90.324,12.0,14.0,40.0,74.0,96.0,94.0,83.0,108.0,77.0,48.0,87.0,112.0,149.0,173.0,103.0,109.0,1379.0,R101,-167.0,15.0,-12.0,-143.0,-143.0,1483.0,5.511729,7.084371,3.0233667,16.945272,2.7995899,19.043535,24.215557,13.500875,1.260994,2.739519,1.4910963,-0.38909772,0.6890105,1.360586,1.7678958,0.41608608,101.460396,109.0,82.0,77.0,229.0,72.0,233.0,305.0,222.0,26.0,26.0,21.0,2.0,15.0,25.0,19.0,12.0,1475.0
144.745,L101,-2.0,0.0,0.0,3.0,15.0,1004.0,1.4158595,2.8229468,3.4806008,7.171459,3.743883,10.295638,8.204473,9.786073,4.354759,2.3053195,7.0076156,6.645191,9.112167,5.973521,2.598446,4.531606,89.44955,23.0,30.0,56.0,122.0,116.0,136.0,133.0,169.0,84.0,31.0,99.0,127.0,96.0,128.0,35.0,68.0,1453.0,R101,-427.0,-52.0,-35.0,114.0,-383.0,1919.0,1.7343367,3.4169607,2.0742145,3.2248878,1.0635871,5.7161875,7.552955,4.3002615,1.3841316,0.8789219,0.961709,0.6322977,0.29116505,0.9717296,0.92786545,-1.7320627,33.399147,30.0,34.0,59.0,58.0,36.0,80.0,107.0,84.0,33.0,9.0,4.0,13.0,9.0,15.0,9.0,0.0,580.0
144.813,L101,-3.0,0.0,0.0,6.0,10.0,1005.0,1.6014339,3.8045368,5.459464,10.725668,3.4822307,10.467837,9.345675,10.764162,3.4868321,1.9415414,5.4701347,7.2149305,4.250244,4.4509196,1.6430112,3.6461115,87.75473,26.0,43.0,87.0,175.0,111.0,138.0,152.0,183.0,73.0,26.0,83.0,135.0,53.0,99.0,24.0,54.0,1462.0,R101,-231.0,-80.0,68.0,362.0,2311.0,751.0,-0.6812132,2.3153422,0.7968964,1.0699425,-1.0247353,1.0662806,4.3955803,0.6487849,1.3779742,0.24858661,0.9274927,0.37543488,-0.26711157,0.37092736,0.65822107,-1.1498079,11.128596,3.0,18.0,18.0,12.0,13.0,12.0,15.0,11.0,7.0,4.0,1.0,10.0,0.0,-2.0,6.0,3.0,131.0
144.894,L101,-6.0,11.0,2.0,6.0,6.0,1010.0,1.727164,3.8842988,7.1812234,13.836783,2.958924,10.641277,9.537246,9.57952,3.0446296,1.3308556,3.676074,7.361791,2.7554116,3.6837265,1.1860161,3.15985,85.544785,28.0,44.0,112.0,212.0,100.0,140.0,155.0,166.0,67.0,17.0,63.0,137.0,37.0,82.0,19.0,46.0,1425.0,R101,153.0,-127.0,24.0,148.0,665.0,433.0,-0.95849884,2.3153422,0.78924006,1.0331625,-1.0247353,1.1330345,4.243103,0.78660965,1.405584,-0.15037605,0.91407496,-0.28676605,-0.26711157,0.43781045,1.0157061,0.09050758,11.476687,0.0,18.0,17.0,11.0,13.0,13.0,9.0,16.0,6.0,1.0,-2.0,3.0,0.0,0.0,10.0,10.0,125.0
144.963,L101,-4.0,37.0,59.0,466.0,-73.0,1029.0,1.9181622,3.8842988,7.888204,12.695092,1.9320737,8.091436,7.385609,7.293859,1.247229,0.8501687,1.6092986,4.8019643,1.4763035,2.5295336,1.4620366,2.3488076,67.41408,31.0,44.0,122.0,199.0,73.0,109.0,118.0,132.0,31.0,9.0,33.0,98.0,21.0,54.0,22.0,32.0,1128.0,R101,221.0,-69.0,573.0,-1323.0,-762.0,1999.0,-0.120884605,2.741349,0.8059905,0.788982,-1.2622584,0.66635096,4.1444016,0.81747633,1.405584,-0.4254652,0.9274927,0.37543488,-0.3261457,0.47162265,1.2736645,0.254838,12.538433,9.0,24.0,19.0,4.0,11.0,6.0,5.0,17.0,6.0,-1.0,1.0,10.0,-1.0,1.0,13.0,11.0,135.0
145.040,L101,-40.0,5.0,422.0,257.0,463.0,1054.0,1.001808,2.6118977,1.8006647,2.0956562,0.39413992,1.695256,3.5014343,1.2311249,1.6671574,0.5387615,1.037792,0.41770005,0.39694083,0.57467,0.42136043,1.6999571,21.08632,16.0,27.0,24.0,24.0,25.0,14.0,22.0,27.0,4.0,3.0,4.0,14.0,4.0,11.0,11.0,20.0,250.0,R101,27.0,174.0,148.0,-1952.0,-1103.0,1379.0,-0.86649245,2.8788168,0.9701911,0.9968515,0.109927386,4.2473493,5.496966,3.0849476,1.3527391,1.1195782,0.9954594,0.19552408,0.48761344,0.6093758,1.1885669,0.09050758,22.957918,1.0,26.0,29.0,10.0,24.0,59.0,53.0,64.0,8.0,11.0,6.0,8.0,12.0,5.0,12.0,10.0,338.0
145.118,L101,-47.0,0.0,434.0,132.0,483.0,1131.0,0.4794531,2.1438167,1.757297,1.2881181,0.14933562,1.1136401,3.3806357,0.922828,2.0083463,0.5873412,1.0555149,-0.05480285,0.45152625,0.5194591,0.5193339,1.6480271,17.969872,6.0,20.0,23.0,13.0,19.0,5.0,18.0,19.0,-1.0,4.0,3.0,6.0,5.0,10.0,12.0,19.0,181.0,R101,125.0,0.0,-3.0,-87.0,-20.0,1014.0,2.2005153,4.434259,0.9701911,0.9968515,3.390104,13.154247,12.676397,7.895188,3.0306902,4.801627,2.794924,1.0281774,1.4678724,1.5237316,1.8478655,3.369534,65.58218,36.0,49.0,29.0,10.0,90.0,174.0,195.0,141.0,70.0,50.0,43.0,18.0,26.0,29.0,20.0,35.0,1015.0
145.190,L101,-12.0,-70.0,227.0,-778.0,657.0,1043.0,0.7282036,1.7712145,1.7146137,0.35614976,0.061638564,1.0479956,3.062081,0.7506897,1.8600168,0.3179901,1.1570392,-0.36728334,0.24034686,0.3496027,0.42136043,1.596444,15.068104,11.0,14.0,22.0,2.0,17.0,4.0,7.0,14.0,1.0,-2.0,-1.0,1.0,1.0,7.0,11.0,18.0,127.0,R101,7.0,-3.0,1.0,-46.0,37.0,1005.0,1.6533073,3.6839662,1.155537,0.89075863,2.9693742,7.457032,7.377261,5.680887,3.8727617,8.221617,4.834421,3.1070695,11.712649,4.9818945,10.748133,8.281779,86.62844,29.0,38.0,36.0,7.0,77.0,104.0,103.0,106.0,83.0,103.0,69.0,55.0,132.0,97.0,130.0,158.0,1327.0
145.263,L101,35.0,-16.0,184.0,-728.0,817.0,943.0,0.62537456,1.6531698,2.0745327,1.1284728,0.19197413,0.98210907,3.1185477,0.59584934,1.8600168,0.27855557,1.1570392,-0.36728334,0.2913384,0.23265727,0.6166038,1.4438157,15.882774,9.0,12.0,30.0,11.0,20.0,3.0,9.0,9.0,1.0,-3.0,-1.0,1.0,2.0,5.0,13.0,15.0,136.0,R101,4.0,-8.0,-1.0,-41.0,32.0,992.0,1.9717957,3.550366,0.8562051,1.0331625,3.3579879,6.0726457,5.864526,3.1439705,4.432389,8.161788,5.088008,2.973247,14.575306,6.848053,13.650752,9.315405,90.89561,33.0,36.0,23.0,11.0,89.0,85.0,64.0,65.0,91.0,102.0,72.0,52.0,155.0,126.0,159.0,185.0,1348.0
145.413,L101,106.0,12.0,180.0,-310.0,-115.0,1216.0,0.4794531,2.2739806,2.0745327,0.4464872,0.01652525,0.8495664,3.1756516,0.88707715,1.6104891,0.27855557,1.1903547,-0.24055967,0.34354064,0.68309057,0.5193339,1.8048427,16.392921,6.0,22.0,30.0,3.0,16.0,1.0,11.0,18.0,5.0,-3.0,-2.0,3.0,3.0,13.0,12.0,22.0,160.0,R101,1.0,-1.0,0.0,-31.0,42.0,992.0,0.25089818,2.8103027,0.8164951,1.1071887,1.5677431,3.6975963,5.062288,1.6228646,2.7344742,8.10198,4.5003333,2.8360145,15.363074,7.9031672,17.531847,10.250165,86.15643,13.0,25.0,20.0,13.0,44.0,51.0,39.0,37.0,65.0,101.0,65.0,49.0,161.0,141.0,195.0,203.0,1222.0
145.490,L101,54.0,47.0,284.0,-455.0,-865.0,895.0,0.78113025,1.8923761,2.1223402,1.1284728,0.19197413,0.8495664,3.2044446,0.62537205,1.6671574,0.3179901,1.1269534,-0.36728334,0.2913384,0.68309057,1.7326152,2.5749655,18.822502,12.0,16.0,31.0,11.0,20.0,1.0,12.0,10.0,4.0,-2.0,0.0,1.0,2.0,13.0,25.0,36.0,192.0,R101,1.0,-1.0,0.0,-20.0,45.0,998.0,0.4348344,2.8788168,0.78924006,1.1830697,0.6196776,2.1381233,5.1222143,1.8185468,2.0566142,6.707174,4.0906787,2.973247,15.897973,7.9756746,17.980297,10.36764,83.03382,15.0,26.0,17.0,15.0,30.0,28.0,41.0,41.0,52.0,78.0,60.0,52.0,165.0,142.0,199.0,205.0,1166.0
145.564,L101,-77.0,84.0,181.0,617.0,299.0,1174.0,0.5755724,1.8314093,2.0273232,1.2881181,0.19197413,0.44498122,2.9510303,0.48530015,1.8600168,0.7412056,1.037792,0.12608112,1.7738748,0.84098905,11.147757,10.925007,38.248432,8.0,15.0,29.0,13.0,20.0,-5.0,3.0,5.0,1.0,7.0,4.0,9.0,25.0,16.0,156.0,157.0,463.0,R101,1.0,-5.0,0.0,-19.0,47.0,1001.0,0.6169291,2.9469428,1.0972501,1.1448987,0.77453697,2.1381233,5.244203,1.8688798,1.7977502,6.132327,3.4589937,3.4099627,15.098552,9.095794,18.659624,10.673714,84.158485,17.0,27.0,34.0,14.0,32.0,28.0,45.0,42.0,46.0,69.0,52.0,62.0,159.0,157.0,205.0,210.0,1199.0
145.713,L101,-136.0,-4.0,2.0,-60.0,84.0,1241.0,0.43324408,2.8946388,2.6844707,2.9759593,-0.12420734,0.98210907,2.8424432,0.45960155,2.0083463,1.7310259,1.1213392,-0.17807701,7.529428,4.5464954,20.219763,20.14138,70.26796,5.0,31.0,42.0,38.0,13.0,3.0,-1.0,4.0,-1.0,23.0,20.0,4.0,83.0,101.0,266.0,257.0,888.0,R101,-2.0,-4.0,0.0,-9.0,48.0,999.0,0.8858494,2.671903,0.8720865,1.4216319,-0.57966906,1.4672487,4.915522,3.3224134,1.5796913,4.3344336,3.6137412,4.177064,13.804771,10.932498,19.117088,9.60312,82.1394,20.0,23.0,24.0,21.0,17.0,18.0,34.0,68.0,40.0,44.0,54.0,80.0,149.0,180.0,209.0,191.0,1172.0
145.789,L101,-2.0,1.0,0.0,2.0,15.0,1014.0,0.6762685,2.5429127,2.4211004,2.7389574,1.465063,2.0129592,3.2044446,0.7506897,1.2280577,4.5200353,2.5845795,1.4910696,20.34227,6.8259416,19.526217,19.811451,92.14201,10.0,26.0,37.0,34.0,58.0,19.0,12.0,14.0,30.0,59.0,49.0,34.0,175.0,142.0,259.0,254.0,1212.0,R101,-3.0,-6.0,0.0,7.0,45.0,1007.0,0.4348344,3.6171231,1.2504195,1.4216319,-0.6872919,3.016225,7.290952,11.75718,1.2316191,1.4689251,4.666749,6.126643,5.1460767,5.983042,7.0841923,6.4132447,66.221565,15.0,37.0,39.0,21.0,16.0,41.0,101.0,199.0,16.0,14.0,67.0,118.0,70.0,113.0,89.0,85.0,1041.0
146.090,L101,-3.0,0.0,0.0,3.0,12.0,1006.0,1.2945465,3.3384168,2.8482006,4.08248,3.743883,7.6314597,6.4897194,6.3778677,5.187708,4.275075,7.0076156,6.1693916,20.34227,9.010458,6.4857354,7.2565684,101.5414,21.0,37.0,45.0,59.0,116.0,103.0,100.0,118.0,94.0,56.0,99.0,120.0,175.0,173.0,87.0,108.0,1511.0,R101,-111.0,-95.0,29.0,-36.0,-3.0,1394.0,0.5261351,4.646642,1.886476,9.320621,-1.9024504,3.4925594,9.842645,35.99706,1.4680909,1.1195782,0.97752035,2.3443644,1.6908393,1.4416106,3.2125845,3.8465579,79.91084,16.0,52.0,55.0,146.0,6.0,48.0,152.0,387.0,4.0,11.0,5.0,39.0,29.0,27.0,38.0,40.0,1055.0
146.163,L101,-47.0,58.0,4.0,9.0,-9.0,1082.0,2.3712084,3.4913764,4.155029,6.1659474,5.4316225,19.365665,16.140022,16.756672,5.0187197,1.527206,4.191704,6.645191,1.5492356,1.7374675,0.6166038,1.6480271,96.8117,38.0,39.0,67.0,103.0,143.0,227.0,236.0,258.0,92.0,20.0,69.0,127.0,22.0,35.0,13.0,19.0,1508.0,R101,-226.0,-167.0,35.0,570.0,153.0,1925.0,0.8858494,2.741349,1.6665663,10.227351,-1.7689453,2.2054105,7.2481775,15.829111,1.5030708,-0.28699034,0.91407496,1.247966,0.48761344,0.6797736,2.8436828,0.5742951,46.998352,20.0,24.0,50.0,157.0,7.0,29.0,100.0,249.0,3.0,0.0,-2.0,21.0,12.0,7.0,33.0,13.0,723.0
146.240,L101,-207.0,14.0,-9.0,-108.0,-113.0,1538.0,3.9813719,6.4242105,13.6070175,34.949123,1.7089458,16.519772,18.979233,18.211493,1.9708807,0.63730115,0.99591917,1.0231618,0.6222699,0.57467,0.7131803,1.4943345,122.41288,63.0,73.0,199.0,387.0,66.0,201.0,262.0,273.0,50.0,5.0,8.0,25.0,8.0,11.0,14.0,16.0,1661.0,R101,-124.0,-444.0,108.0,-32.0,138.0,1990.0,0.06551421,2.3153422,0.77517587,0.59866744,-1.638215,0.9995556,4.293332,0.78660965,1.4680909,0.75618774,0.9206464,-0.088089146,0.22680476,0.7153573,1.5240719,-1.1498079,12.569244,11.0,18.0,14.0,-2.0,8.0,11.0,11.0,16.0,4.0,8.0,0.0,5.0,8.0,8.0,16.0,3.0,139.0
146.389,L101,-298.0,-37.0,49.0,219.0,496.0,2198.0,0.22299235,1.9541074,1.6313521,0.4464872,-0.54407275,1.1136401,3.291799,0.9592206,1.7918508,0.3179901,1.037792,0.36030018,0.19057897,0.40694413,-0.18184212,0.95922124,13.958364,0.0,17.0,20.0,3.0,5.0,5.0,15.0,20.0,2.0,-2.0,4.0,13.0,0.0,8.0,5.0,5.0,120.0,R101,250.0,-44.0,1.0,-562.0,752.0,801.0,-1.2309331,2.2417529,0.94815916,0.7235645,-1.638215,0.3338313,4.0718846,0.84938425,1.5405912,-0.4254652,0.91615796,-0.38909772,-0.26711157,0.43781045,1.9272367,1.0311154,11.070665,-3.0,17.0,28.0,2.0,8.0,1.0,2.0,18.0,2.0,-1.0,-1.0,2.0,0.0,0.0,21.0,16.0,112.0
146.539,L101,115.0,93.0,-123.0,39.0,890.0,781.0,0.62537456,1.8314093,1.4736259,0.26464337,-0.27362347,0.98210907,3.062081,0.8175403,1.8600168,0.3179901,1.0555149,-0.11616254,0.34354064,0.29151344,1.5528215,0.95922124,15.047616,9.0,15.0,16.0,1.0,10.0,3.0,7.0,16.0,1.0,-2.0,3.0,5.0,3.0,6.0,23.0,5.0,121.0,R101,255.0,23.0,103.0,-843.0,117.0,1377.0,-1.0499684,2.3153422,0.82838345,0.788982,-1.2622584,0.3338313,4.0718846,0.78660965,1.6688238,-0.15037605,0.91407496,-0.4934752,-0.20746252,0.5399956,2.4686124,1.1775941,12.730594,-1.0,18.0,21.0,4.0,11.0,1.0,2.0,16.0,-1.0,1.0,-2.0,1.0,1.0,3.0,28.0,17.0,120.0
146.614,L101,328.0,20.0,47.0,80.0,500.0,975.0,0.5269141,1.7712145,1.5509864,0.26464337,-0.32549277,1.0479956,3.0062442,0.62537205,1.8600168,0.3179901,1.0230237,0.0060154353,0.34354064,0.29151344,1.6430112,1.3438697,15.296858,7.0,14.0,18.0,1.0,9.0,4.0,5.0,10.0,1.0,-2.0,5.0,7.0,3.0,6.0,24.0,13.0,125.0,R101,-200.0,-20.0,132.0,827.0,343.0,1984.0,-0.40133697,2.0917988,1.2504195,1.8092035,-0.4744062,1.6011511,4.0479956,0.49203193,1.2908818,1.4689251,0.9954594,1.4556264,4.686109,3.6131527,33.69295,18.828285,76.44825,6.0,15.0,39.0,30.0,18.0,20.0,1.0,3.0,11.0,14.0,6.0,24.0,65.0,73.0,316.0,296.0,937.0
