#time,left.insoleId,left.ang.x,left.ang.y,left.ang.z,left.acc.x,left.acc.y,left.acc.z,left.forces.0,left.forces.1,left.forces.2,left.forces.3,left.forces.4,left.forces.5,left.forces.6,left.forces.7,left.forces.8,left.forces.12,left.forces.13,left.forces.14,left.forces.17,left.forces.18,left.forces.21,left.forces.22,left.totalForce,left.rawForces.0,left.rawForces.1,left.rawForces.2,left.rawForces.3,left.rawForces.4,left.rawForces.5,left.rawForces.6,left.rawForces.7,left.rawForces.8,left.rawForces.12,left.rawForces.13,left.rawForces.14,left.rawForces.17,left.rawForces.18,left.rawForces.21,left.rawForces.22,left.totalRawForce,right.insoleId,right.ang.x,right.ang.y,right.ang.z,right.acc.x,right.acc.y,right.acc.z,right.forces.0,right.forces.1,right.forces.2,right.forces.3,right.forces.4,right.forces.5,right.forces.6,right.forces.7,right.forces.8,right.forces.12,right.forces.13,right.forces.14,right.forces.17,right.forces.18,right.forces.21,right.forces.22,right.totalForce,right.rawForces.0,right.rawForces.1,right.rawForces.2,right.rawForces.3,right.rawForces.4,right.rawForces.5,right.rawForces.6,right.rawForces.7,right.rawForces.8,right.rawForces.12,right.rawForces.13,right.rawForces.14,right.rawForces.17,right.rawForces.18,right.rawForces.21,right.rawForces.22,right.totalRawForce
0.136,L101,-5.0,-1.0,0.0,9.0,29.0,1007.0,3.3471012,4.127018,4.281402,6.317114,2.958924,12.819043,9.732066,10.202214,3.7949698,3.7880456,7.691327,6.9979773,7.529428,6.512121,5.2962117,4.857437,100.2524,53.0,47.0,69.0,106.0,100.0,164.0,158.0,175.0,77.0,50.0,106.0,132.0,83.0,137.0,70.0,73.0,1600.0,R101,-7.0,-165.0,78.0,70.0,3571.0,1211.0,0.25089818,3.4836578,1.6247147,1.5047237,0.109927386,1.8693534,4.3955803,0.7005093,1.2607923,0.37804067,0.9206464,-0.38909772,-0.024885884,0.43781045,2.0843077,0.88176733,19.488747,13.0,35.0,49.0,23.0,24.0,24.0,15.0,13.0,13.0,5.0,0.0,2.0,4.0,0.0,23.0,15.0,258.0
0.286,L101,-100.0,24.0,-6.0,-65.0,-28.0,1257.0,2.8933523,7.6837544,12.445145,21.501661,3.6903212,23.655476,18.515032,19.3575,2.6980634,1.1427956,2.2432632,4.347464,1.4763035,1.1414834,2.2584534,2.1823156,127.23238,46.0,86.0,184.0,290.0,115.0,263.0,258.0,284.0,62.0,14.0,44.0,90.0,21.0,22.0,31.0,29.0,1839.0,R101,243.0,-34.0,-90.0,-145.0,1114.0,608.0,0.34307277,4.2258253,1.841129,1.4629576,-0.79731625,1.7351843,4.2182093,0.5802484,1.2908818,0.24858661,0.91615796,0.10285662,-0.3261457,0.37092736,2.0060406,1.6002291,19.818844,14.0,46.0,54.0,22.0,15.0,22.0,8.0,8.0,11.0,4.0,-1.0,7.0,-1.0,-2.0,22.0,20.0,249.0
0.293,L101,-134.0,19.0,-9.0,-77.0,-65.0,1469.0,4.043613,11.128631,15.7985115,30.658451,2.620252,20.282745,18.630108,18.827707,1.3175522,1.3308556,1.4255674,2.8345199,1.2634943,0.99363226,2.930635,2.2930067,136.37927,64.0,119.0,226.0,362.0,92.0,235.0,259.0,279.0,34.0,17.0,29.0,61.0,18.0,19.0,39.0,31.0,1884.0,R101,352.0,25.0,-25.0,-116.0,328.0,1667.0,0.6169291,3.4169607,1.979106,1.5895666,-0.4744062,1.1998174,4.0479956,0.54091585,1.4356092,-0.15037605,0.9227458,-0.38909772,-0.44234455,0.43781045,2.1620681,2.949774,19.843073,17.0,34.0,57.0,25.0,18.0,14.0,1.0,6.0,5.0,1.0,-5.0,2.0,-3.0,0.0,24.0,31.0,227.0
0.362,L101,-193.0,34.0,-12.0,-66.0,-113.0,1651.0,4.8884096,14.026673,19.305254,45.728214,1.1345121,12.819043,13.168851,15.32328,1.9182317,1.0821,0.9935302,1.693604,1.1267163,0.78896344,3.255556,2.8640518,140.117,78.0,145.0,265.0,434.0,47.0,164.0,204.0,242.0,49.0,13.0,11.0,38.0,16.0,15.0,43.0,41.0,1805.0,R101,381.0,91.0,11.0,-315.0,27.0,2727.0,1.4885397,3.88536,1.7524498,1.7200705,-0.3714619,1.1998174,4.193462,0.44700068,1.3779742,0.24858661,0.9144459,0.19552408,-0.20746252,0.43781045,2.0060406,2.7263794,22.01454,27.0,41.0,52.0,28.0,19.0,14.0,7.0,-1.0,7.0,4.0,-3.0,8.0,1.0,0.0,22.0,29.0,255.0
0.437,L101,-389.0,44.0,51.0,195.0,-679.0,2821.0,2.6322873,5.8658576,5.0595255,5.583004,0.885016,1.8862287,4.046168,1.3140422,1.2162255,0.40170717,1.1570392,0.36030018,0.24034686,0.4635567,0.9042939,2.2930067,34.308605,42.0,67.0,81.0,91.0,39.0,17.0,39.0,29.0,16.0,0.0,-1.0,13.0,1.0,9.0,16.0,31.0,490.0,R101,309.0,59.0,-92.0,-97.0,-1927.0,2566.0,1.5713685,4.020673,2.7998602,1.9924934,-0.27079472,1.1330345,4.1444016,0.5802484,1.3779742,0.5057741,0.9274927,-0.5999362,-0.14720464,0.5056839,2.3161838,3.0580373,23.915287,28.0,43.0,73.0,34.0,20.0,13.0,5.0,8.0,7.0,6.0,1.0,0.0,2.0,2.0,26.0,32.0,300.0
0.515,L101,101.0,45.0,-168.0,177.0,1925.0,1136.0,1.6641189,2.5429127,2.0273232,1.4436396,0.01652525,0.8495664,3.1756516,0.7506897,1.9321578,0.3179901,1.1903547,-0.49644136,0.34354064,0.29151344,2.4294593,2.4049075,20.883907,27.0,26.0,29.0,15.0,16.0,1.0,11.0,14.0,0.0,-2.0,-2.0,-1.0,3.0,6.0,33.0,33.0,209.0,R101,-65.0,-40.0,-3.0,793.0,-4299.0,1287.0,1.3203002,4.3643737,3.0233667,2.086611,-0.3714619,1.668151,4.0479956,0.6487849,1.3092324,0.75618774,0.961709,-0.5999362,1.3945305,1.2410948,8.271304,6.8754573,36.997704,25.0,48.0,77.0,36.0,19.0,21.0,1.0,11.0,10.0,8.0,4.0,0.0,25.0,22.0,103.0,101.0,511.0
0.588,L101,179.0,-16.0,22.0,-342.0,912.0,420.0,1.4772713,2.1438167,2.1223402,1.4436396,-0.12420734,1.0479956,3.062081,0.7506897,1.7918508,0.49160206,1.0762466,-0.49644136,0.50728446,-0.010825335,2.8482897,2.8056846,20.937319,24.0,20.0,31.0,15.0,13.0,4.0,7.0,14.0,2.0,2.0,2.0,-1.0,6.0,1.0,38.0,40.0,218.0,R101,-316.0,-19.0,-25.0,303.0,144.0,2162.0,1.8144386,3.8180509,1.3183998,4.9855046,0.4575044,1.3334721,4.0479956,0.46653515,1.3092324,2.9334807,1.1155406,0.71459866,9.9745655,5.9184117,47.112514,31.98215,119.3024,31.0,40.0,41.0,87.0,28.0,16.0,1.0,1.0,10.0,28.0,11.0,14.0,117.0,112.0,381.0,381.0,1299.0
0.888,L101,262.0,-59.0,11.0,-618.0,-2264.0,1869.0,1.6641189,2.7519214,2.6844707,2.0956562,0.10589952,1.1136401,3.1185477,1.0338919,1.4200655,0.5387615,1.1570392,-0.49644136,0.34354064,0.112566754,2.765482,3.1001725,23.509333,27.0,29.0,42.0,24.0,18.0,5.0,9.0,22.0,9.0,3.0,-1.0,-1.0,3.0,3.0,37.0,45.0,274.0,R101,-11.0,-10.0,0.0,-18.0,30.0,1049.0,2.4202154,3.4836578,1.6665663,3.7415252,0.6196776,1.1330345,4.000637,0.45600685,2.199781,7.8627467,2.8657882,1.3876952,17.550272,8.268412,37.10143,26.143755,120.9012,39.0,35.0,50.0,67.0,30.0,13.0,-1.0,0.0,55.0,97.0,44.0,23.0,177.0,146.0,335.0,347.0,1457.0
0.963,L101,-275.0,-60.0,0.0,-473.0,223.0,1859.0,2.2410464,3.8045368,4.6664734,4.4174743,0.47034997,1.0479956,3.0340843,1.0721513,1.4200655,1.4608864,0.9924446,-0.43155134,5.710237,3.5130363,35.260994,31.879122,100.55934,36.0,43.0,75.0,66.0,27.0,4.0,6.0,23.0,9.0,19.0,9.0,0.0,67.0,78.0,378.0,343.0,1183.0,R101,-3.0,3.0,0.0,-36.0,38.0,997.0,2.9610262,3.6839662,1.7091503,2.8963847,1.7345188,3.5608418,4.1688595,0.6487849,2.9101253,8.10198,4.0099845,1.7773296,16.440748,7.0541973,21.826788,14.35394,97.83863,47.0,38.0,51.0,52.0,47.0,49.0,6.0,11.0,68.0,101.0,59.0,29.0,169.0,129.0,232.0,256.0,1344.0
1.037,L101,-197.0,73.0,7.0,168.0,61.0,1707.0,2.3060787,3.6467667,4.9935107,4.6516476,-0.029468155,0.98210907,2.9785597,0.36488646,1.1740463,4.3566513,1.9334912,0.8080192,13.35302,5.5773163,30.765827,31.217285,109.07974,37.0,41.0,80.0,71.0,15.0,3.0,4.0,0.0,26.0,57.0,39.0,21.0,128.0,121.0,351.0,339.0,1333.0,R101,-5.0,-2.0,-1.0,-39.0,32.0,989.0,2.8319857,3.8180509,2.2713938,1.9460491,2.6571524,4.6628733,5.899135,2.5099792,3.2795475,7.922576,4.4176383,2.9279172,13.175613,6.5099106,13.754683,8.925811,87.510315,45.0,40.0,63.0,33.0,68.0,65.0,65.0,54.0,74.0,98.0,64.0,51.0,144.0,121.0,160.0,176.0,1321.0
1.113,L101,-1.0,-1.0,0.0,-3.0,37.0,1009.0,2.8933523,3.6467667,4.472866,4.2273436,1.9649955,2.6422114,3.7513165,1.2311249,1.8669722,4.847407,4.368548,2.487695,16.81652,6.8899755,23.105442,23.699646,108.912186,46.0,41.0,72.0,62.0,74.0,29.0,30.0,27.0,48.0,63.0,71.0,54.0,152.0,143.0,293.0,287.0,1492.0,R101,-6.0,-2.0,-2.0,-35.0,25.0,997.0,3.1469624,5.5463953,2.322056,2.1342795,4.4635816,7.605852,7.508643,5.8071394,4.3609962,8.221617,6.2937713,4.0901203,11.239457,7.123455,7.669297,7.362266,94.89588,50.0,64.0,64.0,37.0,120.0,106.0,106.0,108.0,90.0,103.0,86.0,78.0,128.0,130.0,96.0,122.0,1488.0
1.262,L101,-4.0,0.0,0.0,-4.0,26.0,1003.0,3.6031992,4.712613,4.218085,4.322789,4.314169,11.98157,10.131681,9.373901,5.9581122,4.9293118,9.834914,6.2360935,9.871541,5.801335,6.0021625,4.6613693,105.95284,57.0,54.0,68.0,64.0,126.0,155.0,164.0,163.0,103.0,64.0,128.0,121.0,102.0,125.0,80.0,70.0,1644.0,R101,-8.0,2.0,-2.0,-41.0,18.0,998.0,1.8935965,6.5443125,2.636487,1.6761407,5.00419,10.085888,10.196343,8.404987,4.7216444,8.4013195,6.990533,4.9654875,5.616367,4.334618,3.6508837,5.24901,90.3718,32.0,76.0,70.0,27.0,132.0,138.0,158.0,149.0,95.0,106.0,94.0,97.0,75.0,86.0,44.0,59.0,1438.0
1.268,L101,-7.0,-2.0,1.0,-1.0,22.0,1006.0,3.3471012,5.2347794,3.782559,4.0336776,5.015802,14.468275,10.90017,11.1200695,7.2591105,4.847407,9.059377,7.142169,7.0606866,5.1477466,4.4178987,3.3403854,106.17721,53.0,60.0,61.0,58.0,137.0,181.0,175.0,188.0,118.0,63.0,120.0,134.0,79.0,113.0,58.0,49.0,1647.0,R101,-304.0,0.0,-27.0,-596.0,-288.0,2966.0,0.6169291,3.8180509,1.3537469,1.5047237,-0.4744062,2.9483964,4.7730107,0.6487849,1.239265,0.11738434,0.91407496,-0.1864424,-0.14720464,0.43781045,2.3925955,-0.7789142,19.177805,17.0,40.0,42.0,23.0,18.0,40.0,29.0,11.0,15.0,3.0,-2.0,4.0,2.0,0.0,27.0,5.0,274.0
1.338,L101,-3.0,-4.0,1.0,5.0,17.0,1011.0,3.4113867,5.2347794,4.092242,4.4174743,5.220796,17.373796,12.027534,12.513377,7.085387,3.8688605,9.641694,7.736801,3.9550714,3.9017746,2.8482897,2.3488076,105.67806,54.0,60.0,66.0,66.0,140.0,209.0,190.0,207.0,116.0,51.0,126.0,142.0,50.0,87.0,38.0,32.0,1634.0,R101,213.0,-5.0,-59.0,141.0,1197.0,464.0,0.8858494,3.4169607,1.2504195,1.2216991,-0.90978354,0.93285894,4.193462,0.8823086,1.3527391,0.11738434,0.91615796,-0.28676605,-0.3845588,0.5056839,1.6872956,1.0311154,16.812826,20.0,34.0,39.0,16.0,14.0,10.0,7.0,19.0,8.0,3.0,-1.0,3.0,-2.0,2.0,18.0,16.0,206.0
1.413,L101,-6.0,5.0,2.0,12.0,21.0,1026.0,3.539445,3.8842988,3.843906,5.1151457,5.5031896,20.631815,14.130636,14.729249,6.824736,3.0705388,8.180614,8.440397,1.6980313,2.4483325,1.7326152,1.7522303,105.525185,56.0,44.0,62.0,81.0,144.0,238.0,215.0,235.0,113.0,41.0,111.0,151.0,24.0,52.0,25.0,21.0,1613.0,R101,344.0,-9.0,-54.0,-14.0,561.0,1093.0,0.6169291,3.4169607,1.2839507,1.2607844,-0.27079472,1.400345,4.0479956,0.62470526,1.4356092,-0.015593896,0.9206464,0.46275258,-0.3261457,0.43781045,1.4413807,1.0311154,17.76845,17.0,34.0,40.0,17.0,20.0,17.0,1.0,10.0,5.0,2.0,0.0,11.0,-1.0,0.0,15.0,16.0,204.0
1.488,L101,-140.0,21.0,-10.0,-75.0,-58.0,1432.0,3.8561904,7.5846205,11.686947,16.532938,3.3325207,22.787533,21.860281,25.051163,1.4060863,1.6623048,1.5139934,2.5865316,1.1267163,0.84098905,1.6430112,2.237508,125.70934,61.0,85.0,174.0,241.0,108.0,256.0,285.0,330.0,37.0,22.0,31.0,56.0,16.0,16.0,24.0,30.0,1772.0,R101,336.0,49.0,-37.0,-298.0,44.0,2078.0,1.0618607,3.3502357,1.6665663,1.340312,-0.79731625,1.1998174,4.095915,0.54091585,1.4356092,-0.015593896,0.91615796,-0.4934752,-0.26711157,0.57455915,1.7678958,1.6002291,17.976578,22.0,33.0,50.0,19.0,15.0,14.0,3.0,6.0,5.0,2.0,-1.0,1.0,0.0,4.0,19.0,20.0,212.0
1.638,L101,-471.0,55.0,61.0,518.0,14.0,2711.0,3.0235422,6.613696,7.959351,16.150229,0.91704494,4.4181094,6.681063,6.1190004,1.4394279,0.5387615,0.9924446,1.2855103,0.99411494,0.99363226,1.0927552,4.0836864,63.30237,48.0,75.0,123.0,237.0,40.0,57.0,104.0,114.0,38.0,3.0,9.0,30.0,14.0,19.0,18.0,61.0,990.0,R101,316.0,91.0,-24.0,620.0,-1700.0,2840.0,0.6169291,3.6171231,2.0742145,1.6761407,-0.57966906,2.0036645,4.0479956,0.5802484,1.4356092,-0.015593896,0.91407496,0.0083313575,-0.20746252,0.33785346,1.4413807,1.8683945,19.819239,17.0,37.0,59.0,27.0,17.0,26.0,1.0,8.0,5.0,2.0,-2.0,6.0,1.0,-3.0,15.0,22.0,238.0
1.716,L101,101.0,12.0,-179.0,342.0,1342.0,643.0,1.5391406,2.4070313,2.2197025,1.4436396,0.061638564,0.8495664,3.1185477,0.78377414,1.7918508,0.3179901,1.1903547,-0.49644136,0.14204775,0.0512933,1.8216428,2.6897683,19.931547,25.0,24.0,33.0,15.0,17.0,1.0,9.0,15.0,2.0,-2.0,-2.0,-1.0,-1.0,2.0,26.0,38.0,201.0,R101,-62.0,-63.0,-26.0,1776.0,-5603.0,1148.0,0.9742058,3.6839662,1.979106,1.5047237,-0.3714619,1.8022515,4.0479956,0.7005093,1.405584,0.8789219,0.9274927,-0.1864424,1.8419023,1.2018073,8.800771,7.20618,36.39751,21.0,38.0,57.0,23.0,19.0,23.0,1.0,13.0,6.0,9.0,1.0,4.0,31.0,21.0,109.0,115.0,491.0
1.788,L101,343.0,11.0,10.0,-27.0,448.0,1168.0,1.1754899,2.2739806,2.2692344,0.8810291,-0.07636962,0.78288835,3.1185477,0.78377414,1.4623692,0.49160206,1.1269534,-0.30362397,0.39694083,0.112566754,2.765482,3.040751,20.301615,19.0,22.0,34.0,8.0,14.0,0.0,9.0,15.0,8.0,2.0,0.0,2.0,4.0,3.0,37.0,44.0,221.0,R101,-295.0,10.0,99.0,204.0,227.0,1990.0,1.4048426,3.550366,1.6665663,3.9198847,-0.27079472,1.1330345,4.0242467,0.523243,1.3779742,2.1282513,0.961709,0.6322977,6.0000005,4.1639304,41.33114,27.78023,100.32692,26.0,36.0,50.0,70.0,20.0,13.0,0.0,5.0,7.0,20.0,4.0,13.0,79.0,83.0,356.0,357.0,1139.0
1.864,L101,351.0,-37.0,-7.0,222.0,49.0,2211.0,1.1169024,2.1438167,2.2197025,1.5951537,-0.17300975,1.0479956,3.062081,0.88707715,1.508163,0.3179901,1.100041,-0.43155134,0.39694083,0.0512933,2.0853581,2.8640518,19.792007,18.0,20.0,33.0,17.0,12.0,4.0,7.0,18.0,7.0,-2.0,1.0,0.0,4.0,2.0,29.0,41.0,211.0,R101,-6.0,-12.0,0.0,-8.0,-35.0,1158.0,2.9610262,3.6839662,1.4270573,3.5084467,0.9224014,2.4749641,4.1200867,0.523243,1.8382001,6.45488,2.5873098,2.4477487,15.629544,8.942918,33.354595,22.775202,113.65159,47.0,38.0,44.0,63.0,34.0,33.0,4.0,5.0,47.0,74.0,40.0,41.0,163.0,155.0,314.0,325.0,1427.0
2.014,L101,256.0,-73.0,58.0,-409.0,-1904.0,2298.0,1.1754899,2.5429127,2.6308188,1.4436396,-0.029468155,1.0479956,3.1185477,1.399149,1.5575138,0.63730115,1.1570392,-0.36728334,0.39694083,0.0512933,3.1749787,2.9226873,22.859554,19.0,26.0,41.0,15.0,15.0,4.0,9.0,31.0,6.0,5.0,-1.0,1.0,4.0,2.0,42.0,42.0,261.0,R101,-3.0,-1.0,0.0,-40.0,37.0,989.0,2.8319857,4.434259,2.026358,2.1823514,2.219202,4.040653,5.4326553,2.909392,2.199781,6.132327,2.8657882,2.6946414,11.475161,6.644352,16.09811,10.308552,84.495575,45.0,49.0,58.0,38.0,57.0,56.0,51.0,61.0,55.0,69.0,44.0,46.0,130.0,123.0,182.0,204.0,1268.0
2.089,L101,-341.0,-66.0,17.0,-514.0,80.0,2132.0,1.727164,3.3384168,4.281402,4.929922,0.5075599,0.98210907,2.9785597,0.59584934,1.4623692,1.4608864,0.991665,-0.30362397,7.177032,4.1258044,35.806793,33.069324,103.13124,28.0,37.0,69.0,77.0,28.0,3.0,4.0,9.0,8.0,19.0,10.0,2.0,80.0,92.0,381.0,350.0,1197.0,R101,-4.0,-3.0,-1.0,-32.0,30.0,995.0,3.0240164,4.9369726,2.4771082,2.4791176,2.7646146,4.7324224,5.6945014,3.9909394,2.3513258,6.6445236,4.666749,4.04695,11.122271,7.192983,12.5235615,8.885488,87.53355,48.0,56.0,67.0,44.0,71.0,66.0,59.0,79.0,58.0,77.0,67.0,77.0,127.0,131.0,148.0,175.0,1350.0
2.316,L101,-77.0,67.0,2.0,47.0,3.0,1880.0,2.046764,3.568771,4.731459,4.7909904,1.0733712,1.5672483,3.0340843,0.6866062,1.4060863,4.4383087,3.1867063,1.4910696,17.115246,6.8899755,29.416761,27.94929,113.39274,33.0,40.0,76.0,74.0,45.0,12.0,6.0,12.0,37.0,58.0,57.0,34.0,154.0,143.0,342.0,318.0,1441.0,R101,-43.0,-13.0,-3.0,-51.0,-5.0,1058.0,3.2659073,8.766424,1.5836129,3.6827445,5.00419,14.445354,16.23022,14.407324,3.804797,5.934269,4.335307,4.6750493,2.3064318,1.4416106,1.6060321,0.09050758,91.57979,52.0,99.0,48.0,66.0,132.0,188.0,237.0,233.0,82.0,66.0,63.0,91.0,37.0,27.0,17.0,10.0,1448.0
2.463,L101,-4.0,0.0,0.0,-20.0,17.0,1039.0,2.6322873,3.3384168,4.155029,4.51152,1.8031381,3.2070608,4.251169,2.6199355,1.9182317,5.5022545,4.191704,2.5865316,18.785147,7.691746,25.24277,23.699646,116.13659,42.0,37.0,67.0,68.0,69.0,38.0,45.0,56.0,49.0,71.0,69.0,56.0,165.0,155.0,311.0,287.0,1585.0,R101,-170.0,10.0,-2.0,-19.0,-64.0,1470.0,5.1067677,8.453587,3.6063776,12.85349,4.3407445,23.173222,32.883457,25.311836,1.3042525,3.9228933,1.5852243,0.54836124,2.1497214,1.085563,2.4686124,0.88176733,129.67589,96.0,96.0,87.0,187.0,117.0,268.0,357.0,328.0,29.0,39.0,23.0,12.0,35.0,18.0,28.0,15.0,1735.0
2.538,L101,0.0,-2.0,-1.0,-9.0,30.0,1006.0,2.6975994,3.568771,4.155029,3.9352038,2.0317552,3.7759173,4.645402,3.4021723,1.9708807,4.9293118,5.09625,2.934265,19.248404,6.7623324,21.995163,21.740868,112.88932,43.0,40.0,67.0,56.0,76.0,47.0,56.0,70.0,50.0,64.0,79.0,63.0,168.0,141.0,283.0,271.0,1574.0,R101,-173.0,-105.0,106.0,-28.0,3715.0,553.0,0.15836105,3.4836578,1.3899724,1.2607844,0.19982682,1.6011511,4.5535374,0.6018505,1.5030708,0.11738434,0.91407496,0.46275258,-0.3261457,0.43781045,1.4413807,-1.3403915,16.459078,12.0,35.0,43.0,17.0,25.0,20.0,21.0,9.0,3.0,3.0,-2.0,11.0,-1.0,0.0,15.0,2.0,213.0
2.612,L101,0.0,-1.0,-1.0,-7.0,33.0,1002.0,3.2180698,3.3384168,3.6607985,3.9845905,1.8031381,4.1596227,4.719731,3.1164157,1.9708807,5.093125,4.9115934,3.08469,14.912242,5.801335,17.383713,17.817474,98.97584,51.0,37.0,59.0,57.0,69.0,53.0,58.0,65.0,50.0,66.0,77.0,66.0,139.0,125.0,236.0,235.0,1443.0,R101,185.0,0.0,-1.0,71.0,1145.0,334.0,0.34307277,3.3502357,1.6247147,1.3807492,-0.79731625,1.4672487,4.1688595,0.91622525,1.4356092,0.11738434,0.91407496,-0.28676605,-0.20746252,0.43781045,1.5240719,0.09050758,16.47902,14.0,33.0,49.0,20.0,15.0,18.0,6.0,20.0,5.0,3.0,-2.0,3.0,1.0,0.0,16.0,10.0,211.0
2.763,L101,-6.0,7.0,2.0,6.0,15.0,1026.0,2.5669734,3.8045368,4.155029,4.929922,4.751572,19.479216,14.040729,15.496486,6.304013,2.379787,7.300269,8.12313,1.4763035,2.5700607,1.5528215,1.8048427,100.73569,41.0,43.0,67.0,77.0,133.0,228.0,214.0,244.0,107.0,32.0,102.0,147.0,21.0,55.0,23.0,22.0,1556.0,R101,342.0,70.0,-16.0,-251.0,-52.0,2558.0,0.7071733,3.4169607,1.6665663,1.4629576,-0.90978354,1.1998174,4.095915,0.6740619,1.5405912,-0.15037605,0.9144459,0.10285662,-0.3261457,0.40424585,1.6872956,1.6002291,18.086811,18.0,34.0,50.0,22.0,14.0,14.0,3.0,12.0,2.0,1.0,-3.0,7.0,-1.0,-1.0,18.0,20.0,210.0
2.838,L101,-139.0,33.0,-8.0,-79.0,-59.0,1435.0,3.730115,6.613696,11.461651,16.2456,2.7018344,23.281393,23.09278,29.73588,1.3175522,1.1427956,1.2366667,2.7351248,1.059888,0.84098905,1.8216428,1.9646784,128.98228,59.0,75.0,171.0,238.0,94.0,260.0,294.0,360.0,34.0,14.0,24.0,59.0,15.0,16.0,26.0,25.0,1764.0,R101,-18.0,-30.0,-49.0,1916.0,-5732.0,1279.0,1.4885397,3.8180509,1.5037286,1.8544017,-0.07612673,2.2054105,4.0479956,0.7005093,1.4680909,0.63181406,0.9274927,-0.28676605,0.099798664,0.7153573,4.675206,5.4752364,29.24874,27.0,40.0,46.0,31.0,22.0,29.0,1.0,13.0,4.0,7.0,1.0,3.0,6.0,8.0,58.0,63.0,359.0
2.912,L101,-346.0,56.0,0.0,-77.0,-61.0,2424.0,2.8933523,9.5243845,16.652758,47.71048,1.0115192,6.8877997,9.409174,10.202214,2.5012906,0.5873412,0.99799067,2.0429382,1.059888,0.57467,2.5142007,3.3403854,117.91039,46.0,104.0,236.0,441.0,43.0,93.0,153.0,175.0,59.0,4.0,12.0,45.0,15.0,11.0,34.0,49.0,1520.0,R101,-358.0,0.0,-19.0,462.0,55.0,2384.0,1.7343367,3.6171231,1.4270573,4.2237577,-0.4744062,1.400345,4.0242467,0.49203193,1.2489771,3.3986845,1.2455392,1.0281774,9.9745655,6.2442946,44.929924,30.007309,114.521965,30.0,37.0,44.0,75.0,18.0,17.0,0.0,3.0,14.0,33.0,15.0,18.0,117.0,117.0,372.0,370.0,1280.0
3.062,L101,-379.0,11.0,72.0,415.0,-437.0,3227.0,1.2347175,4.2090483,2.6844707,2.4270191,0.5442065,2.0129592,3.8155587,0.88707715,1.508163,0.3179901,1.1903547,0.06630566,0.14204775,0.5194591,0.9988511,2.0186105,24.57684,20.0,48.0,42.0,29.0,29.0,19.0,32.0,18.0,7.0,-2.0,-2.0,8.0,-1.0,10.0,17.0,26.0,300.0,R101,-5.0,-5.0,0.0,-34.0,24.0,1016.0,3.6517794,3.7509308,1.3183998,3.3372586,0.84932375,2.4749641,4.095915,0.55992734,1.8797586,7.0780916,2.794924,2.396417,16.577682,9.639433,34.730423,23.215767,118.351,59.0,39.0,41.0,60.0,33.0,33.0,3.0,7.0,48.0,84.0,43.0,40.0,170.0,164.0,322.0,328.0,1474.0
3.139,L101,335.0,-76.0,-14.0,202.0,-218.0,2734.0,1.2347175,2.2739806,2.170734,0.7105949,-0.2228055,0.78288835,3.0902352,0.85197794,1.4200655,0.3179901,1.1570392,-0.49644136,0.5642031,0.112566754,1.8216428,2.3488076,18.138199,20.0,22.0,32.0,6.0,11.0,0.0,8.0,17.0,9.0,-2.0,-1.0,-1.0,7.0,3.0,26.0,32.0,189.0,R101,-2.0,-3.0,-1.0,-47.0,39.0,988.0,2.4914122,4.088737,2.026358,2.1823514,1.5677431,4.385531,4.607441,1.0236912,2.3513258,6.3269024,3.382508,2.0151806,12.803698,6.9852114,18.88789,11.925904,87.05188,40.0,44.0,58.0,38.0,44.0,61.0,23.0,23.0,58.0,72.0,51.0,33.0,141.0,128.0,207.0,228.0,1249.0
3.213,L101,-213.0,39.0,14.0,93.0,59.0,1955.0,1.2945465,3.3384168,4.862074,4.4174743,-0.029468155,1.179053,3.0062442,0.6866062,1.3456658,4.1122165,1.4689012,0.41770005,14.197457,5.3595133,30.308538,29.001234,104.96617,21.0,37.0,78.0,66.0,15.0,6.0,5.0,12.0,11.0,54.0,30.0,14.0,134.0,117.0,348.0,325.0,1273.0,R101,-5.0,-3.0,-1.0,-40.0,34.0,998.0,3.1469624,4.2258253,2.1716821,2.086611,2.620391,4.385531,5.529406,2.967648,2.9700725,7.1392016,4.0099845,3.5373461,11.951932,8.194821,14.3831415,9.180083,88.50063,50.0,46.0,61.0,36.0,67.0,61.0,54.0,62.0,69.0,85.0,59.0,65.0,134.0,145.0,166.0,182.0,1342.0
3.293,L101,-11.0,6.0,-4.0,19.0,16.0,1070.0,1.4158595,3.4145896,4.862074,4.1792974,0.9487908,1.3092263,3.2333996,0.9962451,1.3451027,5.420509,3.1080737,1.893842,17.868671,6.512121,25.61786,25.539953,107.66562,23.0,38.0,78.0,61.0,41.0,8.0,13.0,21.0,35.0,70.0,56.0,42.0,159.0,137.0,314.0,301.0,1397.0,R101,-9.0,0.0,-2.0,-41.0,25.0,1001.0,2.2005153,4.646642,2.5297706,1.9924934,4.2613177,6.649426,7.508643,4.98794,4.432389,8.221617,6.03328,4.4894414,10.542957,7.123455,5.9627185,7.045856,88.628456,36.0,52.0,68.0,34.0,115.0,93.0,106.0,95.0,91.0,103.0,83.0,87.0,122.0,130.0,75.0,108.0,1398.0
